# Equipacion de cada personaje, para ensenarlo de cuerpo.
# identidad = el valor del campo 0xBA162C11 de la partida.
# icono = fichero de datos/iconos/.../10_icon_chr/uniform/<icono>_00_l.png
# Lo genera herramientas/construir_equipacion_jugador.py (NOTAS O-76).
identidad,icono
8D013AF7,u117401_10
8D1740ED,u117401_10
8D27F71B,u050201_10
8D280F1B,u070401_10
8D3CE37E,u117401_10
8D3DA685,u117401_10
8D49C51C,u117401_10
8D4BA612,u117401_10
8D582F5E,u110101_10
8D58923B,u011401_10
8D5A33BF,u110901_10
8D622C1E,u111401_10
8D649A46,u080801_10
8D6920A8,u010201_10
8D77D617,u115101_10
8D7B7568,u010101_10
8D808CA0,u051801_10
8D92DC13,u117401_10
8D952D30,u112101_10
8D990445,u031101_10
8DA5FB0D,u115101_10
8DA6318F,u117401_10
8DA6BEC2,u010901_10
8DCE3AEC,u117401_10
8DD9050D,u117401_10
8DE5997F,u117401_10
8E11F95E,u112101_10
8E16087D,u117401_10
8E1DD02B,u030901_10
8E1FB325,u117401_10
8E226AAC,u010801_10
8E22E5E1,u117401_10
8E38A4AF,u115101_10
8E5DD163,u117401_10
8E614D11,u020601_10
8E6A1A0A,u042101_10
8E6A9547,u032101_10
8E7039A0,u010101_10
8E77B846,u060301_10
8E85EE99,u117401_10
8E9453CE,u071101_10
8EAA648A,u117401_10
8EB83710,u117401_10
8EB972EB,u117401_10
8EC6A388,u050601_10
8ECD1172,u117401_10
8ECF727C,u117401_10
8EDE70CB,u110101_10
8EEDF4C6,u010101_10
8EF7491D,u010101_10
8EFFA106,u010101_10
8F04A313,u020701_10
8F0D184B,u117401_10
8F0F7B45,u117401_10
8F0FF408,u010201_10
8F1C1AFC,u110101_10
8F28E382,u115101_10
8F4784AE,u117401_10
8F4C3FC2,u117201_10
8F5639F9,u071101_10
8F572320,u020201_10
8F680EBD,u117401_10
8F718AD1,u051101_10
8F7A5D27,u117401_10
8F7B18DC,u117401_10
8F87D85A,u051801_10
8F9FBB54,u117401_10
8FA32726,u020601_10
8FA8FF70,u032101_10
8FD39369,u112101_10
8FD4624A,u117401_10
8FDDD912,u030201_10
8FE0009B,u010801_10
8FE08FD6,u117401_10
900491E0,u117401_10
900F49B6,u030701_10
902DDE30,u040301_10
90307C7C,u117401_10
9030F331,u010601_10
9038C5AA,u071601_10
90461FD1,u115101_10
904C4F56,u080201_10
904F48FE,u117401_10
9065AE96,u117401_10
9072E6AF,u110301_10
9073D48C,u020901_10
90788397,u045601_10
90977704,u117401_10
90AAAE8D,u117401_10
90ABEB76,u117401_10
90DDEBE1,u117401_10
90DF07A2,u041201_10
90DF88EF,u117401_10
90FFF32A,u117401_10
911D6D95,u041201_10
911DE2D8,u117401_10
911F81D6,u117401_10
913D991D,u117401_10
91551D33,u117401_10
9155927E,u061501_10
9168C4BA,u117401_10
91698141,u117401_10
9171AA97,u040101_10
918475E6,u115101_10
9188D699,u020401_10
918D22C9,u117401_10
919F1269,u115101_10
91A7C4A1,u117401_10
91B08C98,u110301_10
91B1BEBB,u020901_10
91BAE9A0,u045601_10
91C5F607,u080901_10
91C6FBD7,u117401_10
91D50702,u117401_10
91F2164B,u117401_10
9209F6A7,u117401_10
920CD04D,u111601_10
923E3DCE,u011101_10
923EB283,u031001_10
92422FB9,u117401_10
92698C2A,u117401_10
9276C225,u117401_10
9281F881,u117401_10
92841BB7,u061101_10
928C6A59,u117401_10
9292EEE0,u021201_10
929936B6,u117401_10
9299B9FB,u041001_10
929B55B8,u117401_10
92B0F62B,u117401_10
92CB075E,u115101_10
92CC6B11,u030601_10
92D14610,u061401_10
92D1C95D,u117401_10
92EC10D4,u117401_10
92ED552F,u117401_10
92FBD163,u112301_10
92FE434E,u050101_10
930E0126,u030601_10
930E1364,u021201_10
9313A36A,u117401_10
932E7AE3,u117401_10
932F3F18,u117401_10
9339BB54,u112301_10
933C2979,u050101_10
934392B6,u117401_10
93467180,u117401_10
934E006E,u117401_10
93593F8F,u117401_10
935B5C81,u117401_10
935BD3CC,u041001_10
93729C1C,u117401_10
9380458E,u117401_10
9383DF44,u030101_10
9384997F,u010501_10
9389FED6,u030201_10
938B9DD8,u030801_10
93A4FBBC,u115101_10
93ABE61D,u117401_10
93B4275F,u010701_10
93B4A812,u117401_10
93CB9C90,u117401_10
93CEB5DE,u010101_10
93CEBA7A,u111601_10
93DB4073,u115101_10
93F700E2,u021301_10
93FC57F9,u011101_10
940C71AC,u117401_10
941A0BB6,u117401_10
942697C4,u117401_10
9427D23F,u117401_10
94333E5A,u070401_10
943581A5,u050201_10
944102FE,u110901_10
94431E1F,u110101_10
94509753,u117401_10
94527B10,u040701_10
9452F45D,u117401_10
9460DC02,u117401_10
946CE756,u115101_10
94791D5F,u111401_10
947FAB07,u080801_10
94823504,u031101_10
9489ED52,u117401_10
948E1C71,u112101_10
94BD00CE,u117401_10
94BD8F83,u010901_10
94BECA4C,u115101_10
94C2344C,u117401_10
94D50BAD,u117401_10
94FEA83E,u117401_10
95005E7B,u117401_10
951322B6,u010101_10
9517619A,u117401_10
951770A6,u061101_10
9522C823,u050601_10
95371A5F,u117401_10
953CC209,u010101_10
954B8765,u117401_10
955F20C5,u041801_10
957CA07B,u115101_10
957F6AF9,u117401_10
958368C9,u110901_10
95901127,u040701_10
95909E6A,u117401_10
9592FD64,u117401_10
9594520B,u010101_10
959B463C,u020301_10
95A22E1E,u011001_10
95B07BDE,u010201_10
95B286A1,u032201_10
95BDC130,u080801_10
95CE1B9B,u117401_10
95D86181,u117401_10
95E4FDF3,u117401_10
95E5B808,u117401_10
95F1546D,u070401_10
95F7EB92,u050201_10
96072BBD,u110101_10
96144A04,u117401_10
9614C549,u010201_10
9616290A,u117401_10
961F9252,u020701_10
9633D2C3,u115101_10
9634AFB0,u010101_10
964C1261,u020201_10
964D08B8,u071101_10
96570E83,u117201_10
965CB5EF,u117401_10
9660299D,u117401_10
96616C66,u117401_10
96733FFC,u117401_10
96848A15,u117401_10
968E6287,u020901_10
9697CE90,u051701_10
96B3CE31,u032101_10
96B81667,u020601_10
96CF530B,u117401_10
96FBBE97,u117401_10
9706E16A,u030901_10
970AC81F,u112101_10
970D393C,u117401_10
972395EE,u115101_10
97395BED,u010801_10
9739D4A0,u117401_10
9746E022,u117401_10
9758743F,u041801_10
976C8907,u060301_10
97712B4B,u042101_10
9771A406,u032101_10
977A7C50,u020601_10
978F628F,u071101_10
979EDFD8,u117401_10
97A243AA,u117401_10
97A30651,u117401_10
97B155CB,u117401_10
97C5418A,u110101_10
97D4433D,u117401_10
97D62033,u117401_10
97D6AF7E,u010201_10
97E49047,u071001_10
97E51D84,u117401_10
97EC785C,u010101_10
97FD929C,u070201_10
980077F3,u115101_10
9800FCF7,u110101_10
980578B2,u117401_10
98124753,u117401_10
981A36BD,u117401_10
981AB9F0,u011201_10
98250377,u031401_10
98276079,u117401_10
982EDB21,u117401_10
9852461B,u030501_10
98599E4D,u117401_10
9875DEDC,u115101_10
9880E44C,u117401_10
9894A639,u080401_10
98ADA341,u030101_10
98B16475,u070301_10
98BD3DC5,u117401_10
98BDB288,u061701_10
98C20947,u117401_10
98CFFE66,u117401_10
98D929BD,u071001_10
98DC02B3,u117401_10
98F7A120,u117401_10
98FCCC19,u050901_10
99006370,u117401_10
990D9451,u115101_10
991B438A,u071001_10
991E6884,u117401_10
992A8518,u117401_10
9935CB17,u117401_10
99372754,u041501_10
99428E7B,u117401_10
994AFBEF,u010101_10
9950DDE1,u051701_10
997F57F2,u117401_10
997FD8BF,u061701_10
99902C2C,u030501_10
999BF47A,u117401_10
99C21DC4,u115101_10
99C71285,u117401_10
99D02D64,u117401_10
99D85C8A,u117401_10
99D8D3C7,u011201_10
99E1C62F,u061301_10
99E50A4E,u117401_10
99ECB116,u117401_10
99EF6F76,u010101_10
9A095A0E,u117401_10
9A14F842,u030401_10
9A1A3D74,u020901_10
9A1F2014,u117401_10
9A264836,u010201_10
9A2DBF38,u021201_10
9A318CC6,u115101_10
9A3492BB,u060801_10
9A35C67C,u117401_10
9A46C9AA,u115101_10
9A5333A3,u111701_10
9A54F90A,u117401_10
9A59F3F9,u080501_10
9A5C07A9,u011101_10
9A5C88E4,u117401_10
9A61DE20,u117401_10
9A686578,u117401_10
9A84B71E,u117401_10
9AA71F5F,u010901_10
9AB11F79,u117401_10
9AB8A421,u021501_10
9AC65A15,u117401_10
9AD4098F,u051801_10
9AD523FB,u010201_10
9AEB8A02,u080901_10
9AED3C5A,u111501_10
9AF6487B,u020201_10
9AFB0CD1,u061701_10
9AFB839C,u117401_10
9B043022,u117401_10
9B04579A,u040101_10
9B21CBEB,u115101_10
9B28FAEC,u081101_10
9B29E035,u080901_10
9B2F566D,u111501_10
9B39E9AB,u117401_10
9B3AAC64,u115101_10
9B3D2020,u117401_10
9B4517AB,u117201_10
9B46DD29,u117401_10
9B657568,u010901_10
9B73754E,u117401_10
9B84A39D,u115101_10
9B881784,u021801_20
9B96933D,u117401_10
9B9B99CE,u030101_10
9B9E6D9E,u011101_10
9B9EE2D3,u117401_10
9BA1D719,u031301_10
9BA3B417,u117401_10
9BAA0F4F,u117401_10
9BCB3039,u117401_10
9BD69275,u030401_10
9BDD4A23,u117401_10
9BE42201,u011201_10
9BE8817E,u115101_10
9BEFD50F,u021201_10
9BF7AC4B,u117401_10
9C0D98FE,u117401_10
9C1FCB64,u051301_10
9C304177,u117401_10
9C4282D4,u117201_10
9C50E439,u117401_10
9C7ADD92,u117401_10
9C8A670E,u117401_10
9C8D0B41,u115101_10
9C97C542,u011301_10
9C9ABBD0,u050701_10
9C9F3BE1,u117401_10
9CA08166,u117401_10
9CA1F430,u111201_10
9CA3A793,u117401_10
9CA87FC5,u032301_10
9CAA1CCB,u117401_10
9CD2D24D,u010201_10
9CD4E2FF,u117401_10
9CF2B08E,u115101_10
9D1688C8,u117401_10
9D1D509E,u030101_10
9D30DAB9,u115101_10
9D480D39,u117401_10
9D4F6176,u115101_10
9D552038,u117401_10
9D55AF75,u011301_10
9D5A9B7F,u111701_10
9D5D51D6,u117401_10
9D61CDA4,u117401_10
9D62EB51,u117401_10
9D6876FC,u117401_10
9D7A2566,u117401_10
9D80E8E3,u115101_10
9D9D4C6C,u115101_10
9DAD9A51,u112201_10
9DB10CFD,u021701_10
9DB8B7A5,u117401_10
9DBA5BE6,u010901_10
9DCFF2C9,u117401_10
9DDDA153,u051301_10
9DEF6864,u010101_10
9DF22B40,u117401_10
9DF2A40D,u030301_10
9E043C8D,u115101_10
9E1C180E,u031201_10
9E23A289,u011001_10
9E294E3F,u112201_10
9E3C63CB,u117401_10
9E3E8F88,u020201_10
9E4B26A7,u117401_10
9E59753D,u051201_10
9E5C1946,u117401_10
9E767063,u030501_10
9E76FF2E,u117401_10
9E8FE7EC,u115101_10
9E925CA6,u117401_10
9E9984F0,u030301_10
9EB9FF35,u117401_10
9ECBB518,u115101_10
9ED17B1B,u011401_10
9ED1F456,u117401_10
9ED23ED4,u115101_10
9ED985B8,u117401_10
9EE519CA,u117401_10
9EE63F3F,u117401_10
9EE6C7AA,u010101_10
9EECA292,u117401_10
9EFEF108,u117401_10
9F09DF2F,u115101_10
9F13112C,u011401_10
9F139E61,u117401_10
9F1A0464,u080301_10
9F1BEF8F,u117401_10
9F1DA8E5,u110701_10
9F2773FD,u117401_10
9F2CABAB,u031901_10
9F2EC8A5,u117401_10
9F3C9B3F,u117401_10
9F503691,u117401_10
9F5BEEC7,u030301_10
9F617D0E,u021201_10
9F6E8E98,u010101_10
9F7B9502,u117401_10
9F894C90,u117401_10
9F9B1F0A,u051201_10
9F9E7371,u117401_10
9FA1DBB4,u010101_10
9FB49519,u117401_10
9FC279F9,u115101_10
9FC656BA,u117401_10
9FCEDA86,u040501_10
9FFE09FC,u117401_10
A0085F4C,u011101_10
A008D001,u031001_10
A00AB30F,u117401_10
A02F48C6,u115101_10
A03AB2CF,u111601_10
A03BEDB6,u117401_10
A03F9425,u117401_10
A0402FEA,u010701_10
A040A0A7,u117401_10
A050F309,u115101_10
A0A48C62,u021201_10
A0AF5434,u117401_10
A0AFDB79,u041001_10
A0B27935,u117401_10
A0B79A03,u117401_10
A0CDB3E1,u112301_10
A0DA7256,u117401_10
A0DB37AD,u117401_10
A0E72492,u061401_10
A0E7ABDF,u117401_10
A0FA0993,u030601_10
A0FD65DC,u115101_10
A10A4BFB,u050101_10
A111A339,u020101_10
A1181861,u117401_10
A1195D9A,u117401_10
A11AF422,u041701_10
A1254EA5,u061401_10
A125C1E8,u117401_10
A13863A4,u030601_10
A16D3E03,u117401_10
A16DB14E,u041001_10
A1701302,u117401_10
A175F034,u117401_10
A18245DD,u010701_10
A182CA90,u117401_10
A192993E,u115101_10
A1B2FBFD,u010501_10
A1C16260,u021301_10
A1C1DD80,u111301_10
A1C8D938,u117401_10
A1CA357B,u011101_10
A1ED22F1,u115101_10
A1FDFE12,u117401_10
A2061EFE,u117401_10
A20691B3,u010601_10
A20EA728,u071601_10
A21BBCB2,u040301_10
A245B60E,u020901_10
A24C0D56,u045301_10
A24EE115,u045601_10
A253CC14,u117401_10
A25A9005,u117401_10
A26C7693,u117401_10
A2707D53,u115101_10
A2792A7C,u117401_10
A27A2DD4,u080201_10
A27D8155,u110601_10
A28E9F95,u050101_10
A2957757,u020201_10
A29CCC0F,u117401_10
A29D89F4,u117401_10
A29E204C,u041801_10
A2A11586,u117401_10
A2A19ACB,u061501_10
A2A25049,u115101_10
A2C991A8,u117401_10
A2E96520,u041201_10
A2E9EA6D,u117401_10
A30BFB9F,u117401_10
A32B0F17,u041201_10
A32B805A,u117401_10
A34BE7DE,u117401_10
A35EA638,u117401_10
A35FE3C3,u117401_10
A3637FB1,u117401_10
A363F0FC,u061501_10
A37B74BE,u040701_10
A386EE1A,u110301_10
A38C8B22,u045601_10
A38E6761,u042201_20
A391A623,u117401_10
A3AE1CA4,u117401_10
A3B21764,u115101_10
A3B847E3,u080201_10
A3BB404B,u117401_10
A3BF39D8,u021001_10
A3C474C9,u117401_10
A3C4FB84,u010601_10
A3D9D685,u040301_10
A405B041,u115101_10
A41870E9,u010101_10
A4222886,u117401_10
A42234DF,u011101_10
A422A7CB,u010201_10
A429F0D0,u020701_10
A431493F,u110101_10
A4556DEA,u031601_10
A4564B1F,u117401_10
A4570EE4,u117401_10
A46AD76D,u117401_10
A47B6A3A,u071101_10
A485ACB3,u032101_10
A48F46C6,u110301_10
A49881B2,u060301_10
A4A1945A,u010201_10
A4A73B35,u040601_10
A4AC6C2E,u021501_10
A4B2E897,u117401_10
A4CC9D94,u021201_10
A4CD5358,u010801_10
A4CDDC15,u117401_10
A50F396F,u010801_10
A50FB622,u117401_10
A515F76C,u115101_10
A53CAA9D,u112101_10
A54749C9,u042101_10
A54C1ED2,u020601_10
A559B616,u051601_10
A57082A0,u117401_10
A575506F,u041801_10
A5873749,u117401_10
A5942128,u117401_10
A59564D3,u117401_10
A5978890,u042001_10
A59CDF8B,u020501_10
A5A8BD5A,u117401_10
A5AAAB6B,u020201_10
A5B9000D,u071101_10
A5C0A705,u010101_10
A5C4F515,u061101_10
A5D14DC5,u070201_10
A5D2F2C5,u071601_10
A5E042B1,u117401_10
A5E0CDFC,u010201_10
A5F32308,u110101_10
A5F48F89,u080501_10
A603E327,u050201_10
A6055CD8,u070401_10
A610F546,u117401_10
A611B0BD,u117401_10
A6135CFE,u041901_10
A6180BE5,u020401_10
A62C6934,u117401_10
A63A132E,u117401_10
A63C59A0,u010101_10
A641E25B,u115101_10
A648D35C,u081001_10
A649C985,u080801_10
A64F7FDD,u111401_10
A65626AB,u010101_10
A656BE80,u117401_10
A65A85D4,u115101_10
A6641992,u040701_10
A66496DF,u117401_10
A6757C9D,u110101_10
A688A8CE,u115101_10
A68B624C,u117401_10
A68BED01,u010901_10
A6A761B2,u117401_10
A6B87EF3,u112101_10
A6C8CABC,u117401_10
A6E3692F,u117401_10
A6F456CE,u117401_10
A70178DD,u117401_10
A70E177A,u050601_10
A7210318,u117401_10
A7254034,u010101_10
A7331A13,u111601_10
A7363CF9,u117401_10
A73BAFFF,u061101_10
A749087B,u117401_10
A7498736,u010901_10
A751A576,u115101_10
A75CA235,u080301_10
A78BA3B2,u080801_10
A78D15EA,u111401_10
A7944C9C,u020201_10
A79CA487,u010201_10
A7A673A5,u040701_10
A7A6FCE8,u117401_10
A7AD24BE,u020301_10
A7B50A4B,u110901_10
A7C736EF,u070401_10
A7D1B984,u031501_10
A7D29F71,u117401_10
A7D3DA8A,u117401_10
A7EE0303,u117401_10
A7F87919,u117401_10
A803A4FE,u117401_10
A80CD6E1,u081201_10
A8102AB4,u021701_10
A8155A8E,u112501_10
A8184DE2,u060801_10
A81BDDBA,u021201_10
A81C89CB,u115101_10
A8229AC0,u030401_10
A8294296,u117401_10
A83F388C,u117401_10
A857BCA2,u117401_10
A8635544,u010101_10
A86A652B,u011101_10
A86AEA66,u117401_10
A86F917B,u080401_10
A8704325,u050601_10
A870AB28,u115101_10
A8917DDD,u010901_10
A8B2D59C,u117401_10
A8CDE11E,u117401_10
A8DDE880,u080901_10
A8E26B0D,u051801_10
A8E34179,u010201_10
A8F03897,u117401_10
A8F25B99,u117401_10
A90F8B29,u117401_10
A914D684,u050901_10
A91934EF,u111501_10
A91F82B7,u080901_10
A920013A,u051801_10
A9212B4E,u010201_10
A93031AE,u117401_10
A930BEE3,u040901_10
A93252A0,u117401_10
A95317EA,u010901_10
A9544B42,u117401_10
A9737529,u117201_10
A995D695,u117401_10
A9A80F1C,u011101_10
A9A88051,u117401_10
A9AD6367,u117401_10
A9ADFB4C,u081101_10
A9B2C11F,u115101_10
A9BBA787,u115101_10
A9BE7506,u021801_20
A9C1CEC9,u117401_10
A9C5C501,u020201_10
A9D24083,u010801_10
A9E0F0F7,u030401_10
A9EB28A1,u117401_10
A9FB7299,u031001_10
A9FD52BB,u117401_10
AA1102FB,u117401_10
AA2C543F,u117401_10
AA2CDB72,u011201_10
AA361571,u115101_10
AA43BC5E,u115101_10
AA642499,u030501_10
AA664797,u117401_10
AA6FFCCF,u117401_10
AA8B5F47,u117401_10
AA9BC1C3,u030101_10
AA9DBB2C,u070301_10
AAA4D554,u051701_10
AAAC2BF7,u040101_10
AAB46A8D,u040101_10
AAB4E5C0,u117401_10
AAB686CE,u117401_10
AAC32FE1,u041501_10
AAEF4B3F,u071001_10
AAF46BC5,u117401_10
AAF99CE4,u117401_10
AB0145D6,u041501_10
AB0A12CD,u021401_10
AB2C3BD1,u011001_10
AB2D2108,u071001_10
AB3601F2,u040201_10
AB3BF6D3,u115101_10
AB493570,u117401_10
AB593CEE,u080901_10
AB66BF63,u051701_10
AB74ECF9,u117401_10
AB768FF7,u117401_10
AB7C996D,u010101_10
AB957319,u117401_10
ABA42DA0,u117401_10
ABA64EAE,u030501_10
ABAD96F8,u117401_10
ABD368CC,u117401_10
ABEE3E08,u117401_10
ABEEB145,u011201_10
ABF47F46,u117201_10
AC08ED0A,u020201_10
AC15C00B,u011001_10
AC1F2CBD,u112201_10
AC325E0F,u117401_10
AC36714C,u115101_10
AC3FA92E,u117401_10
AC409DAC,u117401_10
AC6A7BC4,u117401_10
AC6F17BF,u051201_10
AC7D4425,u117401_10
AC7F272B,u117401_10
AC8F9DB7,u117401_10
ACA43E24,u117401_10
ACAFE672,u030301_10
ACB9856E,u115101_10
ACC8938A,u117401_10
ACD05DBD,u117401_10
ACD0A528,u010101_10
ACDAC010,u117401_10
ACE45C56,u115101_10
ACE71999,u011401_10
ACE796D4,u117401_10
ACFDD79A,u115101_10
ACFF3BD9,u115101_10
AD0AF9BD,u117401_10
AD12CF1F,u010101_10
AD18AA27,u117401_10
AD2573AE,u011401_10
AD25FCE3,u117401_10
AD263661,u115101_10
AD29F49E,u030401_10
AD2C66E6,u080301_10
AD3FBDAD,u115101_10
AD4DF780,u117401_10
AD58EC1A,u010101_10
AD665413,u117401_10
AD6D8C45,u030301_10
AD8278D6,u030501_10
AD82F79B,u117401_10
ADA5832B,u050701_10
ADA811F3,u117401_10
ADAD7D88,u051201_10
ADBADD14,u051301_10
ADBD4D1C,u117401_10
ADBDC251,u040201_10
ADBF2E12,u117401_10
ADCA873D,u020201_10
ADD7AA3C,u011001_10
ADDD468A,u112201_10
ADEF7CF4,u115101_10
ADF03438,u117401_10
ADF8B804,u040701_10
AE0623F5,u117401_10
AE06ACB8,u030301_10
AE29A9E6,u051301_10
AE39163F,u040501_10
AE399972,u117401_10
AE3BFA7C,u117401_10
AE4E5353,u010901_10
AE5992E4,u112201_10
AE74E056,u115101_10
AE96E3E4,u117401_10
AE9C7E49,u117401_10
AEA1288D,u117401_10
AEA1A7C0,u011301_10
AEAE93CA,u111701_10
AEBB69C3,u115101_10
AEBC058C,u117401_10
AEC4D20C,u115101_10
AED6639E,u115101_10
AEDD5F0D,u110101_10
AEE2807D,u117401_10
AEE4B0CF,u010201_10
AEE79D1D,u020901_10
AF02F281,u020801_10
AF06B83B,u115101_10
AF0720CB,u115101_10
AF09A59A,u041101_10
AF1AF255,u050101_10
AF20EA4A,u117401_10
AF2B321C,u030101_10
AF4C47E4,u041101_10
AF5489D3,u117401_10
AF5E147E,u117401_10
AF6342BA,u117401_10
AF63CDF7,u011301_10
AF6CF9FD,u111701_10
AF7903F4,u115101_10
AF7E6FBB,u117401_10
AF876E7F,u021701_10
AF8C3964,u010901_10
AF9BF8D3,u112201_10
AFAB2EEE,u115101_10
AFC449C2,u117401_10
AFEBC3D1,u051301_10
AFF9904B,u117401_10
AFFBF345,u117401_10
B00205AE,u111501_10
B004B3F6,u080901_10
B0069AEE,u050101_10
B014BA68,u117401_10
B017FFA7,u115101_10
B02963E1,u117401_10
B02972DD,u061301_10
B02B00EF,u117401_10
B02B8FA2,u040901_10
B03A1A0F,u010201_10
B03B307B,u051801_10
B04826AB,u010901_10
B0684468,u117201_10
B06B8EEA,u051301_10
B08EE7D4,u117401_10
B0A096C6,u115101_10
B0A54447,u021801_20
B0A9F05E,u115101_10
B0B33E5D,u011101_10
B0B3B110,u117401_10
B0B65226,u117401_10
B0B6CA0D,u010101_10
B0C971C2,u010701_10
B0DAFF88,u117401_10
B0DD6F1B,u040101_10
B0E663FA,u117401_10
B0F019E0,u117401_10
B100ECFB,u021201_10
B107B88A,u115101_10
B10E6BCF,u112501_10
B11895BF,u117401_10
B12409CD,u117401_10
B13273D7,u117401_10
B1376EB7,u020901_10
B139AB81,u030401_10
B14C8DE3,u117401_10
B16B9A69,u115101_10
B171546A,u011101_10
B171DB27,u117401_10
B174A03A,u080401_10
B18A4C9C,u010901_10
B195F7E2,u021501_10
B1A9E4DD,u117401_10
B1C06F99,u111501_10
B1D65F12,u061701_10
B1D6D05F,u117401_10
B1E96AD8,u117401_10
B1E9E595,u040101_10
B1EB09D6,u117401_10
B1F87038,u010201_10
B20E442C,u010901_10
B21A7497,u041501_10
B21F1932,u031001_10
B220C792,u115101_10
B22C1672,u115101_10
B22D30B3,u117401_10
B2361049,u071001_10
B2370A90,u011001_10
B2420DAF,u081501_10
B248CA32,u115101_10
B2520431,u117401_10
B2528B7C,u061701_10
B26DBEB6,u117401_10
B26FDDB8,u117401_10
B28E4258,u117401_10
B2B55BF9,u050701_10
B2B6A7B9,u117401_10
B2BF1CE1,u117401_10
B2C8598D,u117401_10
B2EC7433,u010101_10
B2EF4E07,u115101_10
B2F50F49,u117401_10
B2F58004,u011201_10
B30A33BA,u117401_10
B32DAF34,u110101_10
B337657E,u117401_10
B337EA33,u011201_10
B3588D1F,u115101_10
B374CD8E,u117401_10
B37D76D6,u117401_10
B380F082,u030101_10
B3906E06,u117401_10
B390E14B,u061701_10
B3A5C21B,u010101_10
B3ADB78F,u117401_10
B3AF5BCC,u040101_10
B3AFD481,u117401_10
B3B71AB6,u050201_10
B3BFE415,u051701_10
B3D81EA0,u041501_10
B3E2ADA5,u117401_10
B3E5FA36,u117401_10
B3E8BD4A,u081201_10
B3EF5A84,u117401_10
B3F47A7E,u071001_10
B3FC2649,u060801_10
B40060FD,u040101_10
B4039B66,u117401_10
B409FE5E,u010101_10
B411C8FC,u041701_10
B4248CEC,u115101_10
B432C5DF,u117401_10
B43757A7,u080301_10
B43D0720,u115101_10
B43E42EF,u011401_10
B43ECDA2,u117401_10
B443DD5B,u010101_10
B456C6C1,u117401_10
B47D6552,u117401_10
B4994997,u030501_10
B499C6DA,u117401_10
B4A41F53,u117401_10
B4A67C5D,u117401_10
B4A6F310,u040201_10
B4AACBDE,u051201_10
B4B320B2,u117401_10
B4B64CC9,u051201_10
B4BEB26A,u050701_10
B4C677CB,u112201_10
B4CC9B7D,u011001_10
B4D1B67C,u020201_10
B4E38945,u040601_10
B4EB0579,u115101_10
B4EF2A3A,u115101_10
B4F44DB5,u115101_10
B4FBE2EE,u050701_10
B5041DFC,u112201_10
B50EF14A,u011001_10
B513DC4B,u020201_10
B524986F,u117401_10
B52A147C,u020601_10
B55B23A0,u030501_10
B55BACED,u117401_10
B564166A,u117401_10
B5667564,u117401_10
B5714A85,u117401_10
B594ACF6,u117401_10
B5B4D733,u030301_10
B5BF0F65,u117401_10
B5C1F151,u117401_10
B5C20ACA,u040101_10
B5CB6CFC,u117401_10
B5CB9469,u010101_10
B5D3A2CB,u117401_10
B5E40A98,u115101_10
B5E6E6DB,u115101_10
B5FC28D8,u011401_10
B5FCA795,u117401_10
B61294DB,u041101_10
B619C3C0,u020801_10
B61D897A,u115101_10
B630035D,u030201_10
B63BDB0B,u117401_10
B645253F,u117401_10
B64FB892,u117401_10
B65776A5,u117401_10
B66232B5,u115101_10
B6655EFA,u117401_10
B677C8BC,u111701_10
B67873FB,u117401_10
B678FCB6,u011301_10
B680C992,u112201_10
B6970825,u010901_10
B69C5F3E,u021701_10
B6B01FAF,u115101_10
B6C23BA7,u010101_10
B6DF7883,u117401_10
B6DFF7CE,u030301_10
B6E0C204,u117401_10
B6E2A10A,u117401_10
B6FCB614,u050701_10
B71D12B4,u117401_10
B71D9DF9,u030301_10
B720CB3D,u117401_10
B722277E,u040501_10
B722A833,u117401_10
B73298A7,u051301_10
B742A3A5,u112201_10
B7556212,u010901_10
B76FD117,u115101_10
B7874F08,u117401_10
B78DD2A5,u117401_10
B7A05882,u115101_10
B7A734CD,u117401_10
B7B5A28B,u111701_10
B7BA19CC,u117401_10
B7BA9681,u011301_10
B7C66E4C,u110101_10
B7DFE34D,u115101_10
B7F9B13C,u117401_10
B7FF818E,u010201_10
B801C563,u041701_10
B8026CDB,u117401_10
B8032920,u117401_10
B80A9278,u020101_10
B8117ABA,u050101_10
B814E897,u112301_10
B82352E5,u030601_10
B83E7FE4,u061401_10
B83EF0A9,u117401_10
B861E616,u050601_10
B86B2243,u117401_10
B86EC175,u117401_10
B8760F42,u117401_10
B876800F,u041001_10
B899749C,u010701_10
B899FBD1,u117401_10
B8A9CABC,u010501_10
B8B91E65,u040101_10
B8CB4D35,u041501_10
B8D1043A,u011101_10
B8D3E879,u117401_10
B8DA5321,u021301_10
B8DAECC1,u111301_10
B8E3E9B9,u111601_10
B8E6CF53,u117401_10
B8F613B0,u115101_10
B911824E,u117401_10
B913E140,u031001_10
B921838E,u111601_10
B924A564,u117401_10
B94BC248,u115101_10
B95B1EAB,u010701_10
B95B91E6,u117401_10
B9A38C21,u050601_10
B9A94874,u117401_10
B9ACAB42,u117401_10
B9B46575,u117401_10
B9B4EA38,u041001_10
B9BFBD23,u021201_10
B9C006EC,u117401_10
B9C14317,u117401_10
B9D3108D,u050101_10
B9D682A0,u112301_10
B9E6549D,u115101_10
B9FC9A9E,u117401_10
BA10CADE,u117401_10
BA287F2C,u117401_10
BA303E56,u041201_10
BA30B11B,u117401_10
BA44D282,u117401_10
BA459779,u117401_10
BA4C2C21,u020201_10
