# El giro del anillo del arbol (0x38AFC2B8) de cada personaje, leido de los
# jugadores que hizo el juego en una partida (NOTAS O-195). Es fijo por
# personaje: el editor lo usa al girar el anillo. Lo genera
# herramientas/construir_anillos.py <partida>.
identidad,chara_base_id,diamante,rama,giro,muestras,discrepan
B5667564,479361814,0,0,8,1,0
B5714A85,478495991,0,0,7,1,0
B594ACF6,476095108,0,0,6,1,0
B5B4D733,474011969,0,0,4,1,0
B5BF0F65,474677527,0,0,8,1,0
B5C1F151,473300771,0,0,1,1,0
B5CB9469,473930267,0,0,7,1,0
B5D3A2CB,472362169,0,0,7,1,0
B61294DB,535206569,0,0,8,1,0
B619C3C0,535678386,0,0,1,2,0
B630035D,532942127,0,0,7,1,0
B645253F,531704653,0,0,7,1,0
B65776A5,530806999,0,0,7,1,0
B677C8BC,528729806,0,0,4,1,0
B6970825,526583383,0,0,7,1,0
B6E0C204,521456758,0,0,6,1,0
B6E2A10A,521580408,0,1,8,2,0
B720CB3D,517260623,0,0,1,1,0
B722A833,517383745,0,0,1,1,0
B73298A7,516331221,0,0,1,3,0
B7556212,513895520,0,0,8,1,0
B7874F08,510869882,0,0,7,1,0
B7B5A28B,507620601,0,0,7,1,0
B7F9B13C,504217422,0,0,7,1,0
B801C563,301320977,0,0,1,1,0
B80A9278,301898762,0,0,1,1,0
B8117ABA,300250312,0,0,8,1,0
B82352E5,299326615,0,0,1,1,0
B86EC175,295358215,1,0,1,1,0
B876800F,293768829,0,0,7,1,0
B8DA5321,288251219,0,0,7,1,0
B8DAECC1,288285363,0,0,6,1,0
B8E3E9B9,286779339,0,0,7,1,0
B8E6CF53,286441761,0,0,6,1,0
B911824E,283479100,0,0,7,1,0
B913E140,283635506,0,0,6,1,0
B921838E,282430972,0,0,7,1,0
B95B1EAB,279908569,0,0,7,5,0
B9B4EA38,272688202,0,0,1,1,0
B9BFBD23,273396561,0,0,1,1,0
B9C006EC,271845534,0,0,7,1,0
B9D3108D,270999295,0,0,1,1,0
B9FC9A9E,268997868,0,0,6,1,0
BA10CADE,333759660,0,0,7,1,0
BA30B11B,331661161,0,0,6,1,0
BA44D282,330358000,0,0,6,1,0
BA459779,330406155,0,0,6,1,0
BA4C2C21,330834515,0,0,7,2,0
BA784EF0,327958658,0,0,7,1,0
BA9CED78,325640970,0,0,6,1,0
BA9DDF5B,325701929,0,0,1,1,0
BAA5855A,324111144,0,0,7,2,0
BAB52DE5,323036055,0,0,6,1,0
BAF854C1,319576755,0,0,7,1,0
BB008DF3,318014337,0,0,6,1,0
BB1DA0F2,317304448,0,0,7,1,0
BB55D054,312598054,0,0,6,1,0
BB5FB56C,313244446,0,1,5,2,0
BB621B3D,311825743,0,0,8,1,0
BB66B014,311606886,0,0,7,1,0
BB85110D,309403519,0,0,8,1,0
BB95AED4,308388006,0,0,7,1,0
BBBA24C7,307112629,0,0,8,1,0
BBF25461,302406163,0,0,6,1,0
BC14082E,367003228,0,0,1,2,0
BC5CF7C5,363395511,0,0,7,1,0
BC87EECA,359915704,0,0,7,1,0
BC8CB9D1,360232867,0,0,8,1,0
BC9C0608,359139450,0,0,7,1,0
BCB38C1B,357007977,0,0,6,1,0
BCC12B9F,-1717452464,1,0,7,2,0
BCE81249,354163771,0,1,1,2,0
BCFB73F0,353336706,0,0,6,1,0
BCFBFCBD,353366735,0,0,8,1,0
BD2A787E,350123532,0,0,1,2,0
BD2A787E,350123532,0,1,5,2,0
BD32C191,348573667,0,0,6,1,0
BD39968A,349018360,0,0,7,1,0
BD4C3FA5,347615703,0,0,1,1,0
BD4E5CAB,347755225,0,0,7,1,0
BD5E6C3F,346710605,0,0,7,1,0
BD947787,341866997,0,0,7,3,0
BDB75D6F,339956509,0,0,7,3,0
BDD66219,337800299,0,0,4,1,0
BE1A499C,401491950,0,0,8,1,0
BE209EBE,-1690274703,1,0,8,1,0
BE282B52,400303392,0,0,1,1,0
BE52B677,396802053,0,0,6,1,0
BE8F7DDD,393966511,0,0,7,1,0
BEB615FF,390208397,0,0,1,1,0
BEBD42E4,390679702,0,0,7,1,0
BEBDCDA9,390710235,0,0,8,1,0
BEC8EBCB,389866937,0,0,1,1,0
BEC9AE30,389914690,0,0,6,1,0
BECA88C5,389973687,0,0,8,1,0
BEDAB851,388937251,0,0,7,1,0
BEE34858,387401258,0,0,4,1,0
BF033AA4,385299670,0,0,8,1,0
BF086DBF,385639373,0,0,7,1,0
BF18D266,384621588,0,0,7,1,0
BF45FFF1,-1708845762,1,0,6,2,0
BF544E9C,379601134,0,0,7,1,0
BF6C513D,379084623,0,0,7,1,0
BF7F28D3,378218145,0,0,7,1,0
BF90DC40,375706162,0,0,8,1,0
C029987A,1776129544,0,0,7,1,0
C03BCBE0,1775224210,0,0,7,1,0
C04535D4,1773222822,0,0,8,3,0
C04EED82,1773855728,0,0,8,1,0
C05D8C3B,1772716617,0,0,6,2,0
C0838E97,1769439461,0,0,1,1,0
C0A1965C,1767217198,0,0,1,1,0
C0A37A1F,1767339117,0,0,1,1,0
C0AC0484,1767377654,0,0,6,1,0
C0E2B1E1,1763098515,0,0,4,1,0
C0E969B7,1763534789,0,0,7,1,0
C120DBD6,1758778788,0,0,7,1,0
C12B8CCD,1759478463,0,0,7,1,0
C1611028,1754603098,0,0,1,1,0
C163FC6B,1754788377,0,0,1,1,0
C1875FE3,1752387985,0,0,7,1,0
C18C87B5,1752730055,0,0,6,1,0
C19CB721,1751693651,0,0,8,2,0
C19FE60C,1751902334,0,0,7,6,0
C19FE60C,1751902334,1,0,8,1,0
C1A6E374,1750265094,0,0,8,1,0
C1B33D32,1749496640,0,0,7,1,0
C1C4785E,1748006444,0,0,7,1,0
C1EBF24D,1746926655,0,0,8,1,0
C1F9A1D7,1745727397,0,0,7,1,0
C2038B8D,1811383807,0,0,6,1,0
C208DC96,1811731172,0,0,7,1,0
C21ABFA1,1810805203,0,0,7,1,0
C21B3262,1810840592,0,0,7,2,0
C223BAD9,1809298603,0,0,6,3,0
C240AC30,1807000130,0,0,7,1,0
C256D62A,1805834328,0,0,7,1,0
C26F2623,1805330513,0,0,7,12,0
C27C3042,1804090928,0,0,6,1,0
C2A40FB8,1800405450,0,0,6,1,0
C2E5C446,1796327988,0,0,6,1,0
C2E72805,1796417143,0,0,8,1,0
C34DC61C,1790560366,0,0,7,1,0
C366658F,1787980797,0,0,6,3,0
C36DBDD9,1788457899,0,0,6,1,0
C382C607,1786169461,0,0,8,1,0
C394BC1D,1784722031,0,0,1,1,0
C3AD4C14,1784234598,0,0,8,1,0
C3BE5A75,1783256071,0,0,8,1,0
C3BF1F8E,1783304700,0,0,8,1,0
C3C1E1BA,1781919688,0,0,8,1,0
C3C1E1BA,1781919688,1,0,6,2,0
C3CA39EC,1782462366,0,0,8,1,0
C3D9CF4F,1781383485,0,0,1,1,0
C3E1D0EE,1779818140,0,0,7,1,0
C3F5836B,1778486553,0,0,8,1,0
C42CEAEE,1842930844,0,0,7,3,0
C42E06AD,1843005663,0,0,7,1,0
C45677CB,1839364537,0,0,6,1,0
C4641505,1838160759,0,0,6,1,0
C4649A48,1838191674,0,0,1,1,0
C48B6EDB,1837064361,0,0,7,1,0
C496CC97,1835188965,0,0,1,1,0
C4A4E4C8,1834019514,0,0,6,1,0
C4B6B752,1833089312,0,0,6,1,0
C4B7F2A9,1833172187,0,0,7,2,0
C4C39130,1832361794,0,0,7,1,0
C4C84966,1832666900,0,0,7,1,0
C4E87832,1830581824,0,0,7,1,0
C4FC2BB7,1829250501,0,0,7,1,0
C501744A,1828026936,0,0,7,2,0
C501FB07,1828058485,0,0,1,1,0
C50A2351,1828597027,0,0,6,1,0
C54904EC,1824328350,0,0,8,1,0
C554A6A0,1822468306,0,0,7,1,0
C5631CD2,1821840032,0,0,8,3,0
C5668EFF,1821540493,0,0,7,1,0
C5735C83,-535579060,1,0,6,1,0
C574DD65,1820381975,0,0,6,1,0
C575989E,1820432108,0,0,6,1,0
C5913B16,1818572132,0,0,8,1,0
C5941DFC,1818235790,0,0,8,1,0
C5A6F07F,1817378317,0,0,8,1,0
C5ADA764,1817815318,1,0,8,1,0
C5D35950,1814517538,0,0,7,1,0
C6222411,1876306531,0,0,1,1,0
C6284129,1876709211,0,1,8,2,0
C629730A,1876786552,0,0,7,1,0
C63F0910,1875576674,0,0,7,1,0
C668B8F4,1872541318,0,0,6,1,0
C66A54B7,1872648901,0,0,6,1,0
C67779B6,1870886852,0,0,1,1,0
C6852F69,1869685019,0,0,7,1,0
C685A024,1869721174,0,0,1,1,0
C6A554AC,1867602654,0,0,8,1,0
C6E25A91,1863734499,0,0,1,1,0
C6F0090B,1862535033,0,0,8,1,0
C6F14CF0,1862615682,0,0,8,1,0
C7673E9B,1855140073,0,0,6,1,0
C7A83E80,1851535602,0,0,6,1,0
C7AAD2C3,1851710641,0,0,7,1,0
C7B51381,1849761267,0,0,7,1,0
C7D2711F,1848016749,0,0,7,3,0
C7D7854F,1847823165,0,0,1,1,0
C7E04E26,1846820948,0,0,7,1,0
C7EA2B1E,1847469420,0,0,6,1,0
C7EB193D,1847531343,0,0,6,1,0
C803D2BB,1643633865,0,0,7,2,0
C81600C7,-310973944,1,0,8,1,0
C85B1DC4,1638863798,0,0,7,1,0
C879050F,1636633469,0,0,7,1,0
C8B60514,1631718246,0,0,6,1,0
C8BC602C,1632136798,0,0,1,1,0
C8C32376,1631005956,0,0,7,1,0
C8C8FB20,1631384914,0,0,6,1,0
C8E358B3,1628919489,0,0,6,1,0
C90A9117,1627299685,0,0,6,1,0
C9213284,1624587510,0,0,8,1,0
C9746F23,1619026257,0,0,6,1,0
C97E0A1B,1619657833,0,0,1,1,0
C9947D00,1616933746,0,0,1,1,0
C9A64239,1616006219,0,0,7,1,0
C9BB6F38,1615814986,0,0,6,3,0
C9C4D4F7,1613814405,0,0,7,1,0
C9D3EB16,1613227364,0,0,7,1,0
C9EE329F,1612332269,0,0,7,1,0
CA1DA39D,1676258799,0,0,1,1,0
CA229657,1675008037,0,0,7,1,0
CA29C14C,1675480894,0,0,8,1,0
CA444696,1672497380,0,0,7,1,0
CA456CE2,1672569488,0,0,6,1,0
CA8E4579,1668958987,0,0,6,1,0
CAC06837,1664378437,0,0,1,1,0
CAC256CE,1664506044,0,0,7,1,0
CAEF7A0F,1662743677,0,0,1,1,0
CAF0BB4D,1661252927,0,0,6,1,0
CB003CF9,1660170891,0,0,6,1,0
CB029A2B,1660327001,0,0,6,5,0
CB029A2B,1660327001,0,1,8,4,0
CB12AABF,1659282637,0,0,7,1,0
CB384CD7,1657553573,0,0,6,1,0
CB47F718,1655961962,0,0,7,3,0
CB4A1FFC,1656623502,0,0,7,3,0
CB4C2F4E,1656234300,0,0,7,1,0
CB8706D5,1651706023,0,0,7,1,0
CB95554F,1650547517,0,0,4,1,0
CBDA4F65,1647198487,0,0,7,2,0
CC06A02F,1710403165,0,0,7,1,0
CC10DA35,1709495367,0,0,6,1,0
CC3B79A6,1708095444,0,0,7,1,0
CC4E5FC4,1706709430,0,0,7,1,0
CC8F847D,1702595087,0,0,6,1,0
CC9CFD93,1701376993,0,0,1,1,0
CCA1241A,1700080232,0,0,7,1,0
CCB79BDC,1698928046,0,0,7,1,0
CD289733,1692178753,0,0,1,1,0
CD4DEE4A,1689903160,0,0,1,1,0
CD4DEE4A,1689903160,1,0,6,2,0
CD5E97A4,1688902102,0,0,7,1,0
CD634E2D,1687634015,0,0,1,1,0
CD75F1EB,1686241177,0,0,7,1,0
CD75F1EB,1686241177,1,0,8,2,0
CD87EDA5,1685316567,0,0,8,1,0
CD8C35F3,1685601153,0,0,7,1,0
CDC1A663,1681238033,0,0,6,1,0
CDC1A663,1681238033,1,0,8,1,0
CE0339CB,1744254905,0,0,7,1,0
CE838E3B,1735884873,0,0,8,5,0
CE98AEC1,1735172275,0,0,7,8,0
CEAC435D,1733840175,0,0,7,1,0
CEAFEAE5,1734075543,0,0,7,1,0
CEBF553C,1732991822,0,0,7,1,0
CEDA43CA,1731087800,0,0,7,1,0
CEE79A43,1729336369,0,0,7,1,0
CF1829FD,1726752655,0,0,6,1,0
CF257F39,1725002059,0,0,6,1,0
CF25F074,1725038086,0,0,1,1,0
CF5AC4F6,1722731140,1,0,6,2,0
CF6D80D2,1721339552,0,0,7,1,0
CF6E296A,1721378584,0,0,7,1,0
CFBFADC8,1716233146,0,0,7,1,0
D011A056,2045095460,0,0,8,1,0
D01A7800,2045671026,0,0,6,1,0
D03A03C5,2043547063,0,0,7,1,0
D05287EB,2040957337,0,0,6,1,0
D05F14ED,-180355550,1,0,8,1,0
D0653B5A,2039559464,0,0,8,1,0
D06F5E62,2040221712,0,0,8,1,0
D08F4C41,2038121011,0,0,7,1,0
D0A05E79,2035568651,0,0,7,1,0
D0ADCCA1,2035925715,0,0,1,1,0
D0BD7378,2034859274,0,0,1,1,0
D0BD7378,2034859274,1,0,8,1,0
D0DA89CD,2033092543,0,0,8,1,0
D118E3FA,2028793224,0,0,7,1,0
D11D8F81,2028569075,0,0,1,1,0
D145AA4A,2024907832,0,0,1,1,0
D190EDDC,2019877806,0,0,1,1,0
D1AD3455,2019113511,0,0,8,1,0
D1D81237,2016156741,0,0,7,1,0
D1F869F2,2014078848,0,0,7,1,0
D219AB6A,2079171864,0,0,6,1,0
D2237D96,2077717476,0,0,6,1,0
D2362179,2076323595,0,0,7,1,0
D2571E0F,2074284157,0,0,8,1,0
D25CC659,2074658859,0,0,6,1,0
D2B3BD87,2068296693,0,0,7,1,0
D2E40C63,2064646673,0,0,7,1,0
D2F09A3A,2063897672,0,0,7,1,0
D30692DC,2062720174,0,0,7,1,0
D332F00D,2059861631,0,0,6,1,0
D339A716,2060298596,0,0,7,1,0
D35F77D7,2058058149,0,0,7,1,0
D371D7B0,2055592386,0,0,7,1,0
D3957438,2053208650,0,0,1,1,0
D3CBF1C9,2051014587,0,0,1,1,0
D3D65385,2049072631,0,0,8,1,0
D3D9678F,2049796605,0,0,1,1,0
D40F3A00,2113614962,0,0,7,1,0
D43B58D1,2110740131,0,0,6,1,0
D46EC0AA,2107297496,0,0,7,3,0
D4787F6C,2106355998,0,0,8,1,0
D48AA6FE,2105452684,0,0,6,1,0
D49704B2,2103642816,0,0,6,1,0
D49CDCE4,2104021654,0,0,6,1,0
D4B63A8C,2101490942,0,0,1,1,0
D4DFFB59,2100032811,0,0,8,1,0
D4E222D0,2098605218,0,0,7,1,0
D50BEB74,2097145094,1,0,1,1,0
D51D916E,2095685404,0,0,6,1,0
D52048E7,2094286485,0,0,7,1,0
D567DEF1,2090061955,0,0,7,2,0
D57450BB,2088787657,0,0,6,1,0
D5ACAA9D,2086184175,0,0,1,3,0
D5ACAA9D,2086184175,0,1,5,2,0
D5ACAA9D,2086184175,1,0,8,2,0
D5F8771D,2081192303,0,0,7,1,0
D5F932E6,2081242260,0,0,7,1,0
D5F932E6,2081242260,1,0,6,2,0
D60318BC,2146899662,0,0,1,1,0
D611EC91,2145772259,0,0,7,1,0
D6498459,2143128107,0,0,6,1,0
D675182B,2139166297,0,0,6,1,0
D6994500,2137869170,0,0,8,1,0
D6A49C89,2135986939,0,0,8,3,0
D6D1BAEB,2133177497,0,0,6,1,0
D6DA62BD,2133748943,0,0,8,1,0
D718088A,2129397496,0,0,6,1,0
D75B2F37,2125406533,0,0,1,1,0
D766F6BE,2123561164,0,0,7,1,0
D78BEE6E,2122309660,0,0,7,1,0
D798BF7A,2121052424,0,0,6,9,0
D7B7721C,2118351982,0,0,6,1,0
D7C1728B,2117434617,0,0,8,1,0
D7FCAB02,2114495856,0,0,7,1,0
D80776E5,1911781527,0,0,1,1,0
D83032C1,1908686003,0,0,1,1,0
D830BD8C,1908716542,0,0,8,2,0
D83BEA97,1909449957,0,0,8,1,0
D8878660,1903396882,0,0,7,1,0
D89739B9,1902327755,0,0,7,1,0
D89739B9,1902327755,1,0,8,2,0
D89C6EA2,1902665936,0,0,7,1,0
D8BDD235,1900665927,0,0,7,1,0
D8DF491F,1898661741,0,0,8,1,0
D8E3D56D,1897388831,0,0,7,2,0
D8E3D56D,1897388831,0,1,5,2,0
D8E3D56D,1897388831,1,0,6,2,0
D8F0C30C,1896140158,0,0,7,1,0
D920FAA1,1893004499,0,0,1,1,0
D932A93B,1892067145,0,0,1,7,0
D946BD7A,1890759432,0,0,1,1,0
D955538E,1889623548,0,0,6,1,0
D998BFD6,1886171556,0,0,7,1,0
D9B735C5,1883454391,0,0,7,1,0
D9B84B5E,1884046636,0,0,7,1,0
D9BAA71D,1884203375,0,0,8,1,0
D9F980A0,1879936722,0,0,1,1,0
DA3C9F30,1942524226,0,0,1,1,0
DA3E7373,1942650113,0,0,4,1,0
DA41C8BC,1941292750,0,0,6,1,0
DA56F75D,1940060463,0,0,6,5,0
DA7D54CE,1938381500,0,0,6,1,0
DA8F8D5C,1937474350,0,0,1,1,0
DAA42ECF,1934631101,0,0,7,1,0
DAC2FE0E,1932980348,0,0,6,1,0
DAD108AD,1931806431,0,0,7,1,0
DAD187E0,1931839890,0,0,6,1,0
DAFAE1AF,1930358749,0,0,7,1,0
DB000323,1928596817,0,0,7,1,0
DB018EE0,1928691858,0,0,7,1,0
DB13629A,1927769320,0,0,7,1,0
DB18BACC,1928115390,0,0,7,1,0
DB4DE76B,1924786457,0,0,1,2,0
DB6644F8,1922189962,0,0,7,1,0
DB741762,1920997648,0,0,6,1,0
DB83A28B,1920445689,0,0,6,1,0
DB949D6A,1918931736,0,0,6,1,0
DC111210,1977949282,0,0,8,1,0
DC1A450B,1978551161,0,0,1,1,0
DC4F97E1,1975228819,0,0,7,1,0
DC5235AD,1973828575,0,0,7,1,0
DC782D93,1972118497,0,0,1,2,0
DC7DBFBE,1971958220,0,0,7,1,0
DC81B13B,1970650953,0,0,8,4,0
DC8A0A57,1971192869,0,0,7,1,0
DCBDC13E,1967771468,0,0,7,1,0
DCCF66BA,-105935755,1,0,1,1,0
DCF75DDB,1963152297,0,0,8,1,0
DD3537EC,1958820254,0,0,8,1,0
DD37DBAF,1958991325,0,0,6,1,0
DD486060,1958506002,0,0,7,1,0
DD4D468A,1958299896,0,0,7,1,0
DD7F2444,1955277366,0,0,7,1,0
DD7FAB09,1955308923,0,0,7,1,0
DD905F9A,1952731624,0,0,6,1,0
DDACC3E8,1951976858,0,0,7,1,0
DDAD8613,1952024673,0,0,7,1,0
DDF34973,1946633985,0,0,6,1,0
DE148BF4,2011202950,0,0,6,1,0
DE281786,2010913268,0,0,7,1,0
DE29527D,2010995727,0,0,8,1,0
DE3B01E7,2010058645,0,0,1,1,0
DE44BA28,2008069210,0,0,6,1,0
DE4F15A6,2008751060,0,0,6,2,0
DE5C741F,2007530093,0,0,4,1,0
DE5CFB52,2007561504,0,0,1,1,0
DE63CE98,2006434026,0,0,6,1,0
DE7C0FDA,2005402024,0,0,1,1,0
DEAE22C0,2002398386,0,0,7,1,0
DEAE22C0,2002398386,1,0,8,2,0
DEB30FC1,2001142195,0,0,7,1,0
DEBB395A,2001680168,0,0,6,2,0
DEC9405E,2000506412,0,0,6,2,0
DEF0287C,1996760590,0,0,7,1,0
DEF11A5F,1996821549,0,0,8,1,0
DF0EDE39,1996148811,0,0,8,1,0
DF32424B,1992707129,0,0,7,1,0
DF337068,1992785434,0,0,7,1,0
DF34DCE9,1992348315,0,0,6,2,0
DF391550,1993153314,0,0,6,1,0
DF7389B5,1988593607,0,0,6,1,0
DF9E9165,1986699031,0,0,4,1,0
DFA1A4AF,1985325789,0,0,1,1,0
DFBE65ED,1984588703,0,0,7,1,0
DFEA7DB1,1981707203,0,0,1,1,0
DFEB384A,1981756984,0,0,6,1,0
DFF96BD0,1980589474,0,0,7,1,0
E00DD123,1241112401,0,0,6,1,0
E0188C12,-981965091,1,0,8,1,0
E02D6F3A,1238982984,0,0,7,1,0
E0559111,1235328867,0,0,6,4,0
E0617C8D,1234531071,0,0,6,1,0
E06AA4DB,1235135145,0,0,1,1,0
E07A944F,1234082365,0,0,7,1,0
E085DF05,1232195959,0,0,8,1,0
E09360C3,1231515313,0,0,1,5,0
E0AA5516,1230920548,0,0,7,2,0
E0CDAFA3,1228513745,0,0,8,1,0
E10FC594,1224461286,0,0,8,1,0
E12368AC,-1002208669,1,0,8,1,0
E17A6CBB,1217290953,0,0,7,1,0
E197746B,1214478873,0,0,8,1,0
E1A316BA,1213667528,0,0,1,1,0
E1A52608,1213278330,0,0,8,3,0
E1DDE88E,1210705660,0,0,7,1,0
E1E03107,1209286517,0,0,8,1,0
E1EF050D,1209731967,0,0,6,1,0
E20C6147,1274572597,0,0,8,1,0
E213A005,1273474679,0,0,7,1,0
E227C2D4,1272171686,0,0,1,1,0
E22C1A82,1272452336,0,0,1,1,0
E24B6F7A,1270833416,0,0,8,1,0
E25359D8,1269258154,0,0,7,1,0
E254F559,1268841259,0,0,8,3,0
E264E569,1267788571,0,0,7,1,0
E2713715,-955130406,1,0,8,2,0
E28B11FA,1266622344,0,0,7,1,0
E2963CFB,1264726665,0,0,8,3,0
E2C3615C,1261924142,0,0,6,1,0
E2D63DB3,1260532673,0,0,6,4,0
E2E98734,1260226886,0,0,7,1,0
E2ECEB4F,1259922749,0,0,6,1,0
E3010B6B,1257571609,0,0,8,1,0
E32E8178,1255837450,0,0,1,1,0
E35456CC,1252022462,0,0,8,1,0
E373C8C8,1250412218,0,0,7,1,0
E39133EF,1248148893,0,0,7,1,0
E39C587C,-956517709,1,0,8,1,0
E3A68F5E,1246921004,0,0,7,1,0
E3CE0B70,1245316354,0,0,1,1,0
E3E5A8E3,1242670737,0,0,8,1,0
E3EE70B5,1243250375,0,0,7,1,0
E42ABB7C,1306440974,0,0,6,1,0
E4357A3E,1304523852,0,0,7,1,0
E44B840A,1304398456,0,0,6,1,0
E4AF2782,1297820144,0,0,1,1,0
E4EC003F,1293422157,0,0,6,1,0
E51A08D9,1290667691,0,0,7,1,0
E525B25E,1288813612,0,0,7,1,0
E550943C,1285855822,0,0,6,1,0
E582B926,1282848596,0,0,1,1,0
E5B5FD02,1279390576,0,0,6,2,0
E5CAC980,1279182834,0,0,7,1,0
E5E8D14B,1276960569,0,0,6,1,0
E5F71009,1275272827,0,0,8,1,0
E631296C,1338320670,0,0,8,6,0
E660BD89,1335145467,0,0,7,1,0
E660BD89,1335145467,1,0,8,1,0
E680580E,1333024380,0,0,1,1,0
E69BB112,-1006937123,1,0,7,1,0
E69EDCB7,1332400837,0,0,6,1,0
E6A16630,1330997314,0,0,7,1,0
E6BCC47C,1330170382,0,0,7,1,0
E6E999DB,1327339433,0,0,6,1,0
E6ECF5A0,1327037394,0,0,7,1,0
E6FFE3C1,1326181811,0,0,6,1,0
E7162A65,1323443223,0,0,6,1,0
E7423239,1320565835,0,0,8,1,0
E751BC73,1319481857,0,0,1,2,0
E7630C07,1318519413,0,0,6,1,0
E77EAE4B,1317707833,0,0,1,1,0
E79AC81F,1315882605,0,0,1,3,0
E79AC81F,1315882605,1,0,6,2,0
E7A2D7BE,1314314700,0,0,7,1,0
E84810B9,1102847691,0,0,7,3,0
E84B364C,1103050814,0,0,8,4,0
E84B364C,1103050814,1,0,8,1,0
E850DE8E,1101320444,0,0,6,1,0
E86095DF,1100258221,0,0,8,1,0
E8801FD7,1098125733,0,0,7,1,0
E8924C4D,1097220671,0,0,6,1,0
E8AF95C4,1096522678,0,0,1,1,0
E8CC832D,1094225247,0,0,1,1,0
E8E76A2F,1091789917,0,0,6,1,0
E8ECB279,1092140043,0,0,6,1,0
E90EE91A,1090185064,0,0,8,1,0
E9172847,1088628277,0,0,6,1,0
E917B06C,1088667166,0,0,1,12,0
E9250018,1087442538,0,0,7,1,0
E9258F55,1087471911,0,0,7,1,0
E936F6BB,1086519497,0,0,7,1,0
E97B85E9,1083149211,0,0,6,3,0
E992B4B9,1080474315,0,0,1,1,0
E9B5C009,1078054523,0,0,6,1,0
EA065043,1139957297,0,0,7,1,0
EA1660D7,1138912933,0,0,7,1,0
EA4EAFA8,1136304602,0,0,7,1,0
EA936402,1130850928,0,0,7,7,0
EA936402,1130850928,0,1,1,2,0
EAA15B3B,1129665865,0,0,7,1,0
EAA1D476,1129699844,0,0,7,1,0
EAB2B5CF,1128709053,0,0,7,17,0
EAB2B5CF,1128709053,0,1,1,2,0
EAC6A18E,1127395324,0,0,1,1,0
EB169823,1122145873,0,0,8,1,0
EB17DDD8,1122227114,0,0,1,1,0
EB4F9C34,-835750149,1,0,6,2,0
EB63310C,1117208446,0,0,7,1,0
EB63BE41,1117237299,0,0,7,1,0
EB686617,1117546597,0,0,8,1,0
EB70DFF8,1116000650,0,0,1,2,0
EB71C521,1116064595,0,0,7,1,0
EB8CC59F,1115212781,0,0,7,1,0
EBCFE222,1111223376,0,0,7,2,0
EBD40AE0,1109394578,0,0,6,1,0
EBF37E50,1107783714,0,0,8,1,0
EC1E7504,1172994934,0,0,7,1,0
EC1F30FF,1173044877,0,0,6,1,0
EC22E976,1171711748,0,0,6,1,0
EC4A6D58,1170105130,0,0,7,1,0
EC6A169D,1167988975,0,0,6,1,0
EC72D8AA,1166464728,1,0,6,2,0
EC8D5BD8,1165579690,0,0,7,2,0
EC984042,1164725808,0,0,7,1,0
ECC56C0B,1160864377,0,0,7,1,0
ECC64AFE,1160922252,0,0,7,1,0
ECCD92A8,1161403610,0,0,8,3,0
ECCD92A8,1161403610,1,0,7,2,0
ECD030E4,1160003222,0,0,1,1,0
ECF2282F,1158030941,0,0,1,1,0
ECFF22DC,1158360238,0,0,7,1,0
ED0512EA,1156652184,0,0,1,1,0
ED07063C,1156778062,0,0,1,1,0
ED125AD3,1155945633,0,0,1,1,0
ED470774,1152583942,0,0,7,1,0
ED4F31EF,1153122205,0,0,7,2,0
ED5A2A75,1152263175,0,0,8,1,0
EDA8F3E7,1146944917,0,0,7,1,0
EDE08341,1142197555,0,0,6,1,0
EE3F5E67,1204506645,0,0,7,1,0
EE4E4F11,1203388771,0,1,5,2,0
EE58CB5D,1202505007,0,0,7,1,0
EE598EA6,1202553044,0,0,1,1,0
EE64572F,1200642397,0,0,7,1,0
EE79F563,1200487185,0,0,8,1,0
EE8B2CF1,1199514243,0,0,7,1,0
EE8BA3BC,1199549902,0,0,7,1,0
EE9B1C65,1198461463,0,0,6,1,0
EEB49676,1195415556,0,0,6,1,0
EEB94E3F,1196245069,0,0,6,1,0
EEC3D31A,1194843496,0,0,8,1,0
EEF90438,-879104265,1,0,6,1,0
EF429E90,1186369762,0,0,6,1,0
EF429E90,1186369762,1,0,8,2,0
EF76FC41,1182986803,0,0,7,1,0
EF89B70B,1182644601,0,0,7,1,0
EF9AA16A,1181658904,0,0,7,1,0
EF9BE491,1181739747,0,0,8,1,0
EFC52BF1,1177625987,0,0,7,1,0
EFE51AA5,1175524567,0,0,7,1,0
F00C1906,1509431156,0,0,8,1,0
F015D85B,1507972649,0,0,4,1,0
F03E3159,1506426667,0,0,8,1,0
F03EBE14,1506455654,0,0,1,1,0
F04A52C0,1505647794,0,0,8,1,0
F060B4A8,1502919386,0,0,1,1,0
F076CEB2,1501741248,0,0,4,1,0
F0914BCF,1499809213,0,0,6,1,0
F0AEF148,1499135802,0,0,6,1,0
F0B9CEA9,1498267867,0,0,7,1,0
F11320B0,1491545794,0,0,7,1,0
F150070D,1487145343,0,0,7,1,0
F15321F8,1487351690,0,0,6,3,0
F17BA49E,1485810412,0,0,8,1,0
F18838F7,1484535429,0,0,6,1,0
F1897D0C,1484616574,0,0,7,1,0
F19B2E96,1483677924,0,0,1,1,0
F1A2DE9F,1482084589,0,0,1,1,0
F1B4A485,1480633079,0,0,7,1,0
F1D7B26C,1478736926,0,0,1,1,0
F1EFADCD,1478206399,0,0,7,1,0
F1F78338,1476627786,0,0,7,1,0
F1FCD423,1476975185,0,0,7,1,0
