# Con que fichero se dibuja la cara de cada personaje.
# cara = 10_icon_chr/face/<cara>_l.png
# Lo genera herramientas/construir_caras.py (NOTAS O-99).
identidad,cara,existe
8027410E,c02022470,si
802C1615,c04002460,si
802EFA56,c04013790,si
8031B459,c06036800,si
8033C66B,c03033690,si
804BECA0,c05023420,si
8059BF3A,c04011250,si
806466B3,c01007520,si
8064E9FE,c06030030,si
8080C53B,c02027350,si
808B1D6D,c03030650,si
80C36DCB,c06035710,si
80CB1C25,c01009790,si
80D92C85,c11700750,si
80DC23C4,c04010880,si
80F45E37,c11020510,si
80F78057,c02025690,si
80FE3B0F,c04014570,si
810107FC,c06035610,si
810188B1,c01002300,si
81097612,c01009690,si
811B46B2,c11700650,si
811E49F3,c04010980,si
81274E23,spirit_element_mountain_story,no
8135EA60,c02025790,si
8137FC51,c01002610,si
813C5138,c04014470,si
813E3236,c03032290,si
8142AF0C,c02027250,si
8149775A,c03030750,si
815891CA,kt000034,no
818F9778,c08040080,si
8193A099,c01000010,si
819BD50D,c04011350,si
81A60C84,c01007420,si
81C733F2,c02026880,si
81D4CF27,c11500520,si
81D93806,c06039160,si
81E10A4B,c04002290_5000,no
81EC9061,c04013690,si
81EE7C22,c04002560,si
8205AD84,c06032900,si
820C788D,c11080160,si
821F0163,c04011150,si
8222D8EA,c01007620,si
8232D174,c08090120,si
8233CBAD,c08110080,si
8234672C,c11150040,si
823AFAAA,c11714080,si
8247ABEB,c11030010,si
825E26EA,c11729050,si
8268440F,c04013490,si
82743F52,c11500880,si
8280A88F,c11808170,si
82855CDF,c01002100,si
8285D392,c06035410,si
828DA27C,c01009490,si
829326C5,c02021860,si
829F92DC,c11700450,si
82B13E0E,c02025590,si
82B218FB,c03039500,si
82B88556,c04014670,si
82BAE658,c03032090,si
82C67B62,c02027050,si
82CDA334,c03030550,si
82D00178,c01004930,si
82EC9D0A,c02028830,si
82F3B03F,c11736110,si
82F4E44E,c02021500,si
82FF1340,c11801120,si
83010C35,c11200030,si
83041155,c02027150,si
830FC903,c03030450,si
83126B4F,c01004830,si
832ABD87,c11702090,si
832EF73D,c02028930,si
8331DA08,c11736010,si
833D7977,c11801020,si
8342C2B8,c11808070,si
8347B9A5,c06035510,si
834802E2,c11170510,si
834FC84B,c01009590,si
835D4164,c05028520_5000,no
835DF8EB,c11700550,si
83735439,c02025490,si
837AEF61,c04014770,si
839F865F,c06039260,si
83AA2E38,c04013590,si
83BC2E1E,c07050100,si
83CE12BA,c11080060,si
83CF38CE,c05023620,si
83DD6B54,c04011050,si
83E03D90,c06030230,si
83E0B2DD,c01007720,si
83F0BB43,c08090020,si
83F60D1B,c11150140,si
840661DF,c03030050,si
840DB989,c02027550,si
842BEBF8,c11709100,si
8441AA3E,c11170110,si
84466097,c01009190,si
844E1179,c06035110,si
84533C78,c03036860,si
84545037,c11700150,si
847347BD,c04014370,si
8479DA10,c03039000,si
847AFCE5,c02025090,si
84806228,c04003070_5000,no
84867D2D,c11716040,si
84A16AA7,c04002260,si
84A386E4,c04013190,si
84AA3DBC,c02022270,si
84B6AB10,c11220060,si
84C69012,c05023220,si
84D4C388,c04011450,si
84E91A01,c01007320,si
84E9954C,c06030630,si
84FF0E3E,c07020010,si
8504FA25,c05023320,si
8513F873,c05021810_5000,no
8516A9BF,c04011550,si
852B7036,c01007220,si
85363312,c01000100,si
8559B395,c11500320,si
8561ECD3,c04013090,si
85630090,c04002360,si
8574C127,c11220160,si
8583C009,c11170010,si
85840AA0,c01009090,si
858C7B4E,c06035010,si
858CF403,c01002500,si
8591564F,c03036960,si
85963A00,c11700050,si
85B12D8A,c04014270,si
85B34E84,c03032490,si
85B896D2,c02025190,si
85BAC571,c11120090,si
85BBB027,c03039100,si
85C9E30C,c07070050,si
85CFD3BE,c02027450,si
85F00CCE,c11010040,si
8600DECE,c01009290,si
86013525,c08030050,si
860699A4,c11070090,si
8608206D,c01002700,si
8608AF20,c06035210,si
8612EE6E,c11700250,si
8627AA7E,c05026600,si
8635F9E4,c04014070,si
86379AEA,c03032690,si
863C42BC,c02025390,si
863F9CDC,c11020010,si
8640DF86,c03030350,si
864B07D0,c02027650,si
86503F3A,spirit_element_fire_story,no
8660A443,c04012840,si
866A1CA6,npc2521,no
8675BFD9,c07120050,si
86802E4B,c05023120,si
86854230,c01008840,si
86927DD1,c04011750,si
86AFA458,c01007020,si
86D948B8,c11733030,si
86DD67FB,c11500120,si
86E538BD,c04013290,si
86E7D4FE,c04002160,si
86F01549,c11220360,si
86FAF9FF,c01001810,si
8707294F,c03031880,si
871F0DCC,c11500020,si
8725BEC9,c04002060,si
8727528A,c04013390,si
87327F7E,c11220260,si
873893C8,c01001910,si
8742447C,c05023020,si
87472807,c01008940,si
875017E6,c04011650,si
876D4122,c06030430,si
876DCE6F,c01007120,si
8782B5B1,c03030250,si
87896DE7,c02027750,si
87A2CE74,c04012940,si
87C2B4F9,c01009390,si
87C90F95,c11725020,si
87CAC517,c06035310,si
87D08459,c11700350,si
87F793D3,c04014170,si
87FD0E7E,c03039200,si
87FDF6EB,c11020110,si
87FE288B,c02025290,si
8804B097,c04010580,si
88065CD4,c04001670,si
8806D399,c03036360,si
8826A85C,c04014870,si
8842AB42,c11905050,si
884E2C72,c01004730,si
884EA33F,c06033220,si
8861A661,c05020630,si
88632339,npc3200,no
8872B000,c02028630,si
8873F5FB,c04012040,si
88842328,c11701080,si
8893E7D8,c11802030,si
88961388,c01008040,si
88A1D8E1,c04004150,si
88AA8FFA,c02024140,si
88ABBDD9,c11030130,si
88BCF5E0,c01007820,si
88CE3643,c11500920,si
88DDCA96,c02026480,si
88E9270A,c06036500,si
88E9A847,c01001010,si
88F48546,c04002960,si
891478F7,c03031080,si
89185182,c11210710,si
891FA0A1,c02026580,si
8923F4EB,c07130070,si
892B4D3D,c06036400,si
892BC270,c01001110,si
8936EF71,c04002860,si
895479BF,c01008140,si
89577E17,c08020070,si
895D2E90,c11735100,si
8963B2D6,c04004050,si
8968E5CD,c02024040,si
8969D7EE,c11030030,si
897E9FD7,c01007920,si
898C4645,c01004630,si
898F038A,c11723010,si
89B0DA37,c02028730,si
89B19FCC,c04012140,si
89C4B9AE,c03036260,si
89C6DAA0,c04010480,si
89E4C26B,c04014970,si
8A08922B,c01004430,si
8A153067,c03030850,si
8A228A15,c11230140,si
8A271838,c05020530,si
8A340E59,c02028530,si
8A354BA2,c04012340,si
8A406DC0,c03036060,si
8A420ECE,c04010680,si
8A507F74,c05028450_5000,no
8A55312F,c01009990,si
8A58A3F7,c05029560,si
8A5D40C1,c06035910,si
8A69AD5D,c02025890,si
8A90AC99,c03031280,si
8A95C13C,c04000050,si
8A9B74CF,c02026780,si
8A9C85EC,c11210510,si
8A9FA83E,c07060070,si
8AAF161E,c01001310,si
8AAF9953,c06036600,si
8AB0D75C,c04013990,si
8AB17EED,c02023290,si
8AB1DD55,c11500260,si
8ABFCAFD,c11719020,si
8AC07132,c11710070,si
8AD0ADD1,c01008340,si
8AD41C59,c01000110_5000,no
8AD58B3B,c11160030,si
8AE766B8,c04004250,si
8AEC31A3,c02024240,si
8B12C7E6,c01008240,si
8B17E10C,c11160130,si
8B250C8F,c04004350,si
8B2583C2,c03033640,si
8B591EF8,c02026680,si
8B6D7C29,c01001210,si
8B6DF364,c06036700,si
8B72BD6B,c04013890,si
8B8064F9,c04010780,si
8B8207F7,c03036160,si
8B8288BA,c04001470,si
8B89DFA1,c02021460,si
8B975B18,c01009890,si
8B9AC9C0,c05029460,si
8B9F2AF6,c06035810,si
8BABC76A,c02025990,si
8BC27379,c11500880,si
8BCA7751,c06033020,si
8BCAF81C,c01004530,si
8BD0361F,c11706060,si
8BD75A50,c03030950,si
8BE0E022,c11230040,si
8BE5720F,c05020430,si
8BF6646E,c02028430,si
8BF72195,c04012240,si
8C0813F7,c01000020,si
8C0C41E7,c06032120,si
8C0C50DB,c04011950,si
8C1B6F3A,c01008640,si
8C1EC663,c05021960_5000,no
8C27F348,c02024740,si
8C2C2B1E,c03033240,si
8C4FEF53,c05023050_5000,no
8C50B624,c02026280,si
8C574707,c11210010,si
8C645BB8,c06036300,si
8C64D4F5,c01001610,si
8C67913A,c11726030,si
8C80777D,c02021060,si
8C89CC25,c04010380,si
8C8B2066,c04001070,si
8C8BAF2B,c03036560,si
8C985988,c11090040,si
8CA04629,c11140160,si
8CA9B7E0,c03032890,si
8CAFB760,c11500880,si
8CB91F5F,c11807110,si
8CC350C0,c01004130,si
8CD52ADA,c02027850,si
8CEA652C,c07040120,si
8CECDAD3,c05020030,si
8CFE8949,c04012640,si
8CFFCCB2,c02028030,si
8D013AF7,c01004030,si
8D1740ED,c02027950,si
8D27F71B,c05020110_5000,no
8D280F1B,c07040020,si
8D3CE37E,c04012740,si
8D3DA685,c02028130,si
8D49C51C,c03036460,si
8D4BA612,c04010280,si
8D582F5E,c11010050,si
8D58923B,c01002610,si
8D5A33BF,c11090140,si
8D622C1E,c11140060,si
8D649A46,c08080100,si
8D6920A8,c01000210,si
8D77D617,c11730020,si
8D7B7568,c11807010,si
8D808CA0,c05023690_5000,no
8D92DC13,c02026380,si
8D952D30,c11210110,si
8D990445,c03031680,si
8DA5FB0D,c11726130,si
8DA6318F,c06036200,si
8DA6BEC2,c01001710,si
8DCE3AEC,c04011850,si
8DD9050D,c01008740,si
8DE5997F,c02024640,si
8E11F95E,c11210310,si
8E16087D,c02026180,si
8E1DD02B,c03031480,si
8E1FB325,c04017260,si
8E226AAC,c01001510,si
8E22E5E1,c06036000,si
8E38A4AF,c11703040,si
8E5DD163,c01008540,si
8E614D11,c02024440,si
8E6A1A0A,c04004450,si
8E6A9547,c03033140,si
8E7039A0,c01010910,si
8E77B846,c06030830,si
8E85EE99,c01004230,si
8E9453CE,c07110020,si
8EAA648A,c05020330,si
8EB83710,c04012540,si
8EB972EB,c02028330,si
8EC6A388,c05021500,si
8ECD1172,c03036660,si
8ECF727C,c04010080,si
8EDE70CB,c11010060,si
8EEDF4C6,c01000010,si
8EF7491D,c01000030,si
8EFFA106,c11807210,si
8F04A313,c02021260,si
8F0D184B,c04010180,si
8F0F7B45,c03036760,si
8F0FF408,c04001270,si
8F1C1AFC,c11010160,si
8F28E382,c11715050,si
8F4784AE,c01004330,si
8F4C3FC2,c11728080,si
8F5639F9,c07110120,si
8F572320,c07090080,si
8F680EBD,c05020230,si
8F718AD1,c05022890_5000,no
8F7A5D27,c04012440,si
8F7B18DC,c02028230,si
8F87D85A,c05023620_5000,no
8F9FBB54,c01008440,si
8FA32726,c02024540,si
8FA8FF70,c03033040,si
8FD39369,c11210210,si
8FD4624A,c02026080,si
8FDDD912,c04017360,si
8FE0009B,c01001410,si
8FE08FD6,c06036100,si
900491E0,c02026590,si
900F49B6,c03031090,si
902DDE30,c04002870,si
90307C7C,c06036410,si
9030F331,c01001100,si
9038C5AA,c07130060,si
90461FD1,c11735110,si
904C4F56,c08020060,si
904F48FE,c01008150,si
9065AE96,c01007930,si
9072E6AF,c11030020,si
9073D48C,c02024050,si
90788397,c04004040,si
90977704,c01004620,si
90AAAE8D,c04012150,si
90ABEB76,c02028720,si
90B639BB,spirit_element_forest_story,no
90DDEBE1,c04010490,si
90DF07A2,c04001760,si
90DF88EF,c03036270,si
90FFF32A,c04014960,si
911D6D95,c04001660,si
911DE2D8,c03036370,si
911F81D6,c04010590,si
913D991D,c04014860,si
91551D33,c01004720,si
9155927E,c06033230,si
9168C4BA,c04012050,si
91698141,c02028620,si
9171AA97,c04000050,si
918475E6,c11735010,si
9188D699,c11802020,si
918D22C9,c01008050,si
919F1269,c11701090,si
91A7C4A1,c01007830,si
91B08C98,c11030120,si
91B1BEBB,c02024150,si
91BAE9A0,c04004140,si
91C5F607,c08090010,si
91C6FBD7,c02026490,si
91D50702,c11500930,si
91F2164B,c06036510,si
9209F6A7,c01008250,si
920CD04D,c11160120,si
923E3DCE,c04004340,si
923EB283,c03033650,si
92422FB9,c02026690,si
92698C2A,c04013880,si
9276C225,c06036710,si
9281F881,c05029470,si
92841BB7,c06035800,si
928C6A59,c01009880,si
9292EEE0,c02021470,si
929936B6,c03036170,si
9299B9FB,c04001460,si
929B55B8,c04010790,si
92B0F62B,c02025980,si
92CB075E,c11706070,si
92CC6B11,c03030940,si
92D14610,c06033030,si
92D1C95D,c01004520,si
92EC10D4,c04012250,si
92ED552F,c02028420,si
92FBD163,c11230050,si
92FE434E,c05020420,si
930E0126,c03030840,si
930E1364,c02021480,si
9313A36A,c01004420,si
932E7AE3,c04012350,si
932F3F18,c02028520,si
9339BB54,c11230150,si
933C2979,c05020520,si
934392B6,c05029570,si
93467180,c06035900,si
934E006E,c01009980,si
93593F8F,c04010690,si
935B5C81,c03036070,si
935BD3CC,c04001560,si
93729C1C,c02025880,si
9380458E,c02026790,si
9383DF44,c08010030,si
9384997F,c07060060,si
9389FED6,c04017470,si
938B9DD8,c03031290,si
93A4FBBC,c11719030,si
93ABE61D,c04013980,si
93B4275F,c01001300,si
93B4A812,c06036610,si
93CB9C90,c01008350,si
93CEB5DE,c02029500,si
93CEBA7A,c11160020,si
93DB4073,c11710060,si
93ED3E24,kt000035,no
93F700E2,c02024250,si
93FC57F9,c04004240,si
940C71AC,c02027940,si
941A0BB6,c01004020,si
942697C4,c02028120,si
9427D23F,c04012750,si
94333E5A,c07040030,si
943581A5,c05020120,si
944102FE,c11090150,si
94431E1F,c11010040,si
94509753,c04010290,si
94527B10,c04001160,si
9452F45D,c03036470,si
9460DC02,c05026910,si
946CE756,c11730030,si
94791D5F,c11140070,si
947FAB07,c08080110,si
94823504,c03031690,si
9489ED52,c02026390,si
948E1C71,c11210100,si
94BD00CE,c06036210,si
94BD8F83,c01001700,si
94BECA4C,c11726120,si
94C2344C,c01008750,si
94D50BAD,c04011840,si
94FEA83E,c02024650,si
95005E7B,c01008650,si
951322B6,c01000030,si
9517619A,c04011940,si
951770A6,c06032130,si
9522C823,c05021500,si
95371A5F,c03033250,si
953CC209,c02024750,si
954B8765,c02026290,si
955F20C5,c04003220_5100,no
957CA07B,c11726020,si
957F6AF9,c06036310,si
958368C9,c11090050,si
95901127,c04001060,si
95909E6A,c03036570,si
9592FD64,c04010390,si
9594520B,c01010910,si
959B463C,c02021070,si
95A22E1E,c11807100,si
95B07BDE,c01000300,si
95B286A1,c03032880,si
95BDC130,c08080010,si
95CE1B9B,c02027840,si
95D86181,c01004120,si
95E4FDF3,c02028020,si
95E5B808,c04012650,si
95F1546D,c07040130,si
95F7EB92,c05020020,si
96072BBD,c11010170,si
96144A04,c03036770,si
9614C549,c04001260,si
9616290A,c04010190,si
961C3AB7,stairs000001,no
961F9252,c02021270,si
9633D2C3,c11715040,si
9634AFB0,c01000100,si
964C1261,c07090090,si
964D08B8,c07110130,si
96570E83,c11728090,si
965CB5EF,c01004320,si
9660299D,c02028220,si
96616C66,c04012450,si
9667EFA2,spirit_element_forest_chronicle,no
96733FFC,c05020220,si
96848A15,c01008450,si
968E6287,c02024040,si
9697CE90,c05023500_5000,no
96B3CE31,c03033050,si
96B81667,c02024550,si
96CF530B,c02026090,si
96FBBE97,c06036110,si
9706E16A,c03031490,si
970AC81F,c11210300,si
970D393C,c02026190,si
972395EE,c11703050,si
97395BED,c01001500,si
9739D4A0,c06036010,si
9746E022,c01008550,si
9758743F,c04003290_5100,no
976C8907,c06030820,si
97712B4B,c04004440,si
9771A406,c03033150,si
977A7C50,c02024450,si
978F628F,c07110030,si
979EDFD8,c01004220,si
97A243AA,c02028320,si
97A30651,c04012550,si
97B155CB,c05020320,si
97B4EDED,c11500560,no
97C5418A,c11010070,si
97D4433D,c04010090,si
97D62033,c03036670,si
97D6AF7E,c04001360,si
97E49047,c11807200,si
97E51D84,c11907080,si
97EC785C,c01000020,si
97FD929C,c07020010,si
980077F3,c11700640,si
9800FCF7,c11010020,si
980578B2,c04010990,si
98124753,c01009680,si
981A36BD,c06035600,si
981AB9F0,c01002310,si
98250377,c03032280,si
98276079,c04014460,si
982EDB21,c02025780,si
9852461B,c03030740,si
98599E4D,c02027240,si
9875DEDC,c11713070,si
9880E44C,c04011340,si
9894A639,c08040090,si
98ADA341,c08010010,si
98B16475,c07030010,si
98BD3DC5,c01007430,si
98BDB288,c06030120,si
98C20947,c06039170,si
98CFFE66,c11500530,si
98D929BD,c07100010,si
98DC02B3,c02026890,si
98F7A120,c04013680,si
98FCCC19,c05022620_5000,no
99006370,c06039070,si
990D9451,c11500430,si
991B438A,c07100110,si
991E6884,c02026990,si
992A8518,c06036810,si
9935CB17,c04013780,si
99372754,c04002470,si
99428E7B,c04011240,si
994AFBEF,c01000100,si
9950DDE1,c05023430,si
997F57F2,c01007530,si
997FD8BF,c06030020,si
99902C2C,c03030640,si
999BF47A,c02027340,si
99C21DC4,c11700740,si
99C71285,c04010890,si
99D02D64,c01009780,si
99D85C8A,c06035700,si
99D8D3C7,c01002210,si
99E1C62F,c06032900,si
99E50A4E,c04014560,si
99ECB116,c02025680,si
99EF6F76,c11020500,si
9A095A0E,c01004820,si
9A14F842,c03030440,si
9A1A3D74,c11200020,si
9A1F2014,c02027140,si
9A264836,c11801030,si
9A2DBF38,c02021410,si
9A318CC6,c11702080,si
9A3492BB,c06031720,si
9A35C67C,c02028920,si
9A46C9AA,c11700540,si
9A5333A3,c11170500,si
9A54F90A,c01009580,si
9A59F3F9,c11808060,si
9A5C07A9,c01002010,si
9A5C88E4,c06035500,si
9A61DE20,c04014760,si
9A686578,c02025480,si
9A84B71E,c06039270,si
9AA71F5F,c07050110,si
9AB11F79,c04013580,si
9AB8A421,c02022660,si
9AC65A15,c04011040,si
9AD4098F,c05023630,si
9AD523FB,c11080070,si
9AEB8A02,c08090030,si
9AED3C5A,c11150150,si
9AF6487B,c04002100_5000,no
9AFB0CD1,c06030220,si
9AFB839C,c01007730,si
9B043022,c04011140,si
9B04579A,c04000080,si
9B21CBEB,c11714090,si
9B28FAEC,c08110090,si
9B29E035,c08090130,si
9B2F566D,c11150050,si
9B39E9AB,c01007630,si
9B3AAC64,c11720010,si
9B3D2020,c11500880,si
9B4517AB,c11729040,si
9B46DD29,c06039370,si
9B657568,c07050010,si
9B73754E,c04013480,si
9B84A39D,c11700440,si
9B881784,c02021870,si
9B96933D,c01009480,si
9B9B99CE,c11808160,si
9B9E6D9E,c01002110,si
9B9EE2D3,c06035400,si
9BA1D719,c03032080,si
9BA3B417,c04014660,si
9BAA0F4F,c02025580,si
9BCB3039,c01004920,si
9BD69275,c03030540,si
9BDD4A23,c02027040,si
9BE42201,c11801130,si
9BE8817E,c11736100,si
9BEFD50F,c02021510,si
9BF7AC4B,c02028820,si
9C0D98FE,c04011540,si
9C1FCB64,c05023330,si
9C304177,c01007230,si
9C4282D4,c11500330,si
9C50E439,c11500880,si
9C7ADD92,c04013080,si
9C8A670E,c03036970,si
9C8D0B41,c11700040,si
9C97C542,c01002510,si
9C9ABBD0,c05028490,si
9C9F3BE1,c01009080,si
9CA08166,c03039110,si
9CA1F430,c11120080,si
9CA3A793,c02025180,si
9CA87FC5,c03032480,si
9CAA1CCB,c04014260,si
9CD2D24D,c07070040,si
9CD4E2FF,c02027440,si
9CF2B08E,c11709010,si
9D1688C8,c02027540,si
9D1D509E,c03030040,si
9D30DAB9,c11709110,si
9D480D39,c03036870,si
9D4F6176,c11700140,si
9D552038,c06035100,si
9D55AF75,c01002410,si
9D5A9B7F,c11170100,si
9D5D51D6,c01009180,si
9D61CDA4,c02025080,si
9D62EB51,c03039010,si
9D6876FC,c04014360,si
9D7A2566,c05026510,si
9D80E8E3,c11500230,si
9D9D4C6C,c11716050,si
9DAD9A51,c11220070,si
9DB10CFD,c02022260,si
9DB8B7A5,c04013180,si
9DBA5BE6,c04002270,si
9DCFF2C9,c04011440,si
9DDDA153,c05023230,si
9DEF6864,c01000010,si
9DF22B40,c01007330,si
9DF2A40D,c06030620,si
9E043C8D,c11500030,si
9E1C180E,c03031890,si
9E23A289,c01001900,si
9E294E3F,c11220270,si
9E3C63CB,c04013380,si
9E3E8F88,c04002070,si
9E4B26A7,c04011640,si
9E59753D,c05023030,si
9E5C1946,c01008950,si
9E767063,c06030420,si
9E76FF2E,c01007130,si
9E8FE7EC,c11748060,si
9E925CA6,c02027740,si
9E9984F0,c03030240,si
9EB9FF35,c04012950,si
9ECBB518,c11700340,si
9ED17B1B,c01002610,si
9ED1F456,c06035300,si
9ED23ED4,c11725030,si
9ED985B8,c01009380,si
9EE519CA,c02025280,si
9EE63F3F,c03039210,si
9EE6C7AA,c11020100,si
9EECA292,c04014160,si
9EFEF108,c05026710,si
9F09DF2F,c11700240,si
9F13112C,c01002710,si
9F139E61,c06035200,si
9F1A0464,c08030040,si
9F1BEF8F,c01009280,si
9F1DA8E5,c11070080,si
9F2773FD,c02025380,si
9F2CABAB,c03032680,si
9F2EC8A5,c04014060,si
9F3C9B3F,c05026610,si
9F503691,c02027640,si
9F5BEEC7,c03030340,si
9F617D0E,c02021480,si
9F6E8E98,c07120040,si
9F7B9502,c04012850,si
9F894C90,c04011740,si
9F9B1F0A,c05023130,si
9F9E7371,c01008850,si
9FA1DBB4,c02029500,si
9FB49519,c01007030,si
9FC279F9,c11733020,si
9FC656BA,c11500130,si
9FCEDA86,c11804010,si
9FFE09FC,c04013280,si
A0085F4C,c04004360,si
A008D001,c03033670,si
A00AB30F,c04015090,si
A02F48C6,c11710140,si
A03AB2CF,c11160100,si
A03BEDB6,c11902080,si
A03F9425,c01008270,si
A0402FEA,c01001220,si
A040A0A7,c06036730,si
A050F309,c11719110,si
A0A48C62,c02021450,si
A0AF5434,c03036150,si
A0AFDB79,c04001440,si
A0B27935,c06035820,si
A0B79A03,c05029450,si
A0CDB3E1,c11230070,si
A0DA7256,c04012270,si
A0DB37AD,c02028400,si
A0E72492,c06033010,si
A0E7ABDF,c01004500,si
A0FA0993,c03030960,si
A0FD65DC,c11706050,si
A10A4BFB,c05020500,si
A111A339,c02023090,si
A1181861,c04012370,si
A1195D9A,c02028500,si
A11AF422,c04003080,si
A1254EA5,c06033110,si
A125C1E8,c01004400,si
A13863A4,c03030860,si
A16D3E03,c03036050,si
A16DB14E,c04001540,si
A1701302,c06035920,si
A175F034,c05029550,si
A18245DD,c01001320,si
A182CA90,c06036630,si
A192993E,c11719010,si
A1A69573,npc2905,no
A1B2FBFD,c07060040,si
A1C16260,c02024270,si
A1C1DD80,c11130080,si
A1C8D938,c04015190,si
A1CA357B,c04004260,si
A1ED22F1,c11710040,si
A1FDFE12,c01008370,si
A2061EFE,c06036430,si
A20691B3,c01001120,si
A20EA728,c07130040,si
A21BBCB2,c04002850,si
A245B60E,c02024070,si
A24C0D56,c04015390,si
A24EE115,c04004060,si
A253CC14,c01007910,si
A25A9005,c11500260,si
A26C7693,c03037880,si
A2707D53,c11735130,si
A2792A7C,c01008170,si
A27A2DD4,c08020040,si
A27D8155,c11060080,si
A28E9F95,c05020700,si
A2957757,c02023290,si
A29CCC0F,c04012170,si
A29D89F4,c02028700,si
A29E204C,c04003280,si
A2A11586,c01004600,si
A2A19ACB,c06033310,si
A2A25049,c11723020,si
A2C991A8,c04014940,si
A2E96520,c04001740,si
A2E9EA6D,c03036250,si
A30BFB9F,c04014840,si
A32B0F17,c04001640,si
A32B805A,c03036350,si
A34BE7DE,c11500260,si
A35EA638,c04012070,si
A35FE3C3,c02028600,si
A3637FB1,c01004700,si
A363F0FC,c06033210,si
A37B74BE,c04001100_5000,no
A386EE1A,c11030100,si
A38C8B22,c04004160,si
A38E6761,c04015290,si
A391A623,c01007810,si
A3AE1CA4,c03037980,si
A3B21764,c11735030,si
A3B847E3,c08020140,si
A3BB404B,c01008070,si
A3BF39D8,c11902280,si
A3C474C9,c06036530,si
A3C4FB84,c01001020,si
A3D9D685,c04002950,si
A405B041,c11715060,si
A41870E9,c01000100,si
A4222886,c03036750,si
A42234DF,c01002110_5000,no
A422A7CB,c04001240,si
A429F0D0,c02021250,si
A431493F,c11010150,si
A445897D,stairs000001,no
A4556DEA,c03034290,si
A4564B1F,c02028200,si
A4570EE4,c04012470,si
A46AD76D,c01004300,si
A47B6A3A,c07110110,si
A485ACB3,c03033070,si
A48F46C6,c11030500,si
A49881B2,c06030900,si
A4A1945A,c01000210,si
A4A73B35,c04000890,si
A4AC6C2E,c02020880,si
A4B2E897,c01008470,si
A4CC9D94,c02021480,si
A4CD5358,c01001420,si
A4CDDC15,c06036130,si
A50F396F,c01001520,si
A50FB622,c06036030,si
A515F76C,c11703070,si
A53CAA9D,c11210320,si
A54749C9,c04004460,si
A54C1ED2,c02024470,si
A559B616,c05024900_5000,no
A57082A0,c01008570,si
A575506F,c04003210_5000,no
A5873749,c05020300,si
A5942128,c02028300,si
A59564D3,c04012570,si
A5978890,c04003680,si
A59CDF8B,c02023690,si
A5A8BD5A,c01004200,si
A5AAAB6B,c02023380,si
A5B9000D,c07110010,si
A5C0A705,c01000020,si
A5C4F515,c06032120,si
A5D14DC5,c07020010,si
A5D2F2C5,c11807220,si
A5E042B1,c03036650,si
A5E0CDFC,c04001340,si
A5F32308,c11010050,si
A5F48F89,c08050090,si
A603E327,c05020100,si
A6055CD8,c07040010,si
A610F546,c02028100,si
A611B0BD,c04012770,si
A6135CFE,c04003480,si
A6180BE5,c02023490,si
A62C6934,c01004000,si
A63A132E,c02027960,si
A63C59A0,c07010090,si
A641E25B,c11704090,si
A648D35C,c08100090,si
A649C985,c08080130,si
A64F7FDD,c11140050,si
A65626AB,c11807020,si
A656BE80,c05026930,si
A65A85D4,c11730010,si
A6641992,c04001140,si
A66496DF,c03036450,si
A6757C9D,c11010060,si
A688A8CE,c11726100,si
A68B624C,c06036230,si
A68BED01,c01001720,si
A6A761B2,c06037380_5000,no
A6B87EF3,c11210120,si
A6C8CABC,c02024670,si
A6E3692F,c04011860,si
A6F456CE,c01008770,si
A70178DD,c03033270,si
A70E177A,c05021500,si
A7210318,c04011960,si
A7254034,c01000010,si
A7331A13,c11160500,si
A7363CF9,c01008670,si
A73BAFFF,c06032130,si
A749087B,c06036330,si
A7498736,c01001620,si
A751A576,c11712080,si
A75CA235,c08030031,si
A78BA3B2,c08080030,si
A78D15EA,c11140150,si
A7944C9C,c11807120,si
A79CA487,c01000300,si
A7A673A5,c04001040,si
A7A6FCE8,c03036550,si
A7AD24BE,c02021050,si
A7B50A4B,c11090070,si
A7C736EF,c07040110,si
A7D1B984,c03034090,si
A7D29F71,c02028000,si
A7D3DA8A,c04012670,si
A7EE0303,c01004100,si
A7F87919,c02027860,si
A803A4FE,c02028900,si
A80CD6E1,c08120020,si
A8102AB4,c11801010,si
A8155A8E,c11250080,si
A8184DE2,c06031720,si
A81BDDBA,c02021430,si
A81C89CB,c11736020,si
A8229AC0,c03030460,si
A8294296,c02027160,si
A83F388C,c01004800,si
A857BCA2,c04014740,si
A8635544,c02029500,si
A86A652B,c01002030,si
A86AEA66,c06035520,si
A86F917B,c11808040,si
A8704325,c05021500,si
A870AB28,c11700560,si
A8917DDD,c07050130,si
A8B2D59C,c06039250,si
A8CDE11E,c01007710,si
A8DDE880,c08090010,si
A8E26B0D,c05023610,si
A8E34179,c11080050,si
A8F03897,c04011060,si
A8F25B99,c03037680,si
A90F8B29,c01007610,si
A914D684,c05022610_5000,no
A91934EF,c11150070,si
A91F82B7,c08090110,si
A920013A,c05023710,si
A9212B4E,c11080150,si
A928FF99,c05028280,si
A93031AE,c03037780,si
A930BEE3,c04000290,si
A93252A0,c04011160,si
A95317EA,c07050030,si
A9544B42,c05029830_5000,no
A9737529,c11729060,si
A995D695,c04014640,si
A9A80F1C,c01002130,si
A9A88051,c06035420,si
A9AD6367,c05029850,si
A9ADFB4C,c11808140,si
A9B2C11F,c11700460,si
A9BBA787,edit_avatar03,no
