# Personajes del juego, sacados de chara_param y chara_base.
# identidad = el valor del campo 0xBA162C11 de la partida, en hex.
# Lo genera herramientas/construir_personajes.py.
identidad,chara_base_id,indice,rareza,rareza_valor,nombre_es,nombre_en,apt_entrenador,apt_gerente,tec1,tec2,tec3,tec4,tec5,tec6,tec7,tec8,tec9,tec1_nivel,tec2_nivel,tec3_nivel,tec4_nivel,tec5_nivel,tec6_nivel,tec7_nivel,tec8_nivel,tec9_nivel,arquetipo_valor,clave_personal,tablero
DCBDC13E,1967771468,2755,normal,0,Abe Roof,Abe Roof,,,D1DFD83A,4DF6224E,7A3F0A0E,80EE174A,08A1BF72,47981F48,FE9CFDDB,F8FED67D,E40D7BD6,1,13,20,30,38,43,30,38,43,0,8,
DCC50FB8,1966145994,4525,normal,0,Gideon Poe,Gideon Poe,,,860FB8F9,17DC4FF1,618796E9,27C2F4C7,0F5312EA,D1A8183F,26CA8B51,93C27F62,6BF911A6,1,13,20,30,38,43,30,38,43,1,1,
DCCF66BA,-105935755,2466,fabled,8,Gabriel García,Gabriel Garcia,,,C1DF0C53,4990A46B,1AA09622,4990A46B,4990A46B,DF8E9B09,1AA09622,4990A46B,DF8E9B09,1,13,20,30,38,43,30,38,43,2,1,DBEDB6B8
DCD5DB61,-879104265,2464,hero,7,Samguk Han,Samguk Han,,,D3FB1BED,A3C2E953,3B88C5B8,A3C2E953,A3C2E953,D1A8183F,,,,1,13,20,30,38,43,0,0,0,0,1,87247DAA
DCE56D7B,1964073737,5314,normal,0,Proteus Flavout,Proteus Flavout,,,046D8ECB,BFADE6C2,DFB4AE41,555C41BB,CB7446F6,D1A8183F,C5B98A76,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,5,3,
DCF53ED5,1963012263,4307,normal,0,Tech Nobit,Tech Nobit,,,16499975,4DF6224E,F270A236,57F526F6,609FE4F7,47981F48,210D15AF,E1C433B6,E40D7BD6,1,13,20,30,38,43,30,38,43,5,10,
DCF75DDB,1963152297,928,normal,0,Pat Shinko,Pat Shinko,,,5778826C,5B918D3B,3D6C3AB1,F270A236,A87FF167,47981F48,B7273F0A,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,3,12,
DCFC0AC0,1963459762,4499,normal,0,Reid Rivers,Reid Rivers,,,53BDEE08,F504DB01,F9C39A8D,40AFC573,210D15AF,47981F48,ACAA908B,F4BCC4F9,6BF911A6,1,13,20,30,38,43,30,38,43,5,8,
DD07658F,1962109949,4406,normal,0,Neil Turner,Neil Turner,,,F2ED0B24,DA79BDB3,F1625D24,26CA8B51,F504DB01,6BF911A6,603C0EB6,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,0,5,
DD3537EC,1958820254,938,normal,0,Virgil Lantis,Virgil Lantis,,,F2ED0B24,40AFC573,EC052D23,CD084057,2B936C6C,6BF911A6,6305EFC5,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,3,4,
DD3754E2,1958959760,4317,normal,0,Casey Gin,Casey Gin,,,57DB682D,4DF6224E,8EA50F65,57F526F6,4B1CFDC8,723D7CA1,2D69BE62,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,1,2,
DD37DBAF,1958991325,99,normal,0,Jez Shell,Jez Shell,,,122F1F50,446AA917,AC2264AB,B4962A59,2E7B4170,E40D7BD6,0A06F8B0,400C2F32,47981F48,1,13,20,30,38,43,30,38,43,2,2,
DD486060,1958506002,742,normal,0,Raven Crowe,Raven Crowe,,,5778826C,7B8AB2DE,3657F62A,F6B5CE52,7C5D21A8,47981F48,F5A73140,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,5,1,
DD4D468A,1958299896,5722,normal,0,Horatio Tickner,Horatio Tickner,,,90EEC323,3FCB7D73,842B7B2E,80EE174A,7A3F0A0E,47981F48,6305EFC5,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,4,5,
DD58BC83,1957475057,5232,normal,0,Orlando Sterlight,Orlando Sterlight,,,860FB8F9,32929A4E,960F6C90,F41CA91F,E2F3F24A,D1A8183F,2D69BE62,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,1,4,
DD7F2444,1955277366,1970,normal,0,Lump Trungus,Lump Trungus,,,90EEC323,29ACD206,F94B6EAD,9BD05F02,BDA94B41,47981F48,B7273F0A,44C94356,E40D7BD6,1,13,20,30,38,43,30,38,43,1,10,
DD7FAB09,1955308923,2765,normal,0,Puck Fishley,Puck Fishley,,,53BDEE08,06EAA75D,3FCB7D73,94A60BDD,08A1BF72,47981F48,B9CFCD64,A36F239D,723D7CA1,1,13,20,30,38,43,30,38,43,3,12,
DD8DFDD6,1954149284,1772,normal,0,Martin Squall,Martin Squall,,,53BDEE08,40AFC573,74741221,CE21ACAC,AF1B85D8,47981F48,A8DC1B26,32929A4E,E40D7BD6,1,13,20,30,38,43,30,38,43,3,12,
DD905F9A,1952731624,375,normal,0,Duncan Jump,Duncan Jump,,,5778826C,5CE5F40C,3D6C3AB1,6B2CDC4C,EE3A9349,47981F48,F6162413,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,0,1,
DD90D0D7,1952767653,4122,normal,0,Bambaros Tower,Bambaros Tower,,,5778826C,3DE4CE91,E80D028E,08A1BF72,F6B5CE52,47981F48,C9F63FDA,ABCEE434,723D7CA1,1,13,20,30,38,43,30,38,43,3,1,
DD91F616,1952839780,5454,normal,0,Millicent Vociere,Millicent Vociere,,,122F1F50,257B9E02,7A9CE04F,B9CFCD64,683E235E,E40D7BD6,E628B329,66DB7618,6BF911A6,1,13,20,30,38,43,30,38,43,3,8,
DDACC3E8,1951976858,1611,normal,0,Kay Gateley,Kay Gateley,,,744A5172,5CE5F40C,F9D39705,67FB9048,BF1E010B,6BF911A6,EE997908,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,1,11,
DDAD8613,1952024673,2995,normal,0,Cindy Reller,Cindy Reller,,,57DB682D,4A31BCB0,E69B54E0,DAF14993,44D94EDE,6BF911A6,C5B98A76,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,1,5,
DDBA47A4,1951287766,4697,normal,0,Arwena Lark,Arwena Lark,,,6228AEBD,756FE798,12A2BBCA,756FE798,756FE798,6BF911A6,F6162413,4990A46B,723D7CA1,1,13,20,30,38,43,30,38,43,4,6,
DDBFD589,1951128571,3526,normal,0,Charlie,Charlie,,,904D2962,8EA50F65,A86FFCEF,A3CCC9DC,A86FFCEF,E40D7BD6,67FB9048,29BCDF8E,6BF911A6,1,13,20,30,38,43,30,38,43,4,9,
DDC58D70,1949401858,4228,normal,0,Kierry Reese,Kierry Reese,,,357B4A6B,9BC0528A,12115C03,AB6D0E75,CEB95504,6BF911A6,446AA917,3921A2F5,E40D7BD6,1,13,20,30,38,43,30,38,43,4,10,
DDD82F3C,1949049166,2578,normal,0,Ishmael Ahab,Ishmael Ahab,,,455C95D2,92CA00F4,7DCDA796,B1602A42,75477E5E,D1A8183F,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,4,11,
DDD8A071,1949085187,2022,normal,0,Manny Pickles,Manny Pickles,,,94884506,CE21ACAC,446AA917,8F10B7B5,29ACD206,47981F48,AB6D0E75,D17962C1,723D7CA1,1,13,20,30,38,43,30,38,43,4,2,
DDE71AF6,1947407492,529,normal,0,Fry Vollity,Fry Vollity,,,90EEC323,B4962A59,8F10B7B5,400C2F32,29ACD206,47981F48,446AA917,D17962C1,E40D7BD6,1,13,20,30,38,43,30,38,43,1,6,
DDF34973,1946633985,4459,normal,0,Julie Page,Julie Page,1,,57DB682D,1E65FA46,4B37E3A9,8B4D2279,C5B98A76,6BF911A6,C5B98A76,A722BBD9,E40D7BD6,1,13,20,30,38,43,30,38,43,4,2,
DE1404B9,2011171531,4134,normal,0,Soma Lobi,Soma Lobi,,,5778826C,F2F85616,ECC86EEA,BB4394C7,D9505148,47981F48,BD0AA100,906367B9,E40D7BD6,1,13,20,30,38,43,30,38,43,1,7,
DE148BF4,2011202950,395,normal,0,Fontaine Tapper,Fontaine Tapper,,,531E0449,220FE735,F6162413,4CDB6336,9F053EEE,6BF911A6,B7273F0A,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,5,11,
DE180CC4,2011955894,5651,normal,0,Yoshinobu Tokugawa,Yoshinobu Tokugawa,,,57DB682D,210D15AF,2BA5D8AD,7A9CE04F,2DCA5423,723D7CA1,AB461014,D59710C4,47981F48,1,13,20,30,38,43,30,38,43,0,11,
DE259F2F,-349046326,0,normal,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,4,
DE26E9C4,1893986804,2391,normal,0,Faiv Ess,Faiv Ess,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,4,
DE281786,2010913268,1631,normal,0,Toya Boyde,Toya Boyde,,,16499975,5CE5F40C,9BD05F02,F270A236,028C2178,47981F48,C2CDF341,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,1,4,
DE29527D,2010995727,2975,normal,0,Raider Takkel,Raider Takkel,,,5778826C,4DF6224E,A3CCC9DC,4990A46B,7670BFA2,47981F48,FE9CFDDB,F8FED67D,723D7CA1,1,13,20,30,38,43,30,38,43,0,7,
DE3B01E7,2010058645,3539,normal,0,Foxtrot,Foxtrot,,,D5B95E1F,8EA50F65,06494D1C,2319B5A4,A722BBD9,E40D7BD6,A0F528AF,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,2,11,
DE44BA28,2008069210,3861,normal,0,Breeze Skyler,Breeze Skyler,,,16499975,D599304B,4990A46B,AB48309B,9C22F29A,D1A8183F,80EE174A,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,2,1,
DE4F15A6,2008751060,3359,normal,0,Edwin Grove,Edwin Grove,,1,046D8ECB,1289A5AB,34766547,F0D9C57B,623683BA,D1A8183F,F270A236,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,1,10,
DE5C741F,2007530093,2039,normal,0,Jude Ellery,Jude Ellery,,,57DB682D,9F153366,6305EFC5,F5A73140,683E235E,723D7CA1,2ED8AB31,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,0,4,
DE5CFB52,2007561504,2594,normal,0,Alessandro il Grande,Alessandro il Grande,,,046D8ECB,681B1DB0,F85812BC,917B15A7,D3FB1BED,D1A8183F,7A9CE04F,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,3,7,
DE63CE98,2006434026,549,normal,0,Grant Slammer,Grant Slammer,,,90EEC323,8F884E1D,70129404,3DF4C319,88FC372A,6BF911A6,1EC61007,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,2,3,
DE7C0FDA,2005402024,3254,normal,0,Drew Pii,Drew Pii,,,57DB682D,0B00A7A9,FE9CFDDB,BD0AA100,F8FED67D,723D7CA1,ACAA908B,F4BCC4F9,6BF911A6,1,13,20,30,38,43,30,38,43,5,9,
DE919847,2003146293,4116,normal,0,Despina Lux,Despina Lux,,,744A5172,8D19BD1E,2DCA5423,8874C30A,6305EFC5,6BF911A6,C3DBA1D0,7CD5D588,723D7CA1,1,13,20,30,38,43,30,38,43,0,1,
DE973728,-535579060,1870,hero,6,Hector Helio,Hector Helio,,,3B88C5B8,7AB9DEA1,1A1371EB,7AB9DEA1,1A1371EB,6BF911A6,,,,1,13,20,30,38,43,0,0,0,5,1,856691E3
DEAE22C0,2002398386,2666,normal,0,Sol Daystar,Sol Daystar,,,357B4A6B,4F6A7665,7C46222F,603C0EB6,B96C2725,EC21356C,BC27E078,6CFB4F3A,EC21356C,1,13,20,30,38,43,30,38,43,2,1,
DEB1E382,2001071600,958,normal,0,John Coralli,John Coralli,,,046D8ECB,B435C018,4E6209F3,A165AE91,7908CBF2,D1A8183F,ED8B861A,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,5,3,
DEB30FC1,2001142195,83,normal,0,Gaby Farmer,Gaby Farmer,,,744A5172,36F41C6B,013D342B,8B4D2279,A4A8BD63,6BF911A6,546F2DC4,9CA42635,723D7CA1,1,13,20,30,38,43,30,38,43,2,5,
DEB3808C,2001178366,4297,normal,0,Iwan Gahana,Iwan Gahana,,,860FB8F9,EA792B82,2DEF6ACD,DFB4AE41,603C0EB6,D1A8183F,EE997908,9F153366,E40D7BD6,1,13,20,30,38,43,30,38,43,0,8,
DEBB395A,2001680168,4560,normal,0,Salvador Castell,Salvador Castell,,,455C95D2,5EEF7900,E3E5A0DB,E8DE6C40,2DEF6ACD,D1A8183F,F5A73140,F6162413,723D7CA1,1,13,20,30,38,43,30,38,43,4,8,
DEBC9711,-783159377,0,normal,0,Avatar,Avatar,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,5,
DEC5E321,1999760723,5481,normal,0,Kurtz Armishaw,Kurtz Armishaw,,,744A5172,5B918D3B,67FB9048,DA79BDB3,E8F6F586,6BF911A6,603C0EB6,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,2,2,
DEC9405E,2000506412,5545,normal,0,Jambo Reemoth,Jambo Reemoth,1,,860FB8F9,C2F6E0A8,08276BDD,644A851B,43AD37E9,6BF911A6,A165AE91,7908CBF2,D1A8183F,1,13,20,30,38,43,30,38,43,0,5,
DECCB40E,2000206460,722,normal,0,Jonny Strutt,Jonny Strutt,,,5778826C,C2F6E0A8,F94B6EAD,CEB95504,5C5613C5,6BF911A6,ED8B861A,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,3,10,
DECFB3A6,2000403924,4784,normal,0,Park Gom-bull,Park Gom-bull,,,860FB8F9,D40796FA,AF8D5CFF,27C2F4C7,F051315B,D1A8183F,F5A73140,B0F0AC7C,6BF911A6,1,13,20,30,38,43,30,38,43,0,5,
DEE65266,1997691924,704,normal,0,Hugh Marble,Hugh Marble,,,57DB682D,C26E1900,6305EFC5,B341B92F,7C5D21A8,47981F48,F5A73140,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,1,10,
DEF0287C,1996760590,1230,normal,0,Gaston Cooley,Gaston Cooley,,,455C95D2,7DCDA796,B1602A42,491670C4,92CA00F4,D1A8183F,BC27E078,4CE070DF,723D7CA1,1,13,20,30,38,43,30,38,43,0,12,
DEF11A5F,1996821549,3406,normal,0,Sentry Scarborough,Sentry Scarborough,,,90EEC323,A87FF167,F086A54E,08A1BF72,F6B5CE52,47981F48,EE997908,6228AEBD,E40D7BD6,1,13,20,30,38,43,30,38,43,0,11,
DEFB7F67,1997500693,2749,normal,0,Nixon Earlnight,Nixon Earlnight,,,D1DFD83A,BFADE6C2,0A06F8B0,06494D1C,7670BFA2,47981F48,C5B98A76,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,1,6,
DF0DD991,1996085219,4774,normal,0,Baek Bull-wo,Baek Bull-wo,,,357B4A6B,65E2976B,13B94E73,B0F0AC7C,756FE798,6BF911A6,9BD05F02,35E6E379,47981F48,1,13,20,30,38,43,30,38,43,3,3,
DF0EDE39,1996148811,732,normal,0,Patsy Cornish,Patsy Cornish,,,94884506,1289A5AB,F6162413,C2CDF341,6CFB4F3A,E40D7BD6,3D6C3AB1,D9505148,47981F48,1,13,20,30,38,43,30,38,43,4,12,
DF1FD8BC,1910161548,2368,normal,0,Goldie Lemmon,Goldie Lemmon,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,12,
DF243851,1993356835,714,normal,0,Gauge Diven,Gauge Diven,,,904D2962,5B32677A,C2CDF341,3D6C3AB1,EE3A9349,47981F48,F6162413,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,3,12,
DF32424B,1992707129,1220,normal,0,Chad Taylor,Chad Taylor,,,90EEC323,05F8584F,C6089F25,1E65FA46,AF0B8850,47981F48,3647FBA2,73006B16,E40D7BD6,1,13,20,30,38,43,30,38,43,5,11,
DF337068,1992785434,3396,normal,0,Taliesin Greenhunt,Taliesin Greenhunt,,,D5B95E1F,F086A54E,B5D13872,CE21ACAC,0DD16BC6,E40D7BD6,DA79BDB3,6228AEBD,6BF911A6,1,13,20,30,38,43,30,38,43,5,4,
DF34DCE9,1992348315,4850,normal,0,Marcos Canales,Marcos Canales,,,122F1F50,CEA9588C,4F7A7BED,A8DC1B26,F1625D24,723D7CA1,31238F1D,31238F1D,47981F48,1,13,20,30,38,43,30,38,43,5,3,
DF391550,1993153314,2739,normal,0,Pike Pollack,Pike Pollack,,,122F1F50,4B37E3A9,E69B54E0,06494D1C,7670BFA2,47981F48,C5B98A76,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,1,8,
DF405615,1991530599,4587,normal,0,Therion Daywick,Therion Daywick,,,94884506,9F153366,6305EFC5,D59710C4,7C5D21A8,47981F48,B9CFCD64,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,1,5,
DF71EABB,1988486345,4287,normal,0,Manny Armal,Manny Armal,,,708F3D16,9BC0528A,2A0DCADD,B58DDFE0,603C0EB6,6BF911A6,C2CDF341,7A3F0A0E,E40D7BD6,1,13,20,30,38,43,30,38,43,0,12,
DF7389B5,1988593607,948,normal,0,Scot Enguard,Scot Enguard,,,90EEC323,36F41C6B,3657F62A,B341B92F,A87FF167,47981F48,6305EFC5,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,5,4,
DF79536D,1988975903,4550,normal,0,Sergi Hernández,Sergi Hernández,,,57DB682D,0B361368,3899BD0D,CEA9588C,6127FB0F,723D7CA1,A7915C10,180A76C8,6BF911A6,1,13,20,30,38,43,30,38,43,4,11,
DF9E9165,1986699031,2603,normal,0,Nobby Naga,Nobby Naga,,,357B4A6B,A86FFCEF,88C724C3,FC985058,2A0DCADD,6BF911A6,C5B98A76,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,5,8,
DFA12BE2,1985291664,4060,normal,0,Droplit Turkana,Droplit Turkana,,,57DB682D,8C8ABC87,46C049FD,ACBA9D03,DD36D76D,E40D7BD6,BB4394C7,7EFA666A,47981F48,1,13,20,30,38,43,30,38,43,5,2,
DFA1A4AF,1985325789,559,normal,0,Florian Hutter,Florian Hutter,,,357B4A6B,5B918D3B,6228AEBD,C2CDF341,6CFB4F3A,E40D7BD6,4CDB6336,1ED61D8F,6BF911A6,1,13,20,30,38,43,30,38,43,2,1,
DFBE65ED,1984588703,3264,normal,0,Francie Holly,Francie Holly,,,94884506,4A31BCB0,E69B54E0,C5B98A76,CF94147C,723D7CA1,73B38CDF,44D94EDE,6BF911A6,1,13,20,30,38,43,30,38,43,2,6,
DFD5A40C,1981917822,5354,normal,0,Audreen Slumberey,Audreen Slumberey,,,122F1F50,8F884E1D,E69B54E0,E9ED003F,B3E2536E,723D7CA1,A4A8BD63,FD16FB61,6BF911A6,1,13,20,30,38,43,30,38,43,0,3,
DFD6E1C3,1982001073,385,normal,0,Ade Posting,Ade Posting,,,57DB682D,9B48A6AA,546F2DC4,A4A8BD63,FD16FB61,6BF911A6,E9ED003F,2DCA5423,723D7CA1,1,13,20,30,38,43,30,38,43,4,1,
DFEA7DB1,1981707203,1641,normal,0,Payne Outler,Payne Outler,,,D5B95E1F,44C94356,AB6D0E75,400C2F32,028C2178,47981F48,446AA917,F2D34877,723D7CA1,1,13,20,30,38,43,30,38,43,4,9,
DFEB384A,1981756984,2985,normal,0,Rob O'Meca,Rob O'Meca,,,16499975,EA792B82,06494D1C,DFB4AE41,E2F3F24A,D1A8183F,0A06F8B0,7670BFA2,47981F48,1,13,20,30,38,43,30,38,43,0,3,
DFF96BD0,1980589474,3544,normal,0,Quebec,Quebec,,,904D2962,609FE4F7,C8538A82,6FF9BDA0,645A8893,E40D7BD6,3FCB7D73,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,0,8,
E00DD123,1241112401,3423,normal,0,Camellia Travis,Camellia Travis,,,122F1F50,9FB6D927,689DC91F,A06DD107,57E52B7E,47981F48,C5B98A76,AF0B8850,E40D7BD6,1,13,20,30,38,43,30,38,43,1,12,
E0151F14,1239486822,2313,normal,0,Odo Riffeck,Odo Riffeck,,,57DB682D,05F8584F,6B8F360D,1EC61007,43BD3A61,47981F48,546F2DC4,2DCA5423,E40D7BD6,1,13,20,30,38,43,30,38,43,2,7,
E0188C12,-981965091,2725,fabled,8,Tezcat,Tezcat,,,C6BB78EC,3A084E0E,7670BFA2,C6BB78EC,3A084E0E,1EDD1380,7670BFA2,C9F63FDA,1EDD1380,1,13,20,30,38,43,30,38,43,0,1,DBEDB6B8
E01F82B9,1240173771,3206,normal,0,Preston Digitate,Preston Digitate,,,531E0449,D599304B,FE9CFDDB,B52DB206,9C22F29A,D1A8183F,E69B54E0,F8FED67D,723D7CA1,1,13,20,30,38,43,30,38,43,3,2,
E0225B30,1238783298,192,normal,0,Louis Hillside,Louis Hillside,,,90EEC323,F1C1B765,C26E1900,F5A73140,C26E1900,47981F48,B7273F0A,2A1DC755,723D7CA1,1,13,20,30,38,43,30,38,43,3,1,
E022D47D,1238817295,4156,normal,0,Dry Karwack,Dry Karwack,,,046D8ECB,3839D0EB,E3E5A0DB,6542FA8D,3FC55DFC,D1A8183F,7A9CE04F,FA728FDE,723D7CA1,1,13,20,30,38,43,30,38,43,2,8,
E02D6F3A,1238982984,5735,normal,0,Kieran Knavenly,Kieran Knavenly,,,53BDEE08,C1DF0C53,210D15AF,80EE174A,ACAA908B,47981F48,E25E3884,A36F239D,D1A8183F,1,13,20,30,38,43,30,38,43,0,3,
E0389533,1238145857,4972,normal,0,Finnes Grapplefeld,Finnes Grapplefeld,,,16499975,B4962A59,ED8B861A,8F10B7B5,29ACD206,47981F48,FE9CFDDB,F2D34877,E40D7BD6,1,13,20,30,38,43,30,38,43,4,9,
E03FF97C,1238103822,2091,normal,0,Eddy Steady,Eddy Steady,,,531E0449,7F74CD53,F5A73140,CD084057,83C7FBB1,6BF911A6,6305EFC5,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,2,6,
E0559111,1235328867,4328,normal,0,Reina de los dragones,Queen of Dragons,,,90EEC323,10A836C6,FC985058,BDA94B41,7670BFA2,47981F48,681B1DB0,A3C2E953,D1A8183F,1,13,20,30,38,43,30,38,43,3,2,
E0617C8D,1234531071,1517,normal,0,Elsa Roamer,Elsa Roamer,,,53BDEE08,7F74CD53,3657F62A,EC052D23,2B936C6C,6BF911A6,F6B5CE52,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,5,1,
E0674C3F,1234387533,5068,normal,0,Caleb Stonewall,Caleb Stonewall,,,904D2962,44C94356,9A5EF43B,2ABE2D14,3931AF7D,723D7CA1,ED137FB2,3931AF7D,6BF911A6,1,13,20,30,38,43,30,38,43,4,8,
E06AA4DB,1235135145,1706,normal,0,Austin Hobbes,Austin Hobbes,,,904D2962,5CE5F40C,EC052D23,029C2CF0,843B76A6,6BF911A6,1DD4EF15,835F0219,723D7CA1,1,13,20,30,38,43,30,38,43,1,12,
E07A944F,1234082365,3600,normal,0,Soldado de terracota 8,Terracotta Warrior 8,,,D5B95E1F,4DF6224E,0DD16BC6,C17CE612,57F526F6,E40D7BD6,C2CDF341,C26E1900,6BF911A6,1,13,20,30,38,43,30,38,43,5,8,
E0855048,1232166458,4003,normal,0,Marsha Ark,Marsha Ark,,,D5B95E1F,904879D8,400C2F32,7E598C2B,683E235E,723D7CA1,BDA94B41,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,4,5,
E085DF05,1232195959,656,normal,0,Chris Pecracker,Chris Pecracker,,,046D8ECB,F1C1B765,75477E5E,6542FA8D,BD2F9FEE,D1A8183F,F6B5CE52,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,3,4,
E08D745E,1313369198,2441,normal,0,Tu Eigh,Tu Eigh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,12,
E09360C3,1231515313,4612,normal,0,Malik Keos,Malik Keos,1,,122F1F50,0CE207B9,546F2DC4,CFB12A92,CB7446F6,D1A8183F,C5B98A76,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,5,3,
E0962C85,-569201183,3973,hero,5,Buddy Fury,Buddy Fury,,,12A2BBCA,345EFC81,345EFC81,F6B5CE52,345EFC81,345EFC81,,,,1,13,20,30,38,43,0,0,0,4,9,BB678A4E
E0AA5516,1230920548,3690,normal,0,Katya Felis,Katya Felis,,,94884506,645A8893,E8F6F586,906367B9,74741221,E40D7BD6,6B2CDC4C,0A06F8B0,47981F48,1,13,20,30,38,43,30,38,43,1,12,
E0B8068C,1229719806,2914,normal,0,Hilda Brunner,Hilda Brunner,,,531E0449,ED9B8B92,FE9CFDDB,ACAA908B,22871315,6BF911A6,C9F63FDA,F8FED67D,E40D7BD6,1,13,20,30,38,43,30,38,43,4,12,
E0C6F8B8,1228076746,1032,normal,0,Garret Hairtown,Garret Hairtown,,,D1DFD83A,32929A4E,7BB1A137,C2F6E0A8,7776E0BB,47981F48,C2F6E0A8,A06DD107,6BF911A6,1,13,20,30,38,43,30,38,43,4,1,
E0CDAFA3,1228513745,2626,normal,0,Dock Hickory,Dock Hickory,,,D1DFD83A,BDA94B41,BFADE6C2,C1DF0C53,32929A4E,47981F48,FE9CFDDB,F8FED67D,E40D7BD6,1,13,20,30,38,43,30,38,43,5,8,
E0DA6E14,1227776102,4661,normal,0,Vector Vernam,Vector Vernam,,,744A5172,180A76C8,C3DBA1D0,EC3399E2,2A0DCADD,6BF911A6,F41CA91F,82477007,D1A8183F,1,13,20,30,38,43,30,38,43,4,14,
E0F1DFA6,1225118164,5345,normal,0,Ponny Grace,Ponny Grace,,,90EEC323,8488916F,06494D1C,2D69BE62,43BD3A61,47981F48,546F2DC4,A722BBD9,E40D7BD6,1,13,20,30,38,43,30,38,43,4,10,
E10FC594,1224461286,2636,normal,0,Maxwell Mahogany,Maxwell Mahogany,,,455C95D2,10A836C6,17DC4FF1,681B1DB0,FC985058,D1A8183F,603C0EB6,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,1,6,
E1180423,1223428689,4671,normal,0,Rourik Bhatt,Rourik Bhatt,,,D5B95E1F,645A8893,CF94147C,82EABAC9,2A0DCADD,723D7CA1,A709A5B8,D59710C4,47981F48,1,13,20,30,38,43,30,38,43,0,14,
E12368AC,-1002208669,1060,fabled,8,Torch,Torch,,,5F54E15F,29342BAE,6E671B11,29342BAE,6E671B11,6BF911A6,29342BAE,5F54E15F,E40D7BD6,1,13,20,30,38,43,30,38,43,0,6,
E1357691,1220638947,4753,normal,0,Adelaide Plainhart,Adelaide Plainhart,,,904D2962,0E5B6D7C,FE9CFDDB,74741221,F8FED67D,E40D7BD6,FA628256,22871315,6BF911A6,1,13,20,30,38,43,30,38,43,1,7,
E147B532,1219738432,646,normal,0,Frank Meyer,Frank Meyer,,,D1DFD83A,5CE5F40C,F270A236,EE997908,6CFB4F3A,E40D7BD6,3D6C3AB1,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,2,9,
E153A35B,1335278443,2375,normal,0,Navan,Navan,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,5,
E1683F21,1218195795,3698,normal,0,Russo Rosmarus,Russo Rosmarus,,,744A5172,2B936C6C,7776E0BB,3741A4BB,F4BCC4F9,6BF911A6,B341B92F,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,0,9,
E17A6CBB,1217290953,2924,normal,0,Bloomer Topp,Bloomer Topp,,,94884506,EA792B82,C5B98A76,F41CA91F,E2F3F24A,D1A8183F,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,5,8,
E18544CB,1215384249,5212,normal,0,Lysander Trimore,Lysander Trimore,,,90EEC323,06EAA75D,94A60BDD,B341B92F,7C5D21A8,47981F48,7A9CE04F,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,3,11,
