# Pasivas candidatas de cada personaje para las ranuras 1 y 2.
# Leido de las tablas de sorteo del juego, NO observado de la partida.
# Acierto medido contra la partida de Aaron: 94,1% en jugadores normales.
# Los marcados 'fijas_de_historia' llevan pasivas fijas y no siguen el sorteo.
# Lo genera herramientas/construir_pool_pasivas.py.
identidad,personaje,equipo,posicion,ranuras,pasiva_id,pasiva,fijas_de_historia
38BF742E,Maxime Dassier,,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
BF2768E1,Trevor Cook,,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
BF2768E1,Trevor Cook,,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
BF2768E1,Trevor Cook,,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
BF2768E1,Trevor Cook,,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
BF2768E1,Trevor Cook,,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
BF2768E1,Trevor Cook,,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
A63C59A0,Cliff Parker,,DEF,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
A63C59A0,Cliff Parker,,DEF,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
A63C59A0,Cliff Parker,,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
A63C59A0,Cliff Parker,,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
A63C59A0,Cliff Parker,,DEF,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
A63C59A0,Cliff Parker,,DEF,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
A63C59A0,Cliff Parker,,DEF,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
763C88DE,Valentín Eisner,,MED,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
763C88DE,Valentín Eisner,,MED,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
763C88DE,Valentín Eisner,,MED,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
763C88DE,Valentín Eisner,,MED,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
763C88DE,Valentín Eisner,,MED,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
763C88DE,Valentín Eisner,,MED,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
6F27B99F,Nino Nango,,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
6F27B99F,Nino Nango,,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
6F27B99F,Nino Nango,,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
6F27B99F,Nino Nango,,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
6F27B99F,Nino Nango,,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
6F27B99F,Nino Nango,,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
6F27B99F,Nino Nango,,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
440AEA5C,Rolland Bowlby,,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
440AEA5C,Rolland Bowlby,,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
440AEA5C,Rolland Bowlby,,POR,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
440AEA5C,Rolland Bowlby,,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
440AEA5C,Rolland Bowlby,,POR,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
440AEA5C,Rolland Bowlby,,POR,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
440AEA5C,Rolland Bowlby,,POR,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
2945A978,Elliot Ember,Academia Polaris,DEL,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
2945A978,Elliot Ember,Academia Polaris,DEL,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
2945A978,Elliot Ember,Academia Polaris,DEL,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
2945A978,Elliot Ember,Academia Polaris,DEL,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
2945A978,Elliot Ember,Academia Polaris,DEL,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
2945A978,Elliot Ember,Academia Polaris,DEL,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
0268FABB,Eddy O'Ryan,Academia Polaris,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
0268FABB,Eddy O'Ryan,Academia Polaris,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
0268FABB,Eddy O'Ryan,Academia Polaris,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
0268FABB,Eddy O'Ryan,Academia Polaris,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
0268FABB,Eddy O'Ryan,Academia Polaris,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
0268FABB,Eddy O'Ryan,Academia Polaris,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
1B73CBFA,Óscar Pío,Academia Polaris,MED,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
1B73CBFA,Óscar Pío,Academia Polaris,MED,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
1B73CBFA,Óscar Pío,Academia Polaris,MED,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
1B73CBFA,Óscar Pío,Academia Polaris,MED,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
1B73CBFA,Óscar Pío,Academia Polaris,MED,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
1B73CBFA,Óscar Pío,Academia Polaris,MED,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
54325D3D,Oliver Golightly,Academia Polaris,MED,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
54325D3D,Oliver Golightly,Academia Polaris,MED,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
54325D3D,Oliver Golightly,Academia Polaris,MED,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
54325D3D,Oliver Golightly,Academia Polaris,MED,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
54325D3D,Oliver Golightly,Academia Polaris,MED,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
54325D3D,Oliver Golightly,Academia Polaris,MED,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
4D296C7C,Caesar Pike,Academia Polaris,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
4D296C7C,Caesar Pike,Academia Polaris,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
4D296C7C,Caesar Pike,Academia Polaris,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
4D296C7C,Caesar Pike,Academia Polaris,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
4D296C7C,Caesar Pike,Academia Polaris,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
4D296C7C,Caesar Pike,Academia Polaris,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
4D296C7C,Caesar Pike,Academia Polaris,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
66043FBF,Jimmy Nigh,Academia Polaris,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
66043FBF,Jimmy Nigh,Academia Polaris,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
66043FBF,Jimmy Nigh,Academia Polaris,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
66043FBF,Jimmy Nigh,Academia Polaris,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
66043FBF,Jimmy Nigh,Academia Polaris,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
66043FBF,Jimmy Nigh,Academia Polaris,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
66043FBF,Jimmy Nigh,Academia Polaris,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
7F1F0EFE,Acker Reese,Academia Polaris,DEF,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
7F1F0EFE,Acker Reese,Academia Polaris,DEF,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
7F1F0EFE,Acker Reese,Academia Polaris,DEF,1-2,127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
7F1F0EFE,Acker Reese,Academia Polaris,DEF,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
7F1F0EFE,Acker Reese,Academia Polaris,DEF,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
7F1F0EFE,Acker Reese,Academia Polaris,DEF,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
F8871231,Ari Zimmerman,Academia Polaris,DEF,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
F8871231,Ari Zimmerman,Academia Polaris,DEF,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
F8871231,Ari Zimmerman,Academia Polaris,DEF,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
F8871231,Ari Zimmerman,Academia Polaris,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
F8871231,Ari Zimmerman,Academia Polaris,DEF,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
F8871231,Ari Zimmerman,Academia Polaris,DEF,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
F8871231,Ari Zimmerman,Academia Polaris,DEF,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
E19C2370,Cygnus Starkey,Academia Polaris,DEF,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
E19C2370,Cygnus Starkey,Academia Polaris,DEF,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
E19C2370,Cygnus Starkey,Academia Polaris,DEF,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
E19C2370,Cygnus Starkey,Academia Polaris,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
E19C2370,Cygnus Starkey,Academia Polaris,DEF,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
E19C2370,Cygnus Starkey,Academia Polaris,DEF,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
E19C2370,Cygnus Starkey,Academia Polaris,DEF,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
319CF20E,Larry Lyre,Academia Polaris,DEF,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
319CF20E,Larry Lyre,Academia Polaris,DEF,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
319CF20E,Larry Lyre,Academia Polaris,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
319CF20E,Larry Lyre,Academia Polaris,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
319CF20E,Larry Lyre,Academia Polaris,DEF,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
319CF20E,Larry Lyre,Academia Polaris,DEF,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
319CF20E,Larry Lyre,Academia Polaris,DEF,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
2887C34F,Mickey Way,Academia Polaris,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
2887C34F,Mickey Way,Academia Polaris,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
2887C34F,Mickey Way,Academia Polaris,POR,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
2887C34F,Mickey Way,Academia Polaris,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
2887C34F,Mickey Way,Academia Polaris,POR,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
2887C34F,Mickey Way,Academia Polaris,POR,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
2887C34F,Mickey Way,Academia Polaris,POR,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
1AB1A1CD,Holt Northam,Academia Polaris,DEF,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
1AB1A1CD,Holt Northam,Academia Polaris,DEF,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
1AB1A1CD,Holt Northam,Academia Polaris,DEF,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
1AB1A1CD,Holt Northam,Academia Polaris,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
1AB1A1CD,Holt Northam,Academia Polaris,DEF,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
1AB1A1CD,Holt Northam,Academia Polaris,DEF,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
1AB1A1CD,Holt Northam,Academia Polaris,DEF,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
55F0370A,Braveon Halvors,Academia Polaris,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
55F0370A,Braveon Halvors,Academia Polaris,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
55F0370A,Braveon Halvors,Academia Polaris,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
55F0370A,Braveon Halvors,Academia Polaris,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
55F0370A,Braveon Halvors,Academia Polaris,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
4CEB064B,Konrad Hardin,Academia Polaris,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
4CEB064B,Konrad Hardin,Academia Polaris,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
4CEB064B,Konrad Hardin,Academia Polaris,POR,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
4CEB064B,Konrad Hardin,Academia Polaris,POR,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
4CEB064B,Konrad Hardin,Academia Polaris,POR,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
4CEB064B,Konrad Hardin,Academia Polaris,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
67C65588,Aren Yarrow,Academia Polaris,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
67C65588,Aren Yarrow,Academia Polaris,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
67C65588,Aren Yarrow,Academia Polaris,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
67C65588,Aren Yarrow,Academia Polaris,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
67C65588,Aren Yarrow,Academia Polaris,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
67C65588,Aren Yarrow,Academia Polaris,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
142580C8,Heath Moore,Academia Plenilunio,DEL,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
142580C8,Heath Moore,Academia Plenilunio,DEL,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
142580C8,Heath Moore,Academia Plenilunio,DEL,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
142580C8,Heath Moore,Academia Plenilunio,DEL,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
142580C8,Heath Moore,Academia Plenilunio,DEL,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
142580C8,Heath Moore,Academia Plenilunio,DEL,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
3F08D30B,Duske Grayling,Academia Plenilunio,POR,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
2613E24A,Solomon Owle,Academia Plenilunio,DEF,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
2613E24A,Solomon Owle,Academia Plenilunio,DEF,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
2613E24A,Solomon Owle,Academia Plenilunio,DEF,1-2,D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
2613E24A,Solomon Owle,Academia Plenilunio,DEF,1-2,8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
2613E24A,Solomon Owle,Academia Plenilunio,DEF,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
2613E24A,Solomon Owle,Academia Plenilunio,DEF,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
2613E24A,Solomon Owle,Academia Plenilunio,DEF,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
6952748D,Leif Bolt,Academia Plenilunio,DEL,1-2,FD5F303E,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
6952748D,Leif Bolt,Academia Plenilunio,DEL,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
6952748D,Leif Bolt,Academia Plenilunio,DEL,1-2,127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
6952748D,Leif Bolt,Academia Plenilunio,DEL,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
6952748D,Leif Bolt,Academia Plenilunio,DEL,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
704945CC,Oleander Meadows,Academia Plenilunio,DEF,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
704945CC,Oleander Meadows,Academia Plenilunio,DEF,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
704945CC,Oleander Meadows,Academia Plenilunio,DEF,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
704945CC,Oleander Meadows,Academia Plenilunio,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
704945CC,Oleander Meadows,Academia Plenilunio,DEF,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
704945CC,Oleander Meadows,Academia Plenilunio,DEF,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
5B64160F,Raven Vale,Academia Plenilunio,MED,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
5B64160F,Raven Vale,Academia Plenilunio,MED,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
5B64160F,Raven Vale,Academia Plenilunio,MED,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
5B64160F,Raven Vale,Academia Plenilunio,MED,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
5B64160F,Raven Vale,Academia Plenilunio,MED,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
5B64160F,Raven Vale,Academia Plenilunio,MED,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
427F274E,Wolfe Redwood,Academia Plenilunio,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
427F274E,Wolfe Redwood,Academia Plenilunio,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
427F274E,Wolfe Redwood,Academia Plenilunio,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
427F274E,Wolfe Redwood,Academia Plenilunio,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
