# Todos los personajes jugables del juego, con su arbol de tecnicas.
# Lo genera herramientas/construir_base_jugadores.py.
# rN_tipo: que admite esa ranura. LIBRE = cualquier tecnica o hipertecnica.
identidad,indice,string_id,nombre,elemento,posicion,posicion_alt,arquetipo,rareza,equipo,r1_tecnica,r1_tipo,r1_nivel,r2_tecnica,r2_tipo,r2_nivel,r3_tecnica,r3_tipo,r3_nivel,r4_tecnica,r4_tipo,r4_nivel,r5_tecnica,r5_tipo,r5_nivel,r6_tecnica,r6_tipo,r6_nivel,r7_tecnica,r7_tipo,r7_nivel,r8_tecnica,r8_tipo,r8_nivel,r9_tecnica,r9_tipo,r9_nivel
48BC4537,5440,c11731070,Henrietta Kettingham,Viento,MED,DEL,Justicia,normal,Banda juvenil de viento,Amago y esprint,Regate,1,Tiro rotativo,Tiro,13,Hora celestial,LIBRE,20,Círculo de hielo,Regate,30,Danza del viento,Regate,38,Impulso temporal,LIBRE,43,Peces voladores,Tiro,30,Remate en V,Tiro,38,Sobrecarga ardiente,LIBRE,43
CF2459F8,5441,c11731080,Marjorie Piperplume,Bosque,DEF,MED,Juego sucio,normal,Banda juvenil de viento,Robo rodante,Defensa,1,Mirada al futuro,Regate,13,Segadora,LIBRE,20,Telaraña,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Engaño torero,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
D63F68B9,5442,c11731090,Dizzy Fumbleton,Montana,POR,DEF,Brecha,normal,Banda juvenil de viento,Parada poderosa,Parada,1,El muro,Defensa,13,Despeje de leñador,LIBRE,20,Escudo protector,Parada,30,Mordisco de serpiente,Parada,38,Determinación de portero,LIBRE,43,Dientes de roca,Defensa,30,Muralla de Atlantis,Defensa,38,Guardián férreo,LIBRE,43
063FB9C7,5443,c11731100,Donovan Brasswagon,Viento,DEL,DEF,Tension,normal,Banda juvenil de viento,Tiro rasante,Tiro,1,Corte giratorio,Defensa,13,Tiro vendaval,LIBRE,20,Cañón de agua,Tiro,30,Balón de plasma,Tiro,38,Sobrecarga ardiente,LIBRE,43,Ciclón,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
1F248886,5444,c11731110,Liselotte Heartsway,Bosque,MED,DEL,Afinidad,normal,Banda juvenil de viento,Taconazo,Regate,1,Remate dragón,Tiro,13,Regate múltiple,LIBRE,20,Truco balonazo,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43,Balón rodante,Tiro,30,Zapatazo dual,Tiro,38,Sobrecarga ardiente,LIBRE,43
3409DB45,5445,c11731120,Jaslyn Warbleton,Viento,DEF,POR,Justicia,normal,Banda juvenil de viento,Robo rodante,Defensa,1,Tormenta de pétalos,Parada,13,Ciclón doble,LIBRE,20,Ciclón,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43,Gran barrera de coral,Parada,30,Puente sin final,Parada,38,Determinación de portero,LIBRE,43
2D12EA04,5446,c11731130,Francesca Fintootle,Fuego,DEF,POR,Afinidad,normal,Banda juvenil de viento,Regate disimulado,Defensa,1,Destrozataladros,Parada,13,Corte volcánico,LIBRE,20,Grumo pegapasta,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43,Corte de arena,Parada,30,Millón de manos,Parada,38,Determinación de portero,LIBRE,43
7AF94D9A,4764,c11500480,Juniper Cushionne,Viento,MED,DEL,Contra,normal,Banda juvenil de viento,Caño,Regate,1,Tiro rotativo,Tiro,13,Brisa encabritada,LIBRE,20,Aikido,Regate,30,Balón angelical,Regate,38,Impulso temporal,LIBRE,43,Gran tifón,Tiro,30,Remate en V,Tiro,38,Sobrecarga ardiente,LIBRE,43
A870AB28,5101,c11700560,Rockson Grohl,Montana,DEF,MED,Tension,normal,Club de música moderna,Robo rodante,Defensa,1,Patada canguro,Regate,13,Defensa propulsada,LIBRE,20,Jaula de piedra,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43,Regate topo,Regate,30,Espada real,Regate,38,Impulso temporal,LIBRE,43
D6838B03,5118,c11700730,Sadley Lonsom,Viento,DEL,MED,Contra,normal,Club de música moderna,Tiro rasante,Tiro,1,Regate aurora,Regate,13,Bestia del trueno,LIBRE,20,Megalodón,Tiro,30,Remate en V,Tiro,38,Sobrecarga ardiente,LIBRE,43,Aikido,Regate,30,Balón angelical,Regate,38,Catalizador elemental,LIBRE,43
B4EF2A3A,5459,c11733010,Blossom Laine,Fuego,MED,DEF,Brecha,normal,Club de música moderna,Entrada cegadora,Regate,1,Baile de llamas,Defensa,13,Coz 3,LIBRE,20,Salto explosivo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,La flamme,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
9FC279F9,5460,c11733020,Thompson Hummings,Bosque,DEL,POR,Tension,normal,Club de música moderna,Tiro rasante,Tiro,1,Aplastamiento,Parada,13,Remate múltiple,LIBRE,20,Tiro espejismo,Tiro,30,Triángulo letal,Tiro,38,Sobrecarga ardiente,LIBRE,43,Bloqueo doble,Parada,30,Mano ultradimensional,Parada,38,Determinación de portero,LIBRE,43
86D948B8,5461,c11733030,Trebor Donders,Fuego,MED,DEF,Brecha,normal,Club de música moderna,Caño,Regate,1,Superpisotón de sumo,Defensa,13,Entrada de llamas,LIBRE,20,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Zigzag de fuego,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
C998DE7F,5462,c11733040,Liron Suesskind,Viento,DEF,MED,Afinidad,normal,Club de música moderna,Regate disimulado,Defensa,1,Entrada huracán,Regate,13,Zona de seguridad,LIBRE,20,Gran torbellino,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43,Aikido,Regate,30,Balón angelical,Regate,38,Catalizador elemental,LIBRE,43
D083EF3E,5463,c11733050,Marius Harlow,Bosque,POR,DEF,Tension,normal,Club de música moderna,Parada de mano firme,Parada,1,Bola falsa,Defensa,13,Giroparada,LIBRE,20,Bloqueo doble,Parada,30,Mano ultradimensional,Parada,38,Determinación de portero,LIBRE,43,Ataque sombrío,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
FBAEBCFD,5464,c11733060,Raya Sixstring,Viento,DEF,POR,Contra,normal,Club de música moderna,Carga de hombro,Defensa,1,Tormenta de pétalos,Parada,13,Ángel de nieve,LIBRE,20,Flecha huracán,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Gran barrera de coral,Parada,30,Muralla tsunami,Parada,38,Determinación de portero,LIBRE,43
E2B58DBC,5465,c11733070,Minna Smallwood,Montana,MED,DEF,Tension,normal,Club de música moderna,Taconazo,Regate,1,El muro,Defensa,13,Carrera a 3 piernas,LIBRE,20,Guardia acrobática,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43,Defensa propulsada,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
652D9173,5466,c11733080,Cleara Sounds,Fuego,MED,DEL,Justicia,normal,Club de música moderna,Caño,Regate,1,Bomba saltarina,Tiro,13,Esferas luminosas,LIBRE,20,Avance chispeante,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Tiro cegador,Tiro,30,Tiro amasado,Tiro,38,Sobrecarga ardiente,LIBRE,43
7C36A032,5467,c11733090,Hop Sadler,Bosque,DEF,MED,Justicia,normal,Club de música moderna,Robo rodante,Defensa,1,Mirada al futuro,Regate,13,Telaraña,LIBRE,20,Portal dimensional,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Regate múltiple,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43
AC36714C,5468,c11733100,Bang Revell,Viento,DEL,MED,Justicia,normal,Club de música moderna,Tiro rasante,Tiro,1,Entrada huracán,Regate,13,Megalodón,LIBRE,20,Tornado inverso,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43,Entrada tormentosa,Regate,30,Danza del viento,Regate,38,Catalizador elemental,LIBRE,43
B7A05882,4968,c11700070,Hercule Gaillard,Fuego,MED,DEF,Justicia,normal,Club de culturismo,Taconazo,Regate,1,Picadora,Defensa,13,Esferas luminosas,LIBRE,20,Avance chispeante,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Estrella fugaz,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
3038444D,4969,c11700080,Didar Valmont,Bosque,DEF,MED,Juego sucio,normal,Club de culturismo,Jugarreta,Defensa,1,Mirada al futuro,Regate,13,Ataque sombrío,LIBRE,20,Telaraña,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Truco balonazo,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
2923750C,4970,c11700090,Iro Armussel,Viento,DEL,MED,Justicia,normal,Club de culturismo,Tiro rasante,Tiro,1,Torbellino dragón,Regate,13,Superrelámpago,LIBRE,20,Ventisca eterna,Tiro,30,Balón de plasma,Tiro,38,Sobrecarga ardiente,LIBRE,43,Círculo de hielo,Regate,30,Danza del viento,Regate,38,Impulso temporal,LIBRE,43
A192993E,5311,c11719010,Stratos Merrill,Montana,DEF,MED,Brecha,normal,Club de culturismo,Robo rodante,Defensa,1,Acelerón,Regate,13,Jaula de piedra,LIBRE,20,Muro de hierro,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43,Pasos aéreos,Regate,30,Espada real,Regate,38,Catalizador elemental,LIBRE,43
8ABFCAFD,5312,c11719020,Kairo Reaser,Viento,MED,DEF,Juego sucio,normal,Club de culturismo,Taconazo,Regate,1,Giro bobina,Defensa,13,Aikido,LIBRE,20,Entrada tormentosa,Regate,30,Danza del viento,Regate,38,Impulso temporal,LIBRE,43,Gran torbellino,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
93A4FBBC,5313,c11719030,Watt Ownes,Fuego,MED,DEF,Contra,normal,Club de culturismo,Paso engañoso,Regate,1,Picadora,Defensa,13,Esferas luminosas,LIBRE,20,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Corte volcánico,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
DCE56D7B,5314,c11719040,Proteus Flavout,Viento,POR,MED,Justicia,normal,Club de culturismo,Parada de mano firme,Parada,1,Remolino acuático,Regate,13,Barrera de cristal,LIBRE,20,Martillo defensor,Parada,30,Superpuño invencible,Parada,38,Determinación de portero,LIBRE,43,Círculo de hielo,Regate,30,Balón angelical,Regate,38,Impulso temporal,LIBRE,43
C5FE5C3A,5315,c11719050,Olan Ackroyd,Fuego,DEL,DEF,Contra,normal,Club de culturismo,Tiro rasante,Tiro,1,Picadora,Defensa,13,Tiro cegador,LIBRE,20,Cabezazo cohete,Tiro,30,Pájaro de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43,Entrada rodante,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
EED30FF9,5316,c11719060,Evander Greenvale,Bosque,DEL,MED,Afinidad,normal,Club de culturismo,Tiro rasante,Tiro,1,Mirada al futuro,Regate,13,Disparo cósmico,LIBRE,20,Tiro espejismo,Tiro,30,Tiro espectral,Tiro,38,Sobrecarga ardiente,LIBRE,43,Truco balonazo,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43
F7C83EB8,5317,c11719070,Floyn Circuits,Viento,DEF,POR,Justicia,normal,Club de culturismo,Carga de hombro,Defensa,1,Muro dimensional,Parada,13,Zona de seguridad,LIBRE,20,Torre inexpugnable,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43,Muralla de escudos,Parada,30,Muralla tsunami,Parada,38,Determinación de portero,LIBRE,43
70502277,5318,c11719080,Zaydan Smythe,Montana,DEF,MED,Brecha,normal,Club de culturismo,Robo rodante,Defensa,1,Finta bumerán,Regate,13,Muro de hierro,LIBRE,20,Corro de la patata,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43,Corriente negra,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43
694B1336,5319,c11719090,Praiseton Strongshout,Bosque,POR,DEF,Contra,normal,Club de culturismo,Parada poderosa,Parada,1,Robo rápido,Defensa,13,Araña gigante,LIBRE,20,Giroparada,Parada,30,Mano ultradimensional,Parada,38,Determinación de portero,LIBRE,43,Ilusión deslumbrante,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
B94BC248,5320,c11719100,Wheyland Schultz,Bosque,MED,POR,Afinidad,normal,Club de culturismo,Taconazo,Regate,1,Aplastamiento,Parada,13,Truco balonazo,LIBRE,20,Engaño torero,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43,Araña gigante,Parada,30,Manos infinitas,Parada,38,Determinación de portero,LIBRE,43
A050F309,5321,c11719110,Heron Champs,Viento,DEL,MED,Brecha,normal,Club de culturismo,Tiro rasante,Tiro,1,Zigzag chispeante,Regate,13,Cañón de agua,LIBRE,20,Tiro sónico,Tiro,30,Leopardo de la ventisca,Tiro,38,Sobrecarga ardiente,LIBRE,43,Aikido,Regate,30,Túnel tornado,Regate,38,Catalizador elemental,LIBRE,43
D145AA4A,4719,c11500040,Linton Judson,Montana,DEL,MED,Afinidad,normal,Club de judo,Tiro rasante,Tiro,1,Finta bumerán,Regate,13,Remate del tigre,LIBRE,20,Remate gafas,Tiro,30,Baile de mariposas,Tiro,38,Sobrecarga ardiente,LIBRE,43,Corriente negra,Regate,30,Espada real,Regate,38,Impulso temporal,LIBRE,43
D3CC9D86,4964,c11700030,Trane Levitt,Viento,DEL,MED,Brecha,normal,Club de judo,Tiro rasante,Tiro,1,Torbellino dragón,Regate,13,Torbellino trampolín,LIBRE,20,Tiro sónico,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43,Hora celestial,Regate,30,Túnel tornado,Regate,38,Impulso temporal,LIBRE,43
E1FAFF04,4962,c11700010,Domino Guerrera,Bosque,DEF,MED,Afinidad,normal,Club de judo,Regate disimulado,Defensa,1,Regate espejismo,Regate,13,Segadora,LIBRE,20,Ataque sombrío,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Ultraluna,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43
CAD7ACC7,4963,c11700020,Leston Thoreau,Montana,POR,DEF,Justicia,normal,Club de judo,Parada de mano firme,Parada,1,Presa fractal,Defensa,13,Bloqueo firme,LIBRE,20,Romance de los tres reinos,Parada,30,Mano celestial V,Parada,38,Determinación de portero,LIBRE,43,Jaula de piedra,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
414DEE0D,5291,c11717010,Judeau Garb,Montana,MED,DEF,Brecha,normal,Club de judo,Finta de pie,Regate,1,Presa fractal,Defensa,13,Dragón ascendente,LIBRE,20,Regate topo,Regate,30,Espada real,Regate,38,Catalizador elemental,LIBRE,43,Muro de hierro,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
6A60BDCE,5292,c11717020,Belton McGirdle,Fuego,DEF,POR,Tension,normal,Club de judo,Parada en arco,Defensa,1,Parada ardiente,Parada,13,Estrella fugaz,LIBRE,20,Pinzas cortantes,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Mano celestial X,Parada,30,Colmillo de pantera,Parada,38,Determinación de portero,LIBRE,43
737B8C8F,5293,c11717030,Agil Surefall,Bosque,DEF,MED,Contra,normal,Club de judo,Parada en arco,Defensa,1,Espejismo de balón,Regate,13,Segadora,LIBRE,20,Defensa múltiple,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Ultraluna,Regate,30,Himno de Atenea,Regate,38,Catalizador elemental,LIBRE,43
3C3A1A48,5294,c11717040,Bowen Fleurmett,Bosque,MED,DEF,Juego sucio,normal,Club de judo,Amago y esprint,Regate,1,Barrido defensivo,Defensa,13,Engaño torero,LIBRE,20,Truco balonazo,Regate,30,Himno de Atenea,Regate,38,Impulso temporal,LIBRE,43,Portal dimensional,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
25212B09,5295,c11717050,Healan Masson,Viento,MED,DEL,Justicia,normal,Club de judo,Caño,Regate,1,Remate espiral,Tiro,13,Aikido,LIBRE,20,Círculo de hielo,Regate,30,Túnel tornado,Regate,38,Catalizador elemental,LIBRE,43,Ventisca eterna,Tiro,30,Balón de plasma,Tiro,38,Sobrecarga ardiente,LIBRE,43
0E0C78CA,5296,c11717060,Damion Duform,Fuego,MED,DEF,Contra,normal,Club de judo,Entrada cegadora,Regate,1,Picadora,Defensa,13,Coz 3,LIBRE,20,Esferas luminosas,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Zigzag de fuego,Defensa,30,Muralla de Atlantis,Defensa,38,Guardián férreo,LIBRE,43
1717498B,5297,c11717070,Hovard Schulder,Montana,MED,DEL,Tension,normal,Club de judo,Entrada cegadora,Regate,1,Remate Tarzán,Tiro,13,Pasos aéreos,LIBRE,20,Regate topo,Regate,30,Espada real,Regate,38,Catalizador elemental,LIBRE,43,Remate del tigre,Tiro,30,Engranajes aceleradores,Tiro,38,Sobrecarga ardiente,LIBRE,43
3731EC91,5093,c11700480,Alara Belmont,Viento,DEL,MED,Juego sucio,normal,Club de tenis,Tiro rasante,Tiro,1,Entrada huracán,Regate,13,Tiro sónico,LIBRE,20,Peces voladores,Tiro,30,Balón de plasma,Tiro,38,Sobrecarga ardiente,LIBRE,43,Hora celestial,Regate,30,Túnel tornado,Regate,38,Impulso temporal,LIBRE,43
34B538FF,5113,c11700680,Lyla Loveland,Bosque,MED,POR,Juego sucio,normal,Club de tenis,Amago y esprint,Regate,1,Mano celestial,Parada,13,Regate múltiple,LIBRE,20,Ultraluna,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43,Giroparada,Parada,30,Centro de gravedad,Parada,38,Determinación de portero,LIBRE,43
14583B33,5356,c11724010,Ana Santini,Montana,DEF,MED,Contra,normal,Club de tenis,Regate disimulado,Defensa,1,Finta bumerán,Regate,13,Muro de hierro,LIBRE,20,Acrobacia robótica,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43,Guardia acrobática,Regate,30,Espada real,Regate,38,Catalizador elemental,LIBRE,43
3F7568F0,5357,c11724020,Dasher Ballard,Bosque,DEL,MED,Justicia,normal,Club de tenis,Tiro rasante,Tiro,1,Visto y no visto,Regate,13,Bomba acrobática,LIBRE,20,Pentagrama,Tiro,30,Lanza letal,Tiro,38,Sobrecarga ardiente,LIBRE,43,Truco balonazo,Regate,30,Himno de Atenea,Regate,38,Catalizador elemental,LIBRE,43
266E59B1,5358,c11724030,Javor Bonnaire,Viento,DEF,MED,Justicia,normal,Club de tenis,Jugarreta,Defensa,1,Torbellino dragón,Regate,13,Ciclón,LIBRE,20,Ciclón doble,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Brisa encabritada,Regate,30,Balón angelical,Regate,38,Catalizador elemental,LIBRE,43
692FCF76,5359,c11724040,Tobin Tempelhof,Bosque,DEF,POR,Afinidad,normal,Club de tenis,Robo rodante,Defensa,1,Mano celestial,Parada,13,Portal dimensional,LIBRE,20,Bobina eléctrica,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Mano mágica,Parada,30,Centro de gravedad,Parada,38,Determinación de portero,LIBRE,43
7034FE37,5360,c11724050,Shiryu Hanabusa,Fuego,POR,DEF,Tension,normal,Club de tenis,Parada poderosa,Parada,1,Picadora,Defensa,13,Mano celestial X,LIBRE,20,Rompetiros,Parada,30,Manos liberadas,Parada,38,Determinación de portero,LIBRE,43,Pinzas cortantes,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
5B19ADF4,5361,c11724060,Dyne Amic,Viento,MED,DEL,Tension,normal,Club de tenis,Entrada cegadora,Regate,1,Pase cruzado,Tiro,13,Hora celestial,LIBRE,20,Aikido,Regate,30,Patín aéreo,Regate,38,Catalizador elemental,LIBRE,43,,?,30,Balón de plasma,Tiro,38,Sobrecarga ardiente,LIBRE,43
42029CB5,5362,c11724070,Callista Norton,Montana,DEL,MED,Contra,normal,Club de tenis,Tiro rasante,Tiro,1,Finta bumerán,Regate,13,Remate del tigre,LIBRE,20,Bola de fango,Tiro,30,Golpe cataclismo,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Espada real,Regate,38,Catalizador elemental,LIBRE,43
C59A807A,5363,c11724080,Neve Paisley,Fuego,MED,DEF,Tension,normal,Club de tenis,Taconazo,Regate,1,A todo vapor,Defensa,13,Cruce explosivo,LIBRE,20,Esferas luminosas,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Grumo pegapasta,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
DC81B13B,5364,c11724090,Serene Goldwell,Bosque,DEF,POR,Tension,normal,Club de tenis,Regate disimulado,Defensa,1,Agujero negro,Parada,13,Red de caza,LIBRE,20,Portal dimensional,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Presa de sombras,Parada,30,Centro de gravedad,Parada,38,Determinación de portero,LIBRE,43
0C816045,5365,c11724100,Mirko Harding,Fuego,POR,DEF,Contra,normal,Club de tenis,Parada poderosa,Parada,1,A todo vapor,Defensa,13,Despeje de fuerza,LIBRE,20,Lanzallamas,Parada,30,Colmillo de pantera,Parada,38,Determinación de portero,LIBRE,43,La flamme,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
159A5104,5366,c11724110,Clyde Dalen,Fuego,MED,DEF,Tension,normal,Club de tenis,Taconazo,Regate,1,Cortafuegos,Defensa,13,Ataque de garza,LIBRE,20,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Estela ígnea,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
3EB702C7,5367,c11724120,Curia Caldwell,Montana,DEF,DEL,Brecha,normal,Club de tenis,Regate disimulado,Defensa,1,Remate Tarzán,Tiro,13,Acrobacia robótica,LIBRE,20,Corro de la patata,Defensa,30,Muralla de Atlantis,Defensa,38,Guardián férreo,LIBRE,43,Ataque de paladín,Tiro,30,Engranajes aceleradores,Tiro,38,Sobrecarga ardiente,LIBRE,43
27AC3386,5368,c11724130,Ava Ehrenreich,Fuego,DEL,POR,Tension,normal,Club de tenis,Tiro rasante,Tiro,1,Destrozataladros,Parada,13,Granada doble,LIBRE,20,Tiro torre de Osaka,Tiro,30,Flecha de Cupido,Tiro,38,Sobrecarga ardiente,LIBRE,43,Rompetiros,Parada,30,Millón de manos,Parada,38,Determinación de portero,LIBRE,43
327EFA14,4999,c11700380,Zuna Yokochenko,Montana,DEL,MED,Afinidad,normal,Club de sumo,Tiro rasante,Tiro,1,Mina terrestre,Regate,13,Tirachinas,LIBRE,20,Ataque de paladín,Tiro,30,Caída planetaria,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43
F923A472,4971,c11700100,Stouton Savant,Montana,POR,DEF,Contra,normal,Club de sumo,Parada poderosa,Parada,1,Presa fractal,Defensa,13,Golpes de luz,LIBRE,20,Parada en plancha,Parada,30,Parada celestial,Parada,38,Determinación de portero,LIBRE,43,Muro de hierro,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
E0389533,4972,c11700110,Finnes Grapplefeld,Bosque,DEF,MED,Juego sucio,normal,Club de sumo,Jugarreta,Defensa,1,Imagen residual,Regate,13,Defensa múltiple,LIBRE,20,Ataque sombrío,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Truco balonazo,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43
CB15C6F0,4973,c11700120,Barrett Mistbarrow,Montana,DEF,MED,Juego sucio,normal,Club de sumo,Regate disimulado,Defensa,1,Mina terrestre,Regate,13,Muro de hierro,LIBRE,20,Emboscada defensiva,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43,Dragón ascendente,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43
76931E3F,5245,c11712010,Jakell Wardly,Bosque,DEF,MED,Juego sucio,normal,Club de sumo,Robo rodante,Defensa,1,Regate espejismo,Regate,13,Bobina eléctrica,LIBRE,20,Segadora,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Engaño torero,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
5DBE4DFC,5246,c11712020,Bechet Ardevout,Fuego,MED,DEL,Afinidad,normal,Club de sumo,Caño,Regate,1,Bomba saltarina,Tiro,13,Ataque de garza,LIBRE,20,Coz 3,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Tiro cegador,Tiro,30,Futuro negativo,Tiro,38,Sobrecarga ardiente,LIBRE,43
44A57CBD,5247,c11712030,Argion Boneback,Montana,DEL,MED,Justicia,normal,Club de sumo,Tiro rasante,Tiro,1,Confusión,Regate,13,Remate gafas,LIBRE,20,Bola de fango,Tiro,30,Remate unicornio,Tiro,38,Sobrecarga ardiente,LIBRE,43,Dragón ascendente,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
0BE4EA7A,5248,c11712040,Sahl Saltzman,Fuego,MED,DEL,Tension,normal,Club de sumo,Taconazo,Regate,1,Chut granada,Tiro,13,Avance chispeante,LIBRE,20,Cruce explosivo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Remate misil,Tiro,30,Futuro negativo,Tiro,38,Sobrecarga ardiente,LIBRE,43
12FFDB3B,5249,c11712050,Fermin Dealitz,Viento,DEL,MED,Brecha,normal,Club de sumo,Tiro rasante,Tiro,1,Regate aurora,Regate,13,,LIBRE,20,Ventisca eterna,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43,Hora celestial,Regate,30,Patín aéreo,Regate,38,Catalizador elemental,LIBRE,43
39D288F8,5250,c11712060,Ricemond Chowen,Bosque,DEF,MED,Juego sucio,normal,Club de sumo,Jugarreta,Defensa,1,Mirada al futuro,Regate,13,Telaraña,LIBRE,20,Segadora,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Truco balonazo,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
20C9B9B9,5251,c11712070,Vergil Turnaraud,Montana,MED,POR,Brecha,normal,Club de sumo,Caño,Regate,1,Captura excelente,Parada,13,Dragón ascendente,LIBRE,20,Pasos aéreos,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43,Mano celestial,Parada,30,Mano celestial V,Parada,38,Determinación de portero,LIBRE,43
A751A576,5252,c11712080,Chaunce Gambell,Montana,MED,POR,Juego sucio,normal,Club de sumo,Paso engañoso,Regate,1,Captura excelente,Parada,13,Guardia acrobática,LIBRE,20,Dragón ascendente,Regate,30,Espada real,Regate,38,Catalizador elemental,LIBRE,43,Parada de capoeira,Parada,30,Muralla infinita,Parada,38,Determinación de portero,LIBRE,43
BE4A9437,5253,c11712090,Arby Trayton,Viento,POR,DEF,Brecha,normal,Club de sumo,Despeje de puño,Parada,1,Robo fantástico,Defensa,13,Torbellino,LIBRE,20,Malla eléctrica,Parada,30,Puente sin final,Parada,38,Determinación de portero,LIBRE,43,Torre inexpugnable,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
