# Con que busto se dibuja cada personaje debajo de la cara (NOTAS O-148, O-154).
# cuerpo = fichero de 10_icon_chr/uniform/<cuerpo>_l.png, ya en su talla.
# complexion = cuerpo base 3D (c000101..c000401); tipo_cuerpo = 0-7, lo que usa
# el filtro de cuerpo del juego; origen = camiseta / portero / propia / respaldo.
# Lo genera herramientas/construir_cuerpos.py.
identidad,cuerpo,complexion,tipo_cuerpo,origen
BE3A3259,u117403_10_00,c000201,2,camiseta
BE4A9437,u115103_10_00,c000201,2,camiseta
BE51F3B8,u115105_10_00,c000301,4,camiseta
BE52393A,u117403_10_00,c000201,2,camiseta
BE52B677,u010901_10_00,c000101,0,camiseta
BE612585,u112105_10_00,c000301,4,camiseta
BE64471E,u040101_10_00,c000101,0,camiseta
BE6FC2C7,u051806_10_00,c000401,5,respaldo_equipo
BE8F7DDD,u11807130,c000401,6,propia
BE9092F3,u080801_10_00,c000101,0,camiseta
BE9624AB,u111402_10_00,c000101,1,camiseta
BEAE3B0A,u110906_10_00,c000401,5,camiseta
BEB615FF,u020306_10_00,c000401,5,camiseta
BEBD42E4,u040701_10_00,c000101,0,camiseta
BEBDCDA9,u117401_10_00,c000101,0,camiseta
BEC8EBCB,u117403_10_00,c000201,2,camiseta
BEC9AE30,u117401_10_00,c000101,0,camiseta
BECA88C5,u031502_10_00,c000101,1,camiseta
BEDAB851,u050256_10_00,c000401,5,portero
BEDC07AE,u070401_10_00,c000101,0,camiseta
BEE34858,u117401_10_00,c000101,0,camiseta
BEF53242,u117405_10_00,c000301,4,camiseta
BF033AA4,u020401_10_00,c000101,0,camiseta
BF086DBF,u041901_10_00,c000101,0,camiseta
BF0A81FC,u117402_10_00,c000101,1,camiseta
BF0BC407,u117401_10_00,c000101,0,camiseta
BF18D266,u050201_10_00,c000101,0,camiseta
BF21226F,u117405_10_00,c000301,4,camiseta
BF2768E1,u070105_10_00,c000301,4,camiseta
BF375875,u117401_10_00,c000101,0,camiseta
BF45FFF1,u010255_10_00,c000301,4,portero
BF4D17EA,u11807030,c000301,4,propia
BF4D8FC1,u117402_10_00,c000101,1,camiseta
BF52F8C4,u080801_10_00,c000101,0,camiseta
BF53E21D,u081001_10_00,c000101,0,camiseta
BF544E9C,u111401_10_00,c000101,0,camiseta
BF5AD31A,u115104_10_00,c000201,3,camiseta
BF6C513D,u110905_10_00,c000301,4,camiseta
BF6E4DDC,u11010070,c000401,6,propia
BF6F85F7,u117403_10_00,c11500260,2,respaldo_equipo
BF7F28D3,u040703_10_00,c000201,2,camiseta
BF7FA79E,u117401_10_00,c000101,0,camiseta
BF90530D,u117406_10_00,c000401,5,camiseta
BF90DC40,u010907_10_00,c000401,6,camiseta
BF93998F,u115103_10_00,c000201,2,camiseta
BFA34FB2,u112101_10_00,c000101,0,camiseta
BFD3FBFD,u117403_10_00,c000201,2,camiseta
BFD823AB,u117402_10_00,c000101,1,camiseta
BFEF678F,u117405_10_00,c000301,4,camiseta
BFF8586E,u117401_10_00,c000101,0,camiseta
BFFC1B42,u010101_10_00,c000101,0,camiseta
C0061269,u117401_10_00,c000101,0,camiseta
C017AF3E,u071107_10_00,c000401,6,camiseta
C029987A,u040101_10_00,c000101,0,camiseta
C0348D45,u01002610,c000401,6,propia
C03A8E1B,u117401_10_00,c000101,0,camiseta
C03BCBE0,u117406_10_00,c000401,5,camiseta
C04535D4,u020755_10_00,c000301,4,portero
C04EED82,u117402_10_00,c000101,1,camiseta
C05D8C3B,u11010110,c000101,0,propia
C0697545,u115104_10_00,c000201,3,camiseta
C0715705,u117405_10_00,c000301,4,camiseta
C0838E97,u117401_10_00,c000101,0,camiseta
C09205AE,u112106_10_00,c000401,5,camiseta
C09FD427,u071606_10_00,c000401,5,camiseta
C0A11911,u117403_10_00,c000201,2,camiseta
C0A1965C,u010801_10_00,c000101,0,camiseta
C0A37A1F,u117405_10_00,c000301,4,camiseta
C0AC0484,u050701_10_00,c000101,0,camiseta
C0CA6249,u117401_10_00,c000101,0,camiseta
C0D71DFC,u020102_10_00,c000101,1,camiseta
C0DE2D93,u117406_10_00,c000401,5,camiseta
C0E2B1E1,u020603_10_00,c000201,2,camiseta
C0E969B7,u032106_10_00,c000401,5,camiseta
C11C47A4,u117407_10_00,c000401,6,camiseta
C120DBD6,u020602_10_00,c000101,1,camiseta
C12B0380,u032101_10_00,c000101,0,camiseta
C12B8CCD,u042105_10_00,c000301,4,camiseta
C1362E81,u060305_10_00,c000301,4,camiseta
C141E4A0,u117401_10_00,c000101,0,camiseta
C1506F99,u112101_10_00,c000101,0,camiseta
C15C54AE,u021502_10_00,c000101,1,camiseta
C1611028,u117405_10_00,c000301,4,camiseta
C1637326,u117401_10_00,c000101,0,camiseta
C163FC6B,u010801_10_00,c000101,0,camiseta
C1793268,u115101_10_00,c000101,0,camiseta
C1875FE3,u020701_10_00,c000101,0,camiseta
C18C08F8,u040801_10_00,c000101,0,camiseta
C18C87B5,u117402_10_00,c000101,1,camiseta
C19CB721,u050901_10_00,c000101,0,camiseta
C19FE60C,u11010010,c000101,0,propia
C1A6E374,u110401_10_00,c000101,0,camiseta
C1A7351A,u070205_10_00,c000301,4,camiseta
C1B33D32,u117401_10_00,c000101,0,camiseta
C1B3B27F,u060605_10_00,c000301,4,camiseta
C1BE37C1,u02024750,c000101,1,propia
C1C4785E,u117401_10_00,c000101,0,camiseta
C1D5C509,u071105_10_00,c000301,4,camiseta
C1EBF24D,u05020340,c000401,6,propia
C1F8E42C,u117405_10_00,c000301,4,camiseta
C1F9A1D7,u117402_10_00,c000101,1,camiseta
C2038B8D,u020301_10_00,c000101,0,camiseta
C20853DB,u117403_10_00,c000201,2,camiseta
C208DC96,u040701_10_00,c000101,0,camiseta
C219B999,u11010020,c000301,4,propia
C21ABFA1,u111105_10_00,c000301,4,camiseta
C21B3262,u115204_10_00,c000201,3,camiseta
C21BA578,u110901_10_00,c000101,0,camiseta
C223BAD9,u111402_10_00,c000101,1,camiseta
C22D1172,u010107_10_00,c000401,6,respaldo_generico
C23640D0,u115101_10_00,c000101,0,camiseta
C2376611,u060401_10_00,c000101,0,camiseta
C237E95C,u117401_10_00,c000101,0,camiseta
C23A7B84,u117402_10_00,c000101,1,camiseta
C23AE3AF,u11807060,c000101,1,propia
C240AC30,u117406_10_00,c000401,5,camiseta
C256D62A,u117401_10_00,c000101,0,camiseta
C26999DC,u070401_10_00,c000101,0,camiseta
C26F2623,u040102_10_00,c000101,1,camiseta
C27C3042,u117402_10_00,c000101,1,camiseta
C27D75B9,u117402_10_00,c000101,1,camiseta
C28FAC2B,u117405_10_00,c000301,4,camiseta
C29893CA,u117401_10_00,c000101,0,camiseta
C2A40FB8,u117406_10_00,c000401,5,camiseta
C2D4BBF7,u112101_10_00,c000101,0,camiseta
C2E5C446,u117406_10_00,c000401,5,camiseta
C2E72805,u010901_10_00,c000101,0,camiseta
C2E7A748,u117403_10_00,c000201,2,camiseta
C316D1C0,u112106_10_00,c000401,5,camiseta
C3254232,u010903_10_00,c000201,2,camiseta
C325CD7F,u117406_10_00,c000401,5,camiseta
C32607FD,u115108_10_00,c000301,7,camiseta
C327AE71,u117401_10_00,c000101,0,camiseta
C34DC61C,u117402_10_00,c000101,1,camiseta
C35AF9FD,u117405_10_00,c000301,4,camiseta
C35F74EE,u070101_10_00,c000101,0,camiseta
C35FFA3C,u010101_10_00,,,respaldo_generico
C363768D,u041201_10_00,c000101,0,respaldo_equipo
C366658F,u02024730,c000101,1,propia
C36DBDD9,u117401_10_00,c000101,0,camiseta
C382C607,u117406_10_00,c000401,5,camiseta
C394BC1D,u117407_10_00,c000401,6,camiseta
C3ABF3EB,u070403_10_00,c000201,2,camiseta
C3AD4C14,u050207_10_00,c000401,6,camiseta
C3BE5A75,u117401_10_00,c000101,0,camiseta
C3BF1F8E,u117405_10_00,c000301,4,camiseta
C3C1E1BA,u020356_10_00,c000401,5,portero
C3CA39EC,u117401_10_00,c000101,0,camiseta
C3D9CF4F,u110907_10_00,c000401,6,camiseta
C3E1D0EE,u111401_10_00,c000101,0,camiseta
C3E766B6,u080805_10_00,c000301,4,camiseta
C3F5836B,u117405_10_00,c000301,4,camiseta
C3F88998,u11807160,c000301,7,propia
C40C8017,u040101_10_00,c000101,0,camiseta
C41C54CE,u070501_10_00,c000101,0,camiseta
C42C65A3,u117405_10_00,c000301,4,camiseta
C42CEAEE,u010701_10_00,c000101,0,camiseta
C42E06AD,u117405_10_00,c000301,4,camiseta
C4438DC2,u115107_10_00,c000401,6,camiseta
C4535121,u117401_10_00,c000101,0,camiseta
C45677CB,u111602_10_00,c000101,1,camiseta
C4641505,u031003_10_00,c000201,2,camiseta
C4649A48,u040453_10_00,c000201,2,portero
C48AC757,u115104_10_00,c000201,3,camiseta
C48B6EDB,u117401_10_00,c000101,0,camiseta
C48BE196,u061405_10_00,c000301,4,camiseta
C491A0D8,u115101_10_00,c000101,1,camiseta
C496CC97,u030651_10_00,c000101,0,portero
C4A176E5,u112302_10_00,c000101,1,camiseta
C4A4E4C8,u050107_10_00,c000401,6,camiseta
C4B6B752,u117401_10_00,c000101,0,camiseta
C4B7F2A9,u117402_10_00,c000101,1,camiseta
C4C39130,u117403_10_00,c000201,2,camiseta
C4C84966,u021253_10_00,c000201,2,portero
C4DB5F07,u117401_10_00,c000101,0,camiseta
C4DEBC31,u117405_10_00,c000301,4,camiseta
C4E87832,u11140510,c000401,6,propia
C4FC2BB7,u117401_10_00,c000101,0,camiseta
C501744A,u041001_10_00,c000101,0,camiseta
C501FB07,u117401_10_00,c000101,0,camiseta
C50A2351,u021201_10_00,c000101,0,camiseta
C5193530,u117401_10_00,c000101,0,camiseta
C51CD606,u117402_10_00,c000101,1,camiseta
C53E4180,u117401_10_00,c000101,0,camiseta
C53ECECD,u060705_10_00,c000301,4,camiseta
C54904EC,u117401_10_00,c000101,0,camiseta
C553CAEF,u115103_10_00,c000201,2,camiseta
C554A6A0,u030605_10_00,c000301,4,camiseta
C5631CD2,u112302_10_00,c000101,1,camiseta
C5668EFF,u050105_10_00,c000301,4,camiseta
C5735C83,u031451_10_00,c000101,0,portero
C574DD65,u117407_10_00,c000401,6,camiseta
C575989E,u117401_10_00,c000101,0,camiseta
C5913B16,u117401_10_00,c000101,0,camiseta
C593B17D,u081207_10_00,c000401,6,camiseta
C5941DFC,u111602_10_00,c000101,1,camiseta
C59A807A,u115101_10_00,c000101,1,camiseta
C5A6F07F,u040406_10_00,c000401,5,camiseta
C5ADA764,u021301_10_00,c000101,0,camiseta
C5C7F97F,u050105_10_00,c000301,4,respaldo_equipo
C5D35950,u021206_10_00,c000401,5,camiseta
C5E73B81,u070305_10_00,c000301,4,camiseta
C5EC6C9A,u117401_10_00,c000101,0,camiseta
C5EE0F94,u117407_10_00,c000401,6,camiseta
C5EE80D9,u010755_10_00,c000301,4,portero
C5FE5C3A,u115106_10_00,c000401,5,camiseta
C615EF78,u117407_10_00,c000401,6,camiseta
C6222411,u045606_10_00,c000401,5,camiseta
C6284129,u110308_10_00,c000301,7,camiseta
C629730A,u020906_10_00,c000401,5,camiseta
C62FEDA8,u080701_10_00,c000101,0,camiseta
C63F0910,u117401_10_00,c000101,0,camiseta
C65B6754,u071702_10_00,c000101,1,camiseta
C668B8F4,u117401_10_00,c000101,0,camiseta
C66A54B7,u010601_10_00,c000101,0,camiseta
C66ADBFA,u117405_10_00,c000301,4,camiseta
C67779B6,u040301_10_00,c000101,0,respaldo_equipo
C6852F69,u117402_10_00,c000101,1,camiseta
C685A024,u041201_10_00,c000101,0,camiseta
C68B09DE,u011001_10_00,c000101,0,camiseta
C69DE15E,u05029710,c000301,4,propia
C6A554AC,u117403_10_00,c000201,2,camiseta
C6BA1AA3,u060801_10_00,c000101,0,camiseta
C6BA95EE,u117401_10_00,c000101,0,camiseta
C6CDD082,u117405_10_00,c000301,4,camiseta
C6CE954D,u115101_10_00,c000101,0,camiseta
C6E25A91,u050106_10_00,c000401,5,camiseta
C6F0090B,u117403_10_00,c000201,2,camiseta
C6F14CF0,u117401_10_00,c000101,0,camiseta
C70F35F8,u061501_10_00,c000101,0,camiseta
C70FBAB5,u117407_10_00,c000401,6,camiseta
C72B0D11,u040101_10_00,c000101,0,camiseta
C732633C,u117406_10_00,c000401,5,camiseta
C73326C7,u117403_10_00,c000201,2,camiseta
C747455E,u117405_10_00,c000301,4,camiseta
C7670F62,u041801_10_00,c000101,0,respaldo_equipo
C7673E9B,u117406_10_00,c000401,5,camiseta
C778FFD9,u117401_10_00,c000101,0,camiseta
C78AA906,u061305_10_00,c000301,4,camiseta
C7A0081B,u071601_10_00,c000101,0,camiseta
C7A7A650,u117401_10_00,c000101,0,camiseta
C7A83E80,u010605_10_00,c000301,4,camiseta
C7A8B1CD,u117403_10_00,c000201,2,camiseta
C7AAD2C3,u117401_10_00,c000101,0,camiseta
C7B51381,u040301_10_00,c000101,0,camiseta
C7D2711F,u11802040,c000101,0,propia
C7D482E7,u080205_10_00,c000301,4,camiseta
C7D7854F,u117406_10_00,c000401,5,camiseta
C7DED260,u115101_10_00,c000101,1,camiseta
C7E04E26,u045605_10_00,c000301,4,camiseta
C7EA2B1E,u110305_10_00,c000301,4,camiseta
C7EB193D,u020901_10_00,c000101,0,camiseta
C7FD6327,u117407_10_00,c000401,6,camiseta
C803D2BB,u051201_10_00,c000101,0,camiseta
C806BEC0,u117401_10_00,c000101,0,camiseta
C8118121,u117407_10_00,c000401,6,camiseta
C81600C7,u031101_10_00,c000101,0,camiseta
C82C58A8,u117405_10_00,c000301,4,camiseta
C82CD7E5,u030506_10_00,c000401,5,camiseta
C8536C2A,u117401_10_00,c000101,0,camiseta
C85B1DC4,u117407_10_00,c000401,6,camiseta
C85E9B0B,u11500050,c000101,1,propia
C864280E,u020205_10_00,c000301,4,respaldo_equipo
C873E9B9,u112205_10_00,c000301,4,camiseta
C879050F,u011001_10_00,c000101,0,camiseta
C882C9D5,u080301_10_00,c000101,0,camiseta
C8889952,u115107_10_00,c000401,6,camiseta
C88B53D0,u117405_10_00,c000301,4,camiseta
C88BDC9D,u011401_10_00,c000101,0,camiseta
C891129E,u115103_10_00,c000201,2,camiseta
C89F4EEC,u040601_10_00,c000101,0,respaldo_equipo
C8A4568E,u040105_10_00,c000301,4,camiseta
C8B60514,u117403_10_00,c000201,2,camiseta
C8BC602C,u110205_10_00,c000301,4,camiseta
C8C32376,u030305_10_00,c000301,4,camiseta
C8C8FB20,u117402_10_00,c000101,1,camiseta
C8E358B3,u117402_10_00,c000101,1,camiseta
C8EC4512,u115101_10_00,c000101,1,camiseta
C9014941,u030351_10_00,c000101,0,portero
C90A9117,u117405_10_00,c000301,4,camiseta
C9172A5D,u115107_10_00,c000401,6,camiseta
C9213284,u117402_10_00,c000101,1,camiseta
C934291E,u010101_10_00,c000101,0,camiseta
C940A3E2,u080306_10_00,c000401,5,camiseta
C94939E7,u117406_10_00,c000401,5,camiseta
C95378A9,u115101_10_00,c000101,0,camiseta
C95E9877,u061705_10_00,c000301,4,camiseta
C9746F23,u117401_10_00,c000101,0,camiseta
C97E0A1B,u110201_10_00,c000101,0,camiseta
C9947D00,u11804070,c000301,4,propia
C998DE7F,u115101_10_00,c000101,0,camiseta
C99977F3,u117407_10_00,c000401,6,camiseta
C999F8BE,u061105_10_00,c000301,4,camiseta
C99CF13C,u11500150,c000101,1,propia
C9A64239,u041301_10_00,c000101,0,camiseta
C9A67F94,u040701_10_00,c000101,0,respaldo_equipo
C9B1838E,u112206_10_00,c000401,5,camiseta
C9B6FDE0,u050605_10_00,c000301,4,camiseta
C9BB6F38,u011001_10_00,c000101,0,camiseta
C9C1B88C,u051203_10_00,c000201,2,camiseta
C9C4D4F7,u117405_10_00,c000301,4,camiseta
C9D3EB16,u117402_10_00,c000101,1,camiseta
C9EE329F,u117407_10_00,c000401,6,camiseta
CA182552,u115105_10_00,c000301,4,camiseta
CA1DA39D,u117405_10_00,c000301,4,camiseta
CA229657,u041401_10_00,c000101,0,camiseta
CA29C14C,u021705_10_00,c000301,4,camiseta
CA3557E0,u112206_10_00,c000401,5,camiseta
CA444696,u118101_10_00,c000101,0,camiseta
CA456CE2,u051302_10_00,c000101,1,camiseta
CA573F78,u117401_10_00,c000101,0,camiseta
CA6AE6F1,u117401_10_00,c000101,0,camiseta
CA847E78,u117401_10_00,c000101,0,respaldo_equipo
CA8875CB,u010201_10_00,c000101,0,camiseta
CA8E4579,u117402_10_00,c000101,1,camiseta
CAA81708,u115107_10_00,c000401,6,camiseta
CAB19A09,u11010030,c000301,4,propia
CAC06837,u11803090,c000401,5,propia
CAC256CE,u111708_10_00,c000301,7,camiseta
CACDED89,u117401_10_00,c000101,0,camiseta
CAD0C088,u117401_10_00,c000101,0,camiseta
CAD7ACC7,u115107_10_00,c000401,6,respaldo_equipo
CAEF7A0F,u117401_10_00,c000101,0,camiseta
CAF0BB4D,u117403_10_00,c000201,2,camiseta
CAFA26E0,u117406_10_00,c000401,5,camiseta
CB003CF9,u111703_10_00,c000201,2,camiseta
CB00F04E,u070901_10_00,c000101,0,camiseta
CB029A2B,u051102_10_00,c000101,1,camiseta
CB0F08F3,u011305_10_00,c000301,4,camiseta
CB0F87BE,u117405_10_00,c000301,4,camiseta
CB12AABF,u117401_10_00,c000101,0,camiseta
CB15C6F0,u115107_10_00,c000401,6,respaldo_equipo
CB2082E0,u117407_10_00,c000401,6,camiseta
CB2D1038,u117401_10_00,c000101,0,camiseta
CB32D17A,u117405_10_00,c000301,4,camiseta
CB384CD7,u117405_10_00,c000301,4,camiseta
CB47F718,u030105_10_00,c000301,4,camiseta
CB4A1FFC,u070701_10_00,c000101,0,camiseta
CB4C2F4E,u117403_10_00,c000201,2,camiseta
CB8706D5,u051305_10_00,c000301,4,camiseta
CB95554F,u117402_10_00,c000101,1,camiseta
CBA8038B,u030301_10_00,c000101,0,camiseta
CBA88CC6,u117406_10_00,c000401,5,camiseta
CBBB7F46,u061701_10_00,c000101,0,camiseta
CBC7EBEA,u115108_10_00,c000301,7,camiseta
CBDA4F65,u115101_10_00,c000101,1,camiseta
CBDFC9AA,u117407_10_00,c000401,6,camiseta
CBE0FC60,u041456_10_00,c000401,5,portero
CBF73DD7,u112205_10_00,c000301,4,camiseta
CBFF3D22,u117405_10_00,c000301,4,camiseta
CC062F62,u117405_10_00,c000301,4,camiseta
CC06A02F,u011103_10_00,c000201,2,camiseta
CC10DA35,u021806_20_00,c000401,5,camiseta
CC1C6E2C,u117206_10_00,c000401,5,respaldo_equipo
CC2437A9,u060905_10_00,c000301,4,camiseta
CC3B79A6,u117405_10_00,c000301,4,camiseta
CC409AF2,u020903_10_00,c000201,2,camiseta
CC458792,u117407_10_00,c000401,6,camiseta
CC4E5FC4,u030407_10_00,c000401,6,camiseta
CC53FD88,u117406_10_00,c000401,5,camiseta
CC54FADE,u11010010,c000101,0,propia
CC5885FA,u11030011,c000101,0,propia
CC6F61FA,u117407_10_00,c000401,6,camiseta
CC704CCF,u115103_10_00,c000201,2,camiseta
CC7718BE,u021203_10_00,c000201,2,camiseta
CC7CEFB0,u11801040,c000301,4,propia
CC8EAE09,u051805_10_00,c000301,4,camiseta
CC8F847D,u010202_10_00,c000101,1,camiseta
CC9030C1,u010101_10_00,,,respaldo_generico
CC9CFD93,u117401_10_00,c000101,0,camiseta
CCA1241A,u117406_10_00,c000401,5,camiseta
CCA1AB57,u117402_10_00,c000101,1,camiseta
CCB12D84,u080906_10_00,c000401,5,camiseta
CCB79BDC,u111505_10_00,c000301,4,camiseta
CCC5B975,u021005_10_00,c000301,4,camiseta
CCD66176,u117401_10_00,c000101,0,camiseta
CCDDDA1A,u117201_10_00,c000101,0,camiseta
CCDE1098,u117405_10_00,c000301,4,camiseta
CD140B41,u117401_10_00,c000101,0,camiseta
CD1FB02D,u117203_10_00,c000201,2,camiseta
CD289733,u117401_10_00,c000101,0,camiseta
CD333AC4,u021502_10_00,c000101,1,camiseta
CD3CFF3C,u11220510,c000101,0,propia
CD3FD2EE,u010901_10_00,c000101,0,camiseta
CD4DEE4A,u010208_10_00,c000301,7,camiseta
CD5E97A4,u117406_10_00,c000401,5,camiseta
CD600BE2,u115101_10_00,c000101,1,camiseta
CD634E2D,u117403_10_00,c000201,2,camiseta
CD7347B3,u080901_10_00,c000101,0,camiseta
CD75F1EB,u111508_10_00,c000301,7,camiseta
CD87EDA5,u117401_10_00,c000101,0,camiseta
CD8C35F3,u030456_10_00,c000401,5,portero
CD9197BF,u117405_10_00,c000301,4,camiseta
CDA2DF27,u051703_10_00,c000201,2,respaldo_equipo
CDAD0BCD,u117405_10_00,c000301,4,camiseta
CDC13E48,u11808100,c000401,5,propia
CDC1A663,u117403_10_00,c000201,2,camiseta
CDC44555,u117402_10_00,c000101,1,camiseta
CDD2B002,u021801_20_00,c000101,0,camiseta
CDDE041B,u115101_10_00,c000101,0,camiseta
CDE4A0E1,u041855_10_00,c000301,4,portero
CDF91391,u117407_10_00,c000401,6,camiseta
CE0339CB,u117401_10_00,c000101,0,camiseta
CE08E19D,u030551_10_00,c000101,0,portero
CE341ED5,u115108_10_00,c000301,7,camiseta
CE40913B,u117402_10_00,c000101,1,camiseta
CE4467E5,u117401_10_00,c000101,0,camiseta
CE5AD075,u115101_10_00,c000101,0,camiseta
CE6A3172,u041801_10_00,c000101,0,respaldo_equipo
CE7DC7FF,u117401_10_00,c000101,0,camiseta
CE838E3B,u071001_10_00,c000101,0,camiseta
CE90DF2F,u117401_10_00,c000101,0,camiseta
CE98AEC1,u06039110,c000301,4,propia
CEAC435D,u117406_10_00,c000401,5,camiseta
CEAFEAE5,u041501_10_00,c000101,0,camiseta
CEB82B52,u112201_10_00,c000101,0,camiseta
CEBF553C,u050401_10_00,c000101,0,camiseta
CEDA43CA,u117402_10_00,c000101,1,camiseta
CEE7150E,u117401_10_00,c000101,0,camiseta
CEE79A43,u117401_10_00,c000101,0,camiseta
CF0A7A67,u051702_10_00,c000101,1,camiseta
CF0ADDD0,u111805_10_00,c000301,4,camiseta
CF1829FD,u117402_10_00,c000101,1,camiseta
CF2459F8,u115104_10_00,c000201,3,camiseta
CF257F39,u061701_10_00,c000101,0,camiseta
CF25F074,u117401_10_00,c000101,0,camiseta
CF52B518,u117407_10_00,c000401,6,camiseta
CF5733D7,u115101_10_00,c000101,1,camiseta
CF5AC4F6,u06039010,c000301,4,propia
CF6D80D2,u041556_10_00,c000401,5,portero
CF6E296A,u117407_10_00,c000401,6,camiseta
CF827441,u011203_10_00,c000201,2,camiseta
CF82FB0C,u117401_10_00,c000101,0,camiseta
CF84BD3C,u051607_10_00,c000401,6,respaldo_equipo
CF860DD2,u117401_10_00,c000101,0,camiseta
CF98BA42,u010108_10_00,c000301,7,camiseta
CFA58BDD,u051702_10_00,c000101,1,respaldo_equipo
CFBFADC8,u117405_10_00,c000301,4,camiseta
CFC153FC,u117403_10_00,c000201,2,camiseta
CFCA8BAA,u030501_10_00,c000101,0,camiseta
CFD747C3,u040155_10_00,c000301,4,portero
CFED136D,u115104_10_00,c000201,3,camiseta
D00C1B1C,u115107_10_00,c000401,6,camiseta
D011A056,u117401_10_00,c000101,0,camiseta
D01A7800,u030301_10_00,c000101,0,camiseta
D02F185F,u010101_10_00,c000101,0,camiseta
D03A03C5,u117405_10_00,c000301,4,camiseta
D04849E8,u115101_10_00,c000101,0,camiseta
D05208A6,u117404_10_00,c000201,3,camiseta
D05287EB,u011407_10_00,c000401,6,camiseta
D05B92A3,u080305_10_00,c000301,4,camiseta
D05DE84C,u070101_10_00,c000101,0,camiseta
D05F14ED,u061701_10_00,c000101,0,camiseta
D0653B5A,u110205_10_00,c000301,4,camiseta
D06F5E62,u117401_10_00,c000101,0,camiseta
D08246B2,u117401_10_00,c000101,0,camiseta
D082C9FF,u061105_10_00,c000301,4,camiseta
D083EF3E,u115101_10_00,c000101,0,camiseta
D087C07D,u11500140,c000301,4,propia
D08F4C41,u11804060,c000401,6,propia
D0A05E79,u011003_10_00,c000201,2,camiseta
D0AAB2CF,u112203_10_00,c000201,2,camiseta
D0ADCCA1,u050603_10_00,c000201,2,camiseta
D0BD7378,u041301_10_00,c000101,0,camiseta
D0C8DA57,u117406_10_00,c000401,5,camiseta
D0DA89CD,u051202_10_00,c000101,1,camiseta
D0DFE5B6,u117407_10_00,c000401,6,camiseta
D0F503DE,u117405_10_00,c000301,4,camiseta
D10AB060,u117401_10_00,c000101,0,camiseta
D118E3FA,u051202_10_00,c000101,1,camiseta
D11D8F81,u117407_10_00,c000401,6,camiseta
D13769E9,u117405_10_00,c000301,4,camiseta
D137E6A4,u030501_10_00,c000101,0,camiseta
D1402C85,u117401_10_00,c000101,0,camiseta
D145AA4A,u11500040,c000401,6,propia
D1485D6B,u117401_10_00,c000101,0,camiseta
D18A23DF,u115105_10_00,c000301,4,respaldo_equipo
D1906291,u117401_10_00,c000101,0,camiseta
D190EDDC,u011401_10_00,c000101,0,camiseta
D193A813,u115105_10_00,c000301,4,camiseta
D199F894,u080305_10_00,c000301,4,camiseta
D1AD3455,u117403_10_00,c000201,2,camiseta
D1B08725,u041901_10_00,c000101,0,camiseta
D1BF67CF,u05026760,c000301,4,propia
D1D3CA61,u117401_10_00,c000101,0,camiseta
D1D81237,u030303_10_00,c000201,2,camiseta
D1F77453,u115104_10_00,c000201,3,camiseta
D1F869F2,u117402_10_00,c000101,1,camiseta
D2099BFE,u117402_10_00,c000101,1,camiseta
D20EF7B1,u115101_10_00,c000101,0,camiseta
D21439B2,u011302_10_00,c000101,1,camiseta
D214B6FF,u117405_10_00,c000301,4,camiseta
D219AB6A,u051101_10_00,c000101,0,camiseta
D2237D96,u117405_10_00,c000301,4,camiseta
D229E03B,u117407_10_00,c000401,6,camiseta
D230648A,u117403_10_00,c11500260,2,respaldo_equipo
D234534B,u042001_10_00,c000101,0,camiseta
D2362179,u117407_10_00,c000401,6,camiseta
D23BB3A1,u117403_10_00,c000201,2,camiseta
D2512EBD,u070551_20_00,c000101,0,portero
D2571E0F,u117405_10_00,c000301,4,camiseta
D25CC659,u030101_20_00,c000101,0,camiseta
D28E640E,u117407_10_00,c000401,6,camiseta
D29C3794,u051303_10_00,c000201,2,camiseta
D2B332CA,u030303_10_00,c000201,2,camiseta
D2B3BD87,u117407_10_00,c000401,6,camiseta
D2BCED3C,u050608_10_00,c000301,7,respaldo_equipo
D2C17E24,u11500240,c000301,4,propia
D2C4F8EB,u117401_10_00,c000101,0,camiseta
D2DCDAAB,u115103_10_00,c000201,2,camiseta
D2E40C63,u117403_10_00,c000201,2,camiseta
D2F09A3A,u021756_10_00,c000401,5,portero
D3031413,u115101_10_00,c000101,1,camiseta
D30692DC,u117401_10_00,c000101,0,camiseta
D30FB7F5,u021401_10_00,c000101,0,camiseta
D3266654,u030101_20_00,c000101,0,camiseta
D32E66A1,u112203_10_00,c000201,2,camiseta
D332F00D,u021706_10_00,c000401,5,camiseta
D339A716,u041401_10_00,c000101,0,camiseta
D34C0E39,u117406_10_00,c000401,5,camiseta
D35E5DA3,u051302_10_00,c000101,1,camiseta
D35F77D7,u11080500,c11080500,0,propia
D371D7B0,u117401_10_00,c000101,0,camiseta
D393448A,u010206_10_00,c000401,5,camiseta
D3957438,u117401_10_00,c000101,0,camiseta
D3B32649,u115106_10_00,c000401,5,camiseta
D3CBF1C9,u117401_10_00,c000101,0,camiseta
D3CC9D86,u115106_10_00,c000401,5,respaldo_equipo
D3D65385,u011302_10_00,c000101,1,camiseta
D3D6DCC8,u117404_10_00,c000201,3,camiseta
D3D9678F,u111701_10_00,c000101,0,camiseta
D3DB5976,u11803080,c000301,7,propia
D3E117A1,u117406_10_00,c000401,5,camiseta
D3EB8A0C,u117401_10_00,c000101,0,camiseta
D3F26B6C,u031101_10_00,c000101,0,camiseta
