# Con que fila de stats-tabla.csv se busca cada personaje.
# El rango lo trae el personaje de fabrica y no cambia; la
# rareza de la partida entra como multiplicador (NOTAS O-114).
identidad,posicion,posicion_alt,patron,rango
77983E9D,4,2,0,0
7799185C,4,3,0,0
77999711,1,4,1,0
77A44E98,3,4,1,0
77B4C1EC,3,2,1,0
77C7E791,1,2,0,0
77D168FA,2,3,1,1
77D1E7B7,1,4,1,1
77D24E0F,4,2,1,0
77E6A393,3,4,1,2
77EED27D,4,3,0,0
7800CB40,1,3,1,1
78037580,3,2,0,0
78158BF0,4,2,1,3
781DF139,3,4,0,0
783DFFC3,1,3,1,2
783FE9F2,2,3,0,0
7851E270,1,3,1,0
78550ED2,4,3,0,1
78571227,3,2,0,3
785ED684,2,4,0,0
78624AF6,2,3,0,0
7886E97E,2,3,0,0
7887AC85,4,2,0,0
78BA750C,3,4,0,0
78BAFA41,3,4,1,0
78CD3060,4,3,1,0
78D51220,2,3,0,0
78DC2327,2,3,0,1
78DD39FE,3,2,1,0
78E28ADE,3,2,1,0
78EA44D0,1,3,1,1
78F28AE7,3,2,0,0
790F5A57,4,3,1,0
791E4910,1,2,1,0
791F53C9,4,2,0,1
7920D044,3,4,0,0
7920E0E9,4,3,1,0
79282EE7,2,3,0,1
79306F9D,2,3,0,0
7930E0D0,3,4,1,0
7939FA38,3,4,1,1
7945C6B2,3,2,0,0
7968D308,4,3,0,1
79781F3B,2,3,1,0
797D99F4,2,4,0,2
798A49E4,3,4,0,0
799764E5,4,1,1,0
799CBCB3,3,2,1,0
79A020C1,2,3,1,0
79C11FB7,4,3,1,0
79C5550D,3,4,0,0
79D291FD,3,4,1,0
79D7E1C7,2,3,1,3
79DF9B0E,3,4,1,0
79E24287,4,3,0,1
79FD83C5,2,3,1,0
7A13B08B,4,2,1,0
7A1868DD,1,3,1,0
7A24F4AF,2,4,1,0
7A28739F,2,4,1,2
7A33CB4E,2,3,1,0
7A5B4F60,1,3,1,0
7A74C573,3,2,0,3
7A8684CA,4,2,1,0
7A8A27B5,4,1,0,0
7A8B8E39,2,4,0,0
7A9CBC3C,1,4,1,0
7AA215C5,2,3,1,0
7AA4042A,3,4,0,1
7AA4A39D,2,3,1,0
7AA996F2,3,2,1,0
7AACFA89,2,3,1,3
7AB434BE,4,2,1,0
7AB4BBF3,2,3,1,3
7AC05727,3,4,0,0
7AC112DC,4,3,1,0
7AD34146,3,4,0,0
7AEAB14F,1,3,0,0
7AF94D9A,3,2,0,0
7AFCCB55,1,4,0,0
7B023D10,4,3,1,0
7B0378EB,4,2,0,0
7B112B71,4,2,1,0
7B28DB78,4,3,1,0
7B2CEAAF,2,3,1,1
7B3EA162,4,3,0,0
7B4476D6,1,2,1,0
7B49E40E,1,4,0,0
7B5ED60B,3,1,0,0
7B607FF2,4,3,1,0
7B66C9AA,3,2,1,0
7B6BFCC5,4,3,0,0
7B6E90BE,2,3,1,3
7B765E89,3,4,1,0
7B992557,3,4,0,1
7B99AA1A,2,3,1,1
7B9A6098,4,1,0,0
7BA4FCDE,4,3,1,1
7BB218B5,2,3,1,4
7BC8FC49,3,4,0,0
7BD1DABC,4,3,0,0
7BDA02EA,2,4,0,0
7BE69E98,3,2,1,0
7BEA19A8,3,4,0,3
7BF1A179,4,2,0,0
7BF4253C,3,2,0,1
7C046BF3,4,3,1,0
7C0AD037,4,3,1,0
7C1883AD,4,3,0,0
7C2AABF2,1,3,1,0
7C2DC7BD,2,4,0,0
7C328F71,3,2,0,1
7C36A032,4,3,0,0
7C3709BE,3,4,1,0
7C3786F3,3,4,0,0
7C404CD2,2,3,0,0
7C55103D,2,4,1,0
7C673862,1,4,1,0
7C7FF655,4,3,0,0
7C850D27,1,3,1,0
7C908D8B,3,2,1,1
7C95A4C5,4,1,1,1
7CD3AA36,1,4,1,0
7CD71DC7,4,2,0,4
7CD7D8D7,3,1,1,1
7CD87260,4,3,1,0
7CE9712E,4,3,1,2
7CEF3644,3,4,1,0
7D11C001,4,1,1,0
7D1A1857,2,3,0,0
7D26E71F,1,4,0,0
7D2B1B19,3,2,1,1
7D2D5C73,3,2,0,1
7D423B5F,3,4,0,0
7D52E7BC,2,3,0,0
7D8226E5,1,3,1,0
7D82A9A8,2,3,1,1
7D977A0A,2,3,0,0
7DA55255,2,3,1,1
7DADACF6,3,4,0,0
7DBD9C62,4,3,1,0
7DC23AD9,2,4,1,4
7DC601C4,4,3,1,0
7DC8BA00,2,4,1,0
7DDAE99A,3,4,0,0
7DE8C1C5,4,3,1,0
7DEFAD8A,4,2,0,0
7DF0E546,2,4,1,0
7DF56389,3,4,1,0
7E033F09,3,2,0,0
7E067DC6,3,4,0,0
7E06F28B,1,3,0,0
7E1F5B67,1,4,1,0
7E39480C,1,4,1,0
7E39C741,3,4,1,1
7E4C6E6E,3,4,0,0
7E51436F,4,3,1,0
7E71B7E7,4,3,0,0
7E72F228,3,4,0,0
7E743128,1,4,0,0
7E836E75,2,4,1,0
7E95146F,4,2,0,0
7E9747CC,4,3,1,0
7E9ECC39,4,3,1,0
7EA9881D,1,3,0,0
7EACE466,3,4,0,0
7ECB1ED3,1,4,1,0
7ED6BC9F,4,3,1,0
7EF9B9C1,3,4,1,0
7EFD0E30,1,2,1,4
7F0223FF,2,3,1,0
7F0974E4,2,3,0,0
7F1459E5,3,4,0,2
7F1F0EFE,4,3,0,2
7F3D6033,1,2,0,5
7F410442,4,3,0,0
7F552DFB,3,4,1,0
7F577E58,4,3,0,0
7F5CA60E,4,3,1,0
7F62B505,3,4,0,0
7F6BE22A,3,2,1,0
7F6E167A,2,3,1,0
7F6E8E51,3,4,0,0
7F820E51,2,3,0,0
7F8E0459,4,3,0,0
7F932958,3,4,1,0
7FB3DDD0,4,3,0,0
7FB65B1F,2,3,0,0
7FC498BC,1,4,0,0
7FE3EC0C,2,3,1,2
7FFB223B,3,4,1,0
800072CB,4,2,1,0
800559C5,1,3,0,0
8016A510,2,3,0,0
801B5231,3,4,0,1
8027410E,3,2,1,0
802C1615,3,4,1,0
802EFA56,3,4,0,0
8031B459,2,3,1,0
8033C66B,2,3,1,4
804BECA0,4,3,0,0
8059BF3A,4,3,1,0
806466B3,1,3,0,0
8064E9FE,4,3,1,2
8080C53B,4,3,1,0
808B1D6D,4,2,1,0
80C36DCB,4,3,0,0
80CB1C25,3,4,1,0
80D92C85,2,3,0,0
80DC23C4,3,2,1,0
80F45E37,3,4,0,2
80F78057,2,3,1,0
80FE3B0F,2,3,1,0
810107FC,1,4,1,0
810188B1,3,2,1,0
81097612,4,2,0,0
811B46B2,3,4,0,0
811E49F3,1,3,1,0
81274E23,0,0,0,0
8135EA60,3,4,0,0
8137FC51,1,2,1,2
813C5138,3,4,0,0
813E3236,3,2,1,0
8142AF0C,2,4,1,0
8149775A,2,3,0,0
815891CA,4,3,0,0
818F9778,3,4,0,0
8193A099,1,2,1,3
819BD50D,3,4,1,0
81A60C84,2,3,0,0
81C733F2,3,4,1,0
81D4CF27,3,4,0,3
81D93806,4,3,1,0
81E10A4B,3,4,0,1
81EC9061,2,4,1,0
81EE7C22,2,3,0,0
8205AD84,2,3,1,5
820C788D,4,2,1,1
821F0163,1,4,1,0
8222D8EA,4,3,1,0
8232D174,2,4,0,0
8233CBAD,4,1,1,1
8234672C,3,4,1,2
823AFAAA,4,3,0,0
8247ABEB,2,4,0,4
825E26EA,3,4,0,0
8268440F,3,4,0,0
82743F52,2,3,0,0
8280A88F,2,3,1,0
82855CDF,3,2,1,0
8285D392,4,3,0,0
828DA27C,3,2,1,0
829326C5,3,2,0,0
829F92DC,3,2,0,0
82B13E0E,4,3,0,1
82B218FB,3,4,1,2
82B88556,4,3,0,0
82BAE658,3,2,1,0
82C67B62,3,4,0,0
82CDA334,3,2,1,0
82D00178,3,4,1,0
82EC9D0A,2,3,0,0
82F3B03F,4,1,0,0
82F4E44E,3,2,1,2
82FF1340,4,2,0,0
83010C35,1,3,0,0
83041155,4,3,1,0
830FC903,4,3,0,0
83126B4F,3,4,1,0
832ABD87,4,3,0,0
832EF73D,1,3,0,0
8331DA08,4,1,0,0
833D7977,3,2,1,1
8342C2B8,1,3,0,0
8347B9A5,1,3,1,0
834802E2,4,3,0,0
834FC84B,2,3,0,0
835D4164,1,3,1,0
835DF8EB,2,3,0,0
83735439,4,3,0,0
837AEF61,2,3,1,0
839F865F,2,3,1,1
83AA2E38,1,3,1,0
83BC2E1E,3,2,1,0
83CE12BA,4,1,1,1
83CF38CE,4,3,1,0
83DD6B54,2,3,1,0
83E03D90,2,3,1,2
83E0B2DD,4,1,1,0
83F0BB43,2,1,1,2
83F60D1B,4,2,1,2
840661DF,3,2,0,3
840DB989,2,3,1,0
842BEBF8,3,4,0,0
8441AA3E,4,1,0,0
84466097,1,4,1,0
844E1179,2,3,1,0
84533C78,2,3,1,0
84545037,2,3,0,0
847347BD,1,3,1,0
8479DA10,3,2,1,0
847AFCE5,4,3,0,0
84806228,3,2,0,0
84867D2D,4,2,0,0
84A16AA7,3,2,0,0
84A386E4,3,4,0,0
84AA3DBC,3,2,1,0
84B6AB10,3,2,1,1
84C69012,4,2,0,0
84D4C388,3,4,0,0
84E91A01,2,3,1,0
84E9954C,4,3,0,0
84FF0E3E,2,4,0,3
8504FA25,1,3,0,0
8513F873,1,3,1,0
8516A9BF,3,4,1,0
852B7036,4,2,1,0
85363312,2,3,1,3
8559B395,4,3,1,0
8561ECD3,2,3,1,0
85630090,3,2,0,0
8574C127,4,3,1,1
8583C009,1,4,1,0
85840AA0,2,3,1,0
858C7B4E,1,3,1,0
858CF403,3,2,1,0
8591564F,2,4,1,0
85963A00,3,4,0,0
85B12D8A,1,3,1,0
85B34E84,3,2,1,0
85B896D2,4,3,1,0
85BAC571,4,3,0,0
85BBB027,2,1,0,0
85C9E30C,3,4,1,1
85CFD3BE,2,3,0,0
85F00CCE,3,4,0,4
8600DECE,1,2,0,0
86013525,3,4,0,0
860699A4,3,1,1,1
8608206D,3,2,1,0
8608AF20,4,3,0,0
8612EE6E,4,2,0,0
8627AA7E,2,3,1,2
8635F9E4,4,3,0,0
86379AEA,3,2,1,0
863C42BC,2,3,0,0
863F9CDC,2,1,0,3
8640DF86,4,1,1,0
864B07D0,4,3,1,1
86503F3A,0,0,0,0
8660A443,3,4,1,0
866A1CA6,4,3,0,0
8675BFD9,3,4,0,2
86802E4B,1,3,1,0
86854230,4,2,0,0
86927DD1,2,3,1,0
86AFA458,2,3,0,0
86D948B8,3,4,0,0
86DD67FB,3,4,1,2
86E538BD,2,3,1,0
86E7D4FE,2,3,1,1
86F01549,4,3,1,1
86FAF9FF,1,3,1,1
8707294F,3,2,1,0
871F0DCC,3,2,1,1
8725BEC9,3,4,1,0
8727528A,2,3,1,0
87327F7E,3,2,1,1
873893C8,3,4,0,1
8742447C,4,3,0,0
87472807,3,2,0,0
875017E6,2,3,1,0
876D4122,4,3,0,0
876DCE6F,1,4,0,0
8782B5B1,4,3,1,0
87896DE7,3,2,0,0
87A2CE74,2,3,1,0
87C2B4F9,2,3,0,0
87C90F95,2,3,0,0
87CAC517,2,3,1,0
87D08459,3,4,0,0
87F793D3,2,4,1,0
87FD0E7E,4,3,0,0
87FDF6EB,1,3,1,2
87FE288B,4,3,0,0
8804B097,1,3,1,0
88065CD4,3,4,1,0
8806D399,4,3,0,0
8826A85C,2,3,1,0
8842AB42,2,3,1,2
884E2C72,1,4,1,0
884EA33F,4,3,0,0
8861A661,4,3,0,0
88632339,3,2,0,0
8872B000,4,2,1,0
8873F5FB,4,3,0,0
88842328,3,4,0,0
8893E7D8,3,4,1,0
88961388,3,4,1,0
88A1D8E1,4,2,0,0
88AA8FFA,3,2,1,0
88ABBDD9,2,4,0,1
88BCF5E0,3,2,1,0
88CE3643,1,3,0,0
88DDCA96,2,3,0,0
88E9270A,4,3,0,0
88E9A847,1,3,1,1
88F48546,4,3,0,0
891478F7,3,2,1,0
89185182,3,2,1,1
891FA0A1,1,3,1,0
8923F4EB,4,2,0,1
892B4D3D,4,3,1,0
892BC270,2,3,1,0
8936EF71,3,2,0,0
895479BF,3,4,1,0
89577E17,4,3,1,0
895D2E90,3,2,0,0
8963B2D6,4,3,0,0
8968E5CD,4,2,0,2
8969D7EE,2,3,0,1
897E9FD7,1,4,0,0
898C4645,4,3,1,0
898F038A,1,4,0,0
89B0DA37,1,3,1,0
89B19FCC,4,2,1,0
89C4B9AE,2,3,1,0
89C6DAA0,2,3,1,0
89E4C26B,4,3,1,0
8A08922B,4,3,1,0
8A153067,4,1,1,0
8A228A15,1,4,0,0
8A271838,4,3,0,0
8A340E59,3,4,0,0
8A354BA2,4,3,0,0
8A406DC0,1,4,1,0
8A420ECE,4,3,0,0
8A507F74,3,4,0,0
8A55312F,1,4,0,0
8A58A3F7,2,3,0,0
8A5D40C1,4,3,0,0
8A69AD5D,2,3,1,0
8A90AC99,3,4,1,0
8A95C13C,1,4,1,5
8A9B74CF,1,4,1,0
8A9C85EC,3,2,1,1
8A9FA83E,3,2,0,0
8AAF161E,2,4,1,1
8AAF9953,2,3,1,0
8AB0D75C,4,3,1,0
8AB17EED,4,3,0,3
8AB1DD55,2,3,0,0
8ABFCAFD,3,4,0,0
8AC07132,4,3,0,0
8AD0ADD1,2,3,1,0
8AD41C59,2,3,1,2
8AD58B3B,2,3,1,0
8AE766B8,4,3,1,0
8AEC31A3,4,1,1,2
8B12C7E6,1,3,0,0
8B17E10C,4,2,0,0
8B250C8F,2,3,1,0
8B2583C2,3,4,0,1
8B591EF8,2,3,1,0
8B6D7C29,1,3,1,0
8B6DF364,4,2,0,0
8B72BD6B,4,3,0,0
8B8064F9,1,3,1,0
8B8207F7,3,4,1,0
8B8288BA,3,2,1,0
8B89DFA1,3,2,1,1
8B975B18,3,2,1,0
8B9AC9C0,3,4,0,3
8B9F2AF6,1,3,1,0
8BABC76A,4,2,1,0
8BC27379,2,3,0,0
8BCA7751,4,3,1,0
8BCAF81C,2,3,1,0
8BD0361F,4,2,0,0
8BD75A50,3,4,0,0
8BE0E022,3,4,0,0
8BE5720F,4,1,0,0
8BF6646E,4,3,1,0
8BF72195,3,4,0,0
8C0813F7,4,3,0,4
8C0C41E7,2,3,1,4
8C0C50DB,4,3,0,0
8C1B6F3A,4,3,1,0
8C1EC663,2,4,1,0
8C27F348,3,4,0,3
8C2C2B1E,4,3,0,0
8C4FEF53,3,2,0,1
8C50B624,2,3,1,0
8C574707,3,4,1,2
8C645BB8,4,3,0,0
8C64D4F5,1,4,1,0
8C67913A,4,3,0,0
8C80777D,3,1,1,0
8C89CC25,1,4,1,0
8C8B2066,3,4,0,0
8C8BAF2B,2,3,0,0
8C985988,4,1,0,0
8CA04629,3,2,1,0
8CA9B7E0,3,2,1,0
8CAFB760,2,3,0,0
8CB91F5F,2,3,0,0
8CC350C0,2,3,1,0
8CD52ADA,2,4,1,0
8CEA652C,4,3,0,3
8CECDAD3,4,3,0,0
8CFE8949,2,3,1,0
8CFFCCB2,4,3,0,0
8D013AF7,1,4,1,0
8D1740ED,4,2,1,0
8D27F71B,2,3,1,3
8D280F1B,3,2,0,0
8D3CE37E,1,4,1,1
8D3DA685,1,3,1,0
8D49C51C,4,3,1,0
8D4BA612,3,4,1,0
8D582F5E,4,2,0,2
8D58923B,1,2,1,2
8D5A33BF,3,2,0,0
8D622C1E,2,1,0,0
8D649A46,4,2,1,0
8D6920A8,1,3,1,4
8D77D617,3,4,0,0
8D7B7568,1,3,1,0
8D808CA0,3,2,0,3
8D92DC13,4,3,1,0
8D952D30,3,4,1,2
8D990445,3,4,1,0
8DA5FB0D,2,3,0,0
8DA6318F,2,3,1,0
8DA6BEC2,2,3,1,1
8DCE3AEC,3,4,0,0
8DD9050D,2,3,1,0
8DE5997F,4,2,0,1
8E11F95E,3,4,1,2
8E16087D,4,3,1,0
8E1DD02B,3,2,1,0
8E1FB325,3,4,0,1
8E226AAC,2,3,1,0
8E22E5E1,3,4,0,0
8E38A4AF,4,3,0,0
8E5DD163,2,3,1,0
8E614D11,4,3,1,0
8E6A1A0A,4,3,0,2
8E6A9547,4,3,0,0
8E7039A0,3,2,0,5
8E77B846,4,1,1,0
8E85EE99,1,4,0,0
8E9453CE,1,2,1,3
8EAA648A,4,3,1,1
8EB83710,1,3,1,0
8EB972EB,1,2,0,0
8EC6A388,2,3,1,4
8ECD1172,4,3,0,0
8ECF727C,2,3,1,0
8EDE70CB,2,1,0,2
8EEDF4C6,1,2,1,4
8EF7491D,4,3,0,5
8EFFA106,3,4,1,2
8F04A313,3,4,1,0
8F0D184B,2,3,1,0
8F0F7B45,3,1,1,0
8F0FF408,3,4,0,0
8F1C1AFC,4,1,0,1
8F28E382,2,1,0,0
8F4784AE,4,3,1,0
8F4C3FC2,3,2,0,0
8F5639F9,3,1,0,2
8F572320,3,4,1,0
8F680EBD,4,3,0,0
8F718AD1,3,4,0,2
8F7A5D27,3,2,0,0
8F7B18DC,4,3,1,0
8F87D85A,4,3,1,0
8F9FBB54,1,4,0,0
8FA32726,3,2,1,0
8FA8FF70,4,3,0,0
8FD39369,3,4,1,2
8FD4624A,1,3,1,0
8FDDD912,4,3,1,1
8FE0009B,1,3,0,1
8FE08FD6,1,3,1,0
900491E0,1,4,0,0
900F49B6,2,3,0,0
902DDE30,3,4,0,1
90307C7C,1,4,1,0
9030F331,2,3,1,1
9038C5AA,3,4,1,0
90461FD1,2,4,0,0
904C4F56,3,4,1,0
904F48FE,1,4,0,0
9065AE96,4,3,0,0
9072E6AF,3,2,0,2
9073D48C,4,3,1,0
90788397,4,3,1,0
90977704,1,3,0,0
90AAAE8D,2,3,1,0
90ABEB76,3,4,1,0
90B639BB,0,0,0,0
90DDEBE1,1,4,1,0
90DF07A2,2,3,0,0
90DF88EF,4,3,0,0
90FFF32A,1,4,1,0
911D6D95,3,4,1,0
911DE2D8,3,2,1,0
911F81D6,3,4,0,0
913D991D,3,4,1,0
91551D33,2,4,1,0
9155927E,4,3,0,0
9168C4BA,1,3,1,0
91698141,4,3,0,0
9171AA97,1,4,1,4
918475E6,4,1,0,0
9188D699,4,1,0,0
918D22C9,1,2,0,0
919F1269,1,3,0,0
91A7C4A1,4,2,0,0
91B08C98,1,4,0,1
91B1BEBB,3,4,1,0
91BAE9A0,3,2,1,0
91C5F607,3,2,1,4
91C6FBD7,2,4,0,0
91D50702,1,3,0,0
91F2164B,4,3,0,0
9209F6A7,2,3,1,0
920CD04D,2,3,1,0
923E3DCE,3,4,1,0
923EB283,3,4,1,1
92422FB9,4,3,1,0
92698C2A,2,3,1,0
9276C225,1,3,1,0
9281F881,2,4,1,2
92841BB7,2,4,1,0
928C6A59,3,2,1,0
9292EEE0,3,4,1,1
929936B6,2,3,1,0
9299B9FB,3,4,1,0
929B55B8,1,3,1,0
92B0F62B,3,4,0,0
92CB075E,4,3,0,0
92CC6B11,2,3,0,0
92D14610,4,3,1,0
92D1C95D,4,3,0,0
92EC10D4,3,2,1,0
92ED552F,3,4,1,0
92FBD163,2,4,0,0
92FE434E,4,3,0,0
930E0126,4,2,1,0
930E1364,3,2,1,1
9313A36A,3,4,1,0
932E7AE3,1,3,1,0
932F3F18,1,3,0,0
9339BB54,4,3,0,0
933C2979,1,3,1,0
934392B6,4,2,1,0
93467180,2,3,1,0
934E006E,4,3,0,0
93593F8F,2,3,1,0
935B5C81,3,4,1,0
935BD3CC,2,3,0,0
93729C1C,1,4,0,0
9380458E,2,3,1,0
9383DF44,2,3,0,4
9384997F,3,4,1,0
9389FED6,3,2,1,2
938B9DD8,3,2,1,0
93A4FBBC,3,4,0,0
93ABE61D,1,3,1,0
93B4275F,3,4,0,1
93B4A812,1,3,1,0
93CB9C90,1,3,0,0
93CEB5DE,3,4,0,2
93CEBA7A,1,4,1,0
93DB4073,3,4,0,0
93ED3E24,4,3,0,0
93F700E2,3,4,1,2
93FC57F9,4,3,1,0
940C71AC,3,2,1,0
941A0BB6,3,4,1,0
942697C4,4,3,0,0
9427D23F,3,4,1,0
94333E5A,4,2,1,0
943581A5,2,3,1,3
944102FE,3,4,0,0
94431E1F,3,4,0,2
94509753,3,4,0,0
94527B10,4,3,1,0
9452F45D,1,3,0,0
9460DC02,4,3,0,0
946CE756,3,2,0,0
94791D5F,4,3,1,0
947FAB07,1,3,1,1
94823504,3,4,1,0
9489ED52,3,4,1,0
948E1C71,3,4,1,1
949D4AF2,4,3,0,0
94BD00CE,3,4,1,0
94BD8F83,2,3,1,1
94BECA4C,4,1,0,0
94C2344C,1,4,0,0
94D50BAD,4,3,0,0
94FEA83E,3,2,1,0
95005E7B,3,4,1,0
951322B6,4,3,0,4
9517619A,1,4,1,0
951770A6,2,3,1,4
9522C823,2,3,1,5
95371A5F,4,3,0,0
953CC209,1,4,1,3
954B8765,3,2,1,0
955F20C5,4,3,0,0
957CA07B,4,1,0,0
957F6AF9,4,3,0,0
958368C9,1,4,0,0
95901127,3,2,1,0
95909E6A,2,4,1,0
9592FD64,4,3,0,0
9594520B,3,2,0,4
959B463C,3,4,1,0
95A22E1E,1,3,0,0
95B07BDE,3,2,0,4
95B286A1,3,2,1,0
95BDC130,2,4,0,0
95CE1B9B,3,2,1,0
95D86181,2,3,1,0
95E4FDF3,3,2,1,0
95E5B808,2,3,0,0
95F1546D,4,3,1,0
95F7EB92,4,3,0,0
96072BBD,4,3,0,1
96144A04,4,3,1,0
9614C549,3,4,1,0
9616290A,4,3,0,0
961C3AB7,2,3,0,0
961F9252,3,4,1,0
9633D2C3,3,4,0,0
9634AFB0,2,3,1,4
964C1261,4,2,0,1
964D08B8,2,4,0,0
96570E83,4,3,0,0
965CB5EF,4,2,0,0
9660299D,2,3,0,0
96616C66,2,3,1,0
9667EFA2,0,0,0,0
96733FFC,4,3,0,0
96848A15,3,2,0,0
968E6287,4,2,0,2
9697CE90,2,3,1,3
969A1E08,3,4,0,1
96B3CE31,4,2,0,0
96B81667,3,4,1,0
96CF530B,3,4,0,0
96FBBE97,3,4,0,0
9706E16A,3,2,0,2
970AC81F,3,4,1,1
970D393C,3,2,1,0
972395EE,4,3,0,0
97395BED,3,2,1,0
9739D4A0,2,3,1,0
9746E022,3,4,1,0
9758743F,3,4,0,1
976C8907,4,3,0,0
97712B4B,4,3,0,0
9771A406,1,4,1,0
977A7C50,4,2,1,0
978F628F,3,2,1,0
979EDFD8,3,4,1,0
97A243AA,3,4,1,0
97A30651,4,3,1,0
97B155CB,1,3,1,1
97B4EDED,4,3,0,0
97C5418A,4,3,0,2
97D4433D,3,2,1,0
97D62033,1,4,1,0
97D6AF7E,3,4,0,0
97E49047,3,2,0,2
97E51D84,2,4,0,0
97EC785C,4,3,0,5
97FD929C,2,4,0,4
980077F3,2,3,0,0
9800FCF7,2,4,1,3
980578B2,3,2,1,0
98124753,2,4,1,0
981A36BD,3,2,0,0
981AB9F0,2,3,1,0
98250377,3,2,1,0
98276079,4,2,0,0
982EDB21,4,3,1,0
9852461B,3,4,1,0
98599E4D,3,2,1,0
9875DEDC,4,3,0,0
9880E44C,4,3,1,0
9894A639,3,2,1,0
98ADA341,3,2,0,3
98B16475,2,4,0,5
98BD3DC5,4,3,0,0
98BDB288,2,3,1,2
98C20947,3,2,1,2
98CFFE66,2,4,1,3
98D929BD,2,3,1,3
98DC02B3,4,2,0,0
98F7A120,4,3,0,0
98FCCC19,4,3,0,1
99006370,2,3,1,3
990D9451,2,3,0,0
991B438A,4,3,0,1
991E6884,2,3,1,0
992A8518,2,3,1,0
9935CB17,3,4,0,0
99372754,3,4,1,0
99428E7B,4,2,0,0
994AFBEF,2,3,1,3
9950DDE1,4,3,0,0
997F57F2,1,4,0,0
997FD8BF,4,3,0,2
99902C2C,4,2,1,0
999BF47A,3,4,0,0
99C21DC4,3,4,0,0
99C71285,2,4,1,0
99D02D64,1,3,0,0
99D85C8A,3,2,0,0
99D8D3C7,1,2,1,0
99E1C62F,2,3,1,4
99E50A4E,4,3,0,0
99ECB116,3,4,0,0
99EF6F76,4,1,0,2
9A095A0E,3,2,0,0
9A14F842,4,3,0,0
9A1A3D74,1,3,0,0
9A1F2014,4,3,0,0
9A264836,4,3,0,0
9A2DBF38,1,4,0,1
9A318CC6,2,3,0,0
9A3492BB,3,2,0,4
9A35C67C,2,3,1,0
9A46C9AA,3,4,0,0
9A5333A3,4,1,0,0
9A54F90A,1,4,1,0
9A59F3F9,1,4,0,0
9A5C07A9,1,4,1,0
9A5C88E4,1,3,1,0
9A61DE20,2,3,1,0
9A686578,1,4,0,0
9A84B71E,4,3,0,1
9AA71F5F,3,2,1,1
9AB11F79,2,3,1,0
9AB8A421,3,4,1,0
9AC65A15,4,3,0,0
9AD4098F,4,3,0,0
9AD523FB,3,4,1,1
9AEB8A02,2,3,1,0
9AED3C5A,3,2,1,2
9AF6487B,2,3,1,2
9AFB0CD1,2,3,1,2
9AFB839C,4,3,1,0
9B043022,3,4,0,0
9B04579A,3,2,1,3
9B21CBEB,4,3,0,0
9B28FAEC,4,3,0,1
9B29E035,3,4,1,0
9B2F566D,3,2,0,2
9B39E9AB,2,3,1,0
9B3AAC64,3,1,0,0
9B3D2020,1,3,1,0
9B4517AB,3,4,0,0
9B46DD29,2,3,1,2
9B657568,2,3,1,3
9B73754E,2,1,1,0
9B84A39D,2,3,0,0
9B881784,3,4,0,0
9B96933D,4,1,0,0
9B9B99CE,1,4,0,0
9B9E6D9E,2,3,1,1
9B9EE2D3,1,3,1,0
9BA1D719,3,4,1,0
9BA3B417,1,3,1,0
9BAA0F4F,4,3,0,0
9BCB3039,1,4,0,0
9BD69275,4,3,1,0
9BDD4A23,4,3,1,0
9BE42201,2,1,1,0
9BE8817E,2,3,0,0
9BEFD50F,2,3,1,3
9BF7AC4B,2,3,1,0
9C0D98FE,4,3,0,0
9C1FCB64,4,3,0,0
9C304177,4,3,1,0
9C4282D4,3,4,0,0
9C50E439,1,3,1,0
9C7ADD92,2,3,1,0
9C8A670E,4,3,1,0
9C8D0B41,4,3,0,0
9C97C542,2,3,1,0
9C9ABBD0,3,4,0,1
9C9F3BE1,3,4,1,0
9CA08166,2,3,0,0
9CA1F430,4,2,1,0
9CA3A793,3,2,1,0
9CA87FC5,3,2,1,0
9CAA1CCB,2,3,1,0
9CD2D24D,4,3,1,1
9CD4E2FF,2,3,1,0
9CF2B08E,3,2,0,0
9D1688C8,3,2,1,0
9D1D509E,2,3,1,3
9D30DAB9,3,4,0,0
9D480D39,4,3,0,0
9D4F6176,3,1,0,0
9D552038,3,4,0,0
9D55AF75,1,3,1,0
9D5A9B7F,2,3,1,0
9D5D51D6,2,3,1,0
9D61CDA4,4,3,1,0
9D62EB51,1,3,1,0
9D6876FC,4,3,0,0
9D7A2566,2,3,1,0
9D80E8E3,4,3,0,0
9D9D4C6C,4,1,0,0
9DAD9A51,3,2,1,2
9DB10CFD,3,4,0,0
9DB8B7A5,2,3,1,0
9DBA5BE6,3,4,1,0
9DCFF2C9,1,4,1,0
9DDDA153,4,3,0,0
9DEF6864,1,2,1,3
9DF22B40,4,2,1,0
9DF2A40D,4,1,0,0
9E043C8D,1,3,0,0
9E1C180E,3,2,1,0
9E23A289,3,2,0,3
9E294E3F,3,2,1,2
9E3C63CB,1,3,1,0
9E3E8F88,3,2,1,0
9E4B26A7,2,3,1,0
9E59753D,4,3,1,0
9E5C1946,3,4,0,0
9E767063,4,3,0,0
9E76FF2E,3,4,1,0
9E8FE7EC,3,4,1,0
9E925CA6,2,3,1,0
9E9984F0,4,1,1,0
9EB9FF35,3,4,0,0
9ECBB518,1,3,0,0
9ED17B1B,1,2,1,2
9ED1F456,2,3,1,0
9ED23ED4,2,3,0,0
9ED985B8,3,2,1,0
9EE519CA,1,2,0,0
9EE63F3F,3,2,0,0
9EE6C7AA,3,2,0,2
9EECA292,4,3,0,0
