# Que pasivas puede sacar un jugador, por ranura.
# Observado en la partida de Aaron (574 jugadores), no leido de una
# tabla del juego. Las ranuras 1-2 estan contrastadas con inazumo.es
# y coinciden exactamente; las demas son lo visto hasta ahora.
# Lo genera herramientas/construir_pasivas_jugador.py.
grupo,id,nombre,familia,alcance,veces_visto
equipo Primer equipo del Raimon / DEF (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Primer equipo del Raimon / DEF (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
equipo Primer equipo del Raimon / MED (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,3
equipo Primer equipo del Raimon / MED (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,3
equipo Primer equipo del Raimon / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,2
equipo Primer equipo del Raimon / MED (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Primer equipo del Raimon / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
equipo Primer equipo del Raimon / MED (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,1
equipo Primer equipo del Raimon / MED (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Primer equipo del Raimon / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,3
equipo Primer equipo del Raimon / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,1
equipo Prominence / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,3
equipo Prominence / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Protocolo Omega / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Protocolo Omega / DEL (ranuras 1-2),F00F475E,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,propio,1
equipo Protocolo Omega 2.0 / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Protocolo Omega 2.0 / DEL (ranuras 1-2),FD5F303E,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Tiro,equipo,1
equipo Protocolo Omega 3.0 / DEL (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,3
equipo Protocolo Omega 3.0 / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Protocolo Omega 3.0 / DEL (ranuras 1-2),F00F475E,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,propio,1
equipo Protocolo Omega 3.0 / DEL (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Protocolo Omega 3.0 / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,1
equipo Protocolo Omega 3.0 / DEL (ranuras 1-2),FD5F303E,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Tiro,equipo,1
equipo Ragnah / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo Reinas / DEL (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Reinas / DEL (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Royal Academy / DEF (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,2
equipo Royal Academy / DEF (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,2
equipo Royal Academy / DEF (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,2
equipo Royal Academy / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo Royal Academy / DEF (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Royal Academy / DEF (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,1
equipo Royal Academy / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,5
equipo Royal Academy / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,3
equipo Royal Academy / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo Royal Academy / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Royal Academy / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Royal Academy / MED (ranuras 1-2),91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Disputa,equipo,2
equipo Royal Academy / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
equipo Royal Academy / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
equipo Royal Academy / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,10
equipo Royal Academy / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,2
equipo Royal Academy / POR (ranuras 1-2),38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],Muro,equipo,1
equipo Royal Academy / POR (ranuras 1-2),D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",Muro,propio,1
equipo Royal Academy Redux / DEL (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,1
equipo Royal Academy Redux / DEL (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,1
equipo Royal Academy Redux / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,1
equipo Royal Academy Redux / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,1
equipo Royal Academy Redux / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Royal Academy Redux / POR (ranuras 1-2),F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",Disputa,propio,1
equipo Shuriken / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,4
equipo Shuriken / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo Shuriken / DEF (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Shuriken / DEF (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
equipo Shuriken / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,1
equipo Shuriken / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Shuriken / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Shuriken / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Shuriken / MED (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,2
equipo Shuriken / MED (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Shuriken / MED (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,1
equipo Shuriken / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,2
equipo Sky Team / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo Solaria-Zeus / DEF (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo Solaria-Zeus / DEF (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,1
equipo Solaria-Zeus / DEF (ranuras 1-2),91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Disputa,equipo,1
equipo Solaria-Zeus / DEL (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,1
equipo Solaria-Zeus / DEL (ranuras 1-2),0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,equipo,1
equipo Solaria-Zeus / DEL (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Solaria-Zeus / DEL (ranuras 1-2),91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Disputa,equipo,1
equipo Solaria-Zeus / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,3
equipo Solaria-Zeus / MED (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo Solaria-Zeus / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,2
equipo Solaria-Zeus / MED (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Solaria-Zeus / MED (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Solaria-Zeus / MED (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,1
equipo Solaria-Zeus / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,3
equipo Solaria-Zeus / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,1
equipo Solaria-Zeus / POR (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Solaria-Zeus / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Stormridge / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
equipo Stormridge / DEF (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,2
equipo Stormridge / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Stormridge / DEF (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Triple C / POR (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
equipo Triple C / POR (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Tropa Acrobática del Fútbol / MED (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Tropa Acrobática del Fútbol / MED (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Tropa Acrobática del Fútbol / MED (ranuras 1-2),127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Tiro,equipo,1
equipo Tropa Acrobática del Fútbol / MED (ranuras 1-2),FD5F303E,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Tiro,equipo,1
equipo Vendedores de <MNT:NAGUMOHARA> / DEL (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,2
equipo Vendedores de <MNT:NAGUMOHARA> / DEL (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,1
equipo Vendedores de <MNT:NAGUMOHARA> / DEL (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Zeus / DEF (ranuras 1-2),F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",Disputa,propio,3
equipo Zeus / DEF (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,2
equipo Zeus / DEF (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,2
equipo Zeus / DEF (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Zeus / DEF (ranuras 1-2),D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",Muro,propio,1
equipo Zeus / DEF (ranuras 1-2),940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,Disputa,propio,1
equipo Zeus / DEF (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Zeus / DEF (ranuras 1-2),1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Tiro,equipo,1
equipo Zeus / DEL (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,1
equipo Zeus / DEL (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,1
equipo Zeus / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Zeus / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Zeus / MED (ranuras 1-2),0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,equipo,6
equipo Zeus / MED (ranuras 1-2),AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Tiro,equipo,4
equipo Zeus / MED (ranuras 1-2),1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Tiro,equipo,2
equipo Zeus / MED (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,2
equipo Zeus / MED (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,2
equipo Zeus / MED (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Zeus / MED (ranuras 1-2),91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Disputa,equipo,1
equipo Zeus / POR (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
equipo Zeus / POR (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,1
equipo Zeus / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Zeus / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,1
equipo Épsilon / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,2
tablero DEF-DEL-r0 (ranuras 1-2),AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Tiro,equipo,2
tablero DEF-DEL-r0 (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,2
tablero DEF-DEL-r0 (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
tablero DEF-DEL-r0 (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
tablero DEF-DEL-r1 (ranuras 1-2),0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,equipo,1
tablero DEF-DEL-r1 (ranuras 1-2),1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Tiro,equipo,1
tablero DEF-DEL-r1 (ranuras 1-2),8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",Muro,propio,1
tablero DEF-DEL-r1 (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
tablero DEF-DEL-r3 (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,12
tablero DEF-DEL-r3 (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,8
tablero DEF-DEL-r3 (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,8
tablero DEF-DEL-r3 (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,7
tablero DEF-DEL-r3 (ranuras 1-2),FD5F303E,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Tiro,equipo,4
tablero DEF-DEL-r3 (ranuras 1-2),F00F475E,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,propio,4
tablero DEF-DEL-r3 (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,2
tablero DEF-DEL-r3 (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,1
tablero DEF-DEL-r3 (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
tablero DEF-DEL-r3 (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
tablero DEF-DEL-r3 (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
tablero DEF-DEL-r3 (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
tablero DEF-MED-r0 (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,8
tablero DEF-MED-r0 (ranuras 1-2),AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Tiro,equipo,6
tablero DEF-MED-r0 (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,4
tablero DEF-MED-r0 (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,3
tablero DEF-MED-r0 (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,2
tablero DEF-MED-r0 (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
tablero DEF-MED-r0 (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
tablero DEF-MED-r0 (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
tablero DEF-MED-r0 (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
tablero DEF-MED-r0 (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
tablero DEF-MED-r1 (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,5
tablero DEF-MED-r1 (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,3
tablero DEF-MED-r1 (ranuras 1-2),F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",Disputa,propio,3
tablero DEF-MED-r1 (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,3
tablero DEF-MED-r1 (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,2
tablero DEF-MED-r1 (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
tablero DEF-MED-r1 (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,2
tablero DEF-MED-r1 (ranuras 1-2),D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",Muro,propio,2
tablero DEF-MED-r1 (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,1
tablero DEF-MED-r1 (ranuras 1-2),940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,Disputa,propio,1
tablero DEF-MED-r1 (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
tablero DEF-MED-r1 (ranuras 1-2),1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Tiro,equipo,1
tablero DEF-MED-r1 (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
tablero DEF-MED-r1 (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
tablero DEF-MED-r1 (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,1
tablero DEF-MED-r1 (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
tablero DEF-MED-r2 (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,11
